Ticker,CL,CL,CL,CL,CL
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,88.9102086408117,89.09572541173873,88.05098679255295,88.4122543334961,3206100
2025-01-03,88.42200698798864,88.63681429804618,87.63113230030007,88.02169036865234,3101700
2025-01-06,87.54325721519314,87.73853251707915,85.29755399712764,85.47330474853516,6077400
2025-01-07,85.86386150772603,86.50827595365959,85.03392286402838,85.32684326171875,4758800
2025-01-08,85.05346708980609,85.52213085435025,84.80936920640045,85.39520263671875,5063900
2025-01-10,84.33093299257433,85.03392858563782,83.84273726309168,84.3211669921875,6711100
2025-01-13,84.62384492230618,85.4244856108623,84.29187540598377,85.04369354248047,8184400
2025-01-14,85.1510882315497,85.70763099975822,84.95581294242471,85.60022735595703,4606600
2025-01-15,86.37159239041354,86.55710916174714,85.49283853840714,85.78575897216797,5125300
2025-01-16,85.5318881396127,86.53757012487875,85.31708083222082,86.46922302246094,3334100
2025-01-17,86.32277247201642,87.45538269091409,86.10796515913695,86.59616088867188,5149900
2025-01-21,86.93001066613441,87.81374661240088,86.26229989467862,86.63543701171875,5048100
2025-01-22,87.83338331113,88.06905122836933,85.83025845516481,85.96772766113281,5323200
2025-01-23,86.10519522369117,86.66489340630987,85.3392932360561,86.32122039794922,6586200
2025-01-24,86.1248298578977,87.09693564363276,85.88916943834276,86.29175567626953,5482900
2025-01-27,87.91193888756615,89.7579667734099,87.35224069678604,89.56157684326172,5164800
2025-01-28,89.10989176550098,90.23910952309029,88.00031674679697,88.23597717285156,4790700
2025-01-29,88.48145923019158,88.97242282263898,87.93158240393365,87.95121765136719,3225900
2025-01-30,88.91350858631692,89.36519418729453,88.32434628881501,89.24736022949219,5415300
2025-01-31,83.8860428824191,85.81061933872533,83.7878516585126,85.13308715820312,11099000
2025-02-03,85.49640078961693,85.69278323251972,84.15115783205188,85.45712280273438,6877800
2025-02-04,85.36874925908822,85.56513169349839,84.59302590760157,84.93669891357422,4073100
2025-02-05,85.06434879000885,85.20181799569987,84.24935492527202,85.05453491210938,4126400
2025-02-06,85.61423530788029,85.62404918603235,83.80748535706513,84.13152313232422,4540500
2025-02-07,84.05295472932325,85.26072830782992,83.88602892730063,85.1919937133789,3988300
2025-02-10,84.95634047346411,85.12327379577812,84.08242583983234,84.40646362304688,4162700
2025-02-11,84.4457421002761,85.82044172579197,84.1315256851448,85.79098510742188,3464500
2025-02-12,85.1919932340486,85.78114796767231,84.8974121214823,85.16253662109375,3411900
2025-02-13,85.2214591018975,86.48814603707825,85.14290313114759,86.16410827636719,3712700
2025-02-14,85.69278211105566,85.87935067342868,84.33772529313615,84.48501586914062,4137100
2025-02-18,84.19042782966898,85.0938064592215,83.77802024380263,84.82868194580078,3827600
2025-02-19,85.45712162937657,86.04627644150561,84.87778818671083,85.84007263183594,4307000
2025-02-20,85.06434917398589,86.67470915492972,84.83851011712113,86.28194427490234,3252800
2025-02-21,86.37031518153445,88.17706511609359,85.91862957077215,87.85302734375,4747300
2025-02-24,87.48971200189078,90.05254259263137,87.44062013680791,88.48146057128906,5409500
2025-02-25,89.01170266561012,90.91663634981215,88.90369007369797,90.62206268310547,5818200
2025-02-26,90.03290831077908,90.33730334869253,88.37344892806878,88.54037475585938,3930200
2025-02-27,88.3341638049349,89.42410351965525,87.98066943845753,88.56982421875,3673800
2025-02-28,89.39465288159451,90.27838885687753,88.43236093261746,89.52230072021484,5332900
2025-03-03,89.34554525000159,91.13265228271484,89.28663202094258,91.13265228271484,4732300
2025-03-04,91.58434966638045,93.49911226439754,89.37501339356012,89.41429138183594,6107500
2025-03-05,88.76621203666187,90.54349770436156,88.70729131597203,90.09181213378906,3446600
2025-03-06,90.14091922889511,91.79055721123797,89.74814685376397,91.60398864746094,4703900
2025-03-07,91.16211316441387,96.56271249855715,91.16211316441387,94.99163055419922,10097300
2025-03-10,95.58078783599134,98.3694649149198,95.43350475261417,95.73789978027344,9791400
2025-03-11,94.48103369978172,94.98181865518436,92.2324195766516,92.39934539794922,6640500
2025-03-12,90.92644843318732,91.52542456661399,88.59928598868599,89.17861938476562,9118300
2025-03-13,89.31609883504352,89.95435302493654,88.64838802725716,88.88404846191406,4396400
2025-03-14,88.10833119748355,88.71712126861149,87.56826823937647,88.19670104980469,4569400
2025-03-17,88.56001122941544,89.71868555526405,88.12796089016388,89.07061004638672,5642900
2025-03-18,88.91349792010203,89.17861492896616,87.76463757100039,87.87265014648438,3621600
2025-03-19,87.76464831478636,88.90368743514168,87.57808724552872,88.80549621582031,8242100
2025-03-20,88.91350862653603,89.12952631200666,87.52898771489399,88.64838409423828,5571900
2025-03-21,88.48145360520915,89.70886250829827,88.3636196535692,88.66802215576172,8950600
2025-03-24,88.4519917379048,89.72849242641334,88.4519917379048,89.25717163085938,4611200
2025-03-25,89.32591231904442,89.33573368797855,87.43079265627117,87.9708480834961,5173000
2025-03-26,88.2065159339381,90.6024130382175,87.99049076657884,90.36675262451172,4700500
2025-03-27,91.19157433170834,91.59416055532506,90.26856044162163,91.50579071044922,2956500
2025-03-28,92.20296207655778,92.20296207655778,90.55332414354841,91.1424789428711,2825800
2025-03-31,91.57452606654293,92.6251877939761,91.37813614601228,92.0065689086914,6224600
2025-04-01,92.53681643190936,92.90995355925608,91.4959760061736,92.20296478271484,4916200
2025-04-02,92.29132627819476,92.53680805385126,90.92644820486537,91.85928344726562,4849100
2025-04-03,93.53838302089389,95.48259459541623,93.0866974279088,94.26500701904297,5483400
2025-04-04,95.19783665127531,95.96374614089802,89.66958935113209,90.00344848632812,7434400
2025-04-07,88.12796367197043,89.56157644386477,86.45869047645903,87.57808685302734,7820200
2025-04-08,88.66802174528142,88.98223812335722,86.13464798307123,86.99874114990234,5677700
2025-04-09,86.14447109591663,90.07217964713753,85.89898931146531,88.59928894042969,7407600
2025-04-10,88.51091975163132,91.03447242847353,87.90212217319673,90.14092254638672,6465500
2025-04-11,89.78741648056088,92.8215676256396,89.63030454853272,92.3011474609375,5664200
2025-04-14,92.34043663876538,93.58748091150905,91.80037367133102,93.2634506225586,3658600
2025-04-15,93.26343859578657,93.85259335332505,92.50735053887968,92.55644989013672,3874800
2025-04-16,93.19471154124278,93.28308139084625,91.52543085302702,91.80036926269531,4120300
2025-04-17,92.2150829915245,94.82186920423528,92.10646627154397,94.29853820800781,7029800
2025-04-21,94.5947655103855,95.01935608180251,92.97539857135571,93.50859832763672,7691400
2025-04-22,93.21237238588523,94.77249650311076,92.61004608155653,94.60462951660156,5233600
2025-04-23,93.80482190088857,93.80482190088857,91.54363107947894,92.70878601074219,8497400
2025-04-24,91.90898420148238,92.28420079875309,90.71420783114607,91.53376007080078,11292300
2025-04-25,94.28866284495628,94.60463670620628,90.68458104627241,92.72854614257812,9599000
2025-04-28,92.46193473887884,92.72854214578003,89.65766778283135,89.8156509399414,7172700
2025-04-29,89.54905195738166,91.45477136363718,88.69987082091065,91.16841888427734,5941100
2025-04-30,91.97810344843298,92.56067718232201,90.21062210990156,91.03018188476562,5916200
2025-05-01,90.01314527426342,90.7635785037862,89.29232588441432,89.54905700683594,4115600
2025-05-02,89.92427143849514,90.43772613746191,88.62087832052141,89.3416976928711,4715700
2025-05-05,89.79590755631212,89.90452427473184,89.0652118990502,89.59841918945312,4084300
2025-05-06,89.28244336430178,90.41797696508002,88.8479840336278,89.85514831542969,3605600
2025-05-07,89.54905165949242,90.26986347288761,88.96647040110223,89.73665618896484,4401100
2025-05-08,89.57867728409074,90.72407971869383,89.37132014162151,89.68729400634766,3550700
2025-05-09,89.51943478311304,89.81565604455896,88.58138195500631,88.68012237548828,3846300
2025-05-12,87.87044028768867,88.42340021142357,86.52754945397879,88.0185546875,6071500
2025-05-13,87.86057370311694,87.86057370311694,85.84623740247497,86.77440643310547,5458100
2025-05-14,86.57691658142939,86.78427371139387,85.96471395957423,86.46829986572266,3699300
2025-05-15,86.86327590109572,88.55176197821325,86.86327590109572,88.50238800048828,4002900
2025-05-16,88.86773115797612,90.21062192036953,88.4727619572585,90.08226013183594,4650300
2025-05-19,90.34885981132757,90.69445503616414,89.44043592506836,90.5858383178711,3769900
2025-05-20,90.5562188217289,91.00056200578798,90.28961893802229,90.83269500732422,3941800
2025-05-21,90.1809970923918,90.78332340538402,89.89464462118153,90.51671600341797,4569200
2025-05-22,89.92426815094986,90.82282325805524,89.33181812505957,89.75640869140625,5098600
2025-05-23,90.77344762431618,91.57325476797713,89.5687949914274,91.42514038085938,6723700
2025-05-27,91.44490191290978,92.42244490988365,90.90181828491797,91.26716613769531,6055200
2025-05-28,90.9906913798669,92.2447105951598,90.49698172238895,90.60559844970703,5288800
2025-05-29,90.18099612887266,91.15853901434576,89.9143887297551,91.1387939453125,4718600
2025-05-30,91.58313987584134,92.30395927797484,91.10917529817101,91.770751953125,6317300
2025-06-02,91.05980524783767,91.52389350479883,90.05263338519619,90.77345275878906,3152500
2025-06-03,90.55621805337695,90.56609435518186,89.29232262514454,89.47993469238281,4775900
2025-06-04,89.55891803288799,90.1414992757002,88.82822993745546,89.0652084350586,3948400
2025-06-05,89.09484159989056,89.22320338943719,88.30490319222103,89.0158462524414,5123500
2025-06-06,89.14421111502757,89.5688017054398,88.86773492283567,89.1047134399414,4716500
2025-06-09,88.6307553942892,90.22050101466199,88.58138141764213,89.72679138183594,5893000
2025-06-10,90.03289204758316,91.07955409456888,89.71691817301702,90.78333282470703,4533200
2025-06-11,90.70433232288059,91.46464182577785,90.35873709429093,90.95118713378906,5353800
2025-06-12,91.02030959571492,91.99785257424689,90.79319984645434,91.96823120117188,4701700
2025-06-13,91.70163085487404,91.87936662585314,88.95659894010556,89.12446594238281,5332000
2025-06-16,89.55892261616859,90.26986567877195,88.88747722742221,88.97634887695312,5710500
2025-06-17,89.1442122056031,89.1442122056031,87.41622844985254,87.51496887207031,5145900
2025-06-18,87.63345773597572,87.81119350088936,86.53742177457684,87.08050537109375,5107000
2025-06-20,86.92251398825731,87.564337997221,86.6559141097027,86.6756591796875,9573100
2025-06-23,86.76453533911251,87.5939639229926,86.29057076731583,87.5544662475586,5095600
2025-06-24,87.28786638282054,87.63346162621349,86.30044709689138,87.07063293457031,4556400
2025-06-25,86.28068987882226,87.1594923936346,85.97459232724363,86.6954116821289,3571100
2025-06-26,86.76452695944961,87.23848395206053,86.33006010504745,86.68553161621094,5813600
2025-06-27,86.76452748485531,87.78156805162764,86.63615816796246,87.59395599365234,6946200
2025-06-30,87.42609872728181,90.10200391205801,87.38660105443435,89.75640869140625,7782700
2025-07-01,89.9538883530121,91.25728140639352,89.67741218008433,90.88206481933594,6022800
2025-07-02,90.67471252144713,91.26716257120678,90.21062426355523,91.23754119873047,5342200
2025-07-03,91.6325074250589,91.94848127686625,90.75370491430066,91.61275482177734,3300900
2025-07-07,91.5535116831945,93.00501914827316,91.49426894042747,92.15583801269531,5794100
2025-07-08,91.50414308705186,91.9287336797974,90.97093577057528,90.9808120727539,6099800
2025-07-09,90.9906851147476,91.36590171656734,89.9341468218287,90.4278564453125,6034200
2025-07-10,90.17112515050648,90.5068516111744,89.4700583905779,89.47993469238281,4531900
2025-07-11,88.9269752095813,89.134332347991,87.9790536339608,88.45301818847656,4372700
2025-07-14,88.40364602741651,88.40364602741651,86.63616463031386,87.7322006225586,3648400
2025-07-15,87.73219845407597,88.56163453765156,86.96201264794855,87.04100799560547,3788200
2025-07-16,86.97188895773753,87.40634830306843,86.07333382823245,86.55717468261719,4198000
2025-07-17,86.55717021240616,87.2187392647523,85.8560959548572,86.14244842529297,3788100
2025-07-18,86.12258307864005,86.92719370784567,85.92391809136508,86.26165008544922,4973700
2025-07-21,86.06298828125,86.62919185236676,85.99345477527369,86.06298828125,3523500
2025-07-22,86.33119599084753,88.13907475895826,86.12258789039515,88.10926818847656,5047500
2025-07-23,88.2682029382744,88.27813846139551,87.59273135912665,88.19866943359375,3520300
2025-07-24,88.2682044871774,88.5662095573715,87.652330878782,87.86093139648438,2503800
2025-07-25,87.8013340518582,88.2185350902944,86.90732641336363,87.34439849853516,3186100
2025-07-28,87.21526340845094,87.2947248563603,85.79478676887098,85.89411926269531,4823700
2025-07-29,86.30138812630918,87.43379527294884,85.88418708882799,86.28152465820312,4382400
2025-07-30,86.50005841509385,86.86758940472463,85.0001127301562,85.22858428955078,4638800
2025-07-31,84.96038437621426,85.07958792609529,82.97370401636888,83.29157257080078,9561000
2025-08-01,83.46043253214607,85.65572083978401,82.14922389284627,82.9538345336914,9606700
2025-08-04,82.83463144932442,83.44056952477915,81.85122685907152,82.8048324584961,5536400
2025-08-05,82.45716584903535,83.32136690697592,82.33796230581636,82.50682830810547,6373300
2025-08-06,82.60616863570667,84.34451385872828,82.03002954293085,84.0465087890625,5537000
2025-08-07,84.01671201417571,84.42397753630661,83.55977645292896,84.14584350585938,4000400
2025-08-08,83.89750500202179,84.57297658174325,83.7584379925424,84.1259765625,4133900
2025-08-11,84.17564279719899,84.45377682863518,83.59951126575997,83.8875732421875,3515600
2025-08-12,83.98691272533476,84.43391276146187,83.61937414149466,84.40411376953125,5333800
2025-08-13,84.60277798482214,86.43052778501149,84.5431800015127,85.76498413085938,3534400
2025-08-14,85.07958279580565,85.2087142831187,83.89750562782984,84.08624267578125,3497200
2025-08-15,84.44385050090294,84.75178353037853,84.00677839822731,84.50344848632812,4150400
2025-08-18,84.68224955671009,84.76171858923053,83.68890938595689,83.69884490966797,3906600
2025-08-19,83.90744494856493,85.4967876968186,83.86771043253559,85.27825164794922,4548200
2025-08-20,85.61598809323436,87.36426126266444,84.89084646491457,85.47692108154297,5944100
2025-08-21,85.01997620115357,85.72525434694693,84.73191423900356,85.70538330078125,4925100
2025-08-22,85.99345444444567,86.74839506255825,84.75177928637144,85.3676528930664,4087400
2025-08-25,85.24844857537374,85.42725009965591,83.44056986478019,83.50016784667969,4481900
2025-08-26,83.44056861205046,84.27497066045086,83.29156608095508,83.57963562011719,6163100
2025-08-27,83.58957574218469,83.89750876576278,83.2121016321636,83.8875732421875,4196700
2025-08-28,83.7187064217417,84.11604399647278,82.66576829050062,82.86443328857422,5321500
2025-08-29,83.073029252277,83.7385728743343,82.66576375499581,83.51010131835938,3934700
2025-09-02,83.6193718956138,84.02663740536696,83.02336933725734,83.82797241210938,5288500
2025-09-03,83.95710161370614,84.1855731704564,82.0995604837193,83.2518310546875,5048000
2025-09-04,83.53990665617006,83.53990665617006,82.46709745531658,83.1127700805664,6202400
2025-09-05,82.91410102868105,85.18885081290307,82.56643350239901,84.56304168701172,6165400
2025-09-08,84.3544446816774,84.51338274521126,83.41077455984309,83.62931060791016,3975800
2025-09-09,83.51010370755736,84.12597731114943,83.2419052093414,83.71870422363281,3585200
2025-09-10,83.1525025068332,83.52996903309062,81.74196132185754,82.6458969116211,4406000
2025-09-11,82.82469626367859,83.738574931445,82.69556477670179,83.50016784667969,3362300
2025-09-12,83.19223575800528,83.97697536891383,82.71542916177061,82.7253646850586,3169100
2025-09-15,82.65583224268231,83.18230130496312,81.05655400900825,81.58302307128906,6605800
2025-09-16,81.80155608204286,82.0300276406328,80.8678215373389,80.9373550415039,6555300
2025-09-17,81.24528776983493,82.41742939215271,80.96715375412961,81.67242431640625,3951900
2025-09-18,80.76848635113676,81.57309703782676,80.47048884893427,80.98702239990234,3719200
2025-09-19,81.18569305178454,81.40422151677602,80.49035040599182,80.6294174194336,14727600
2025-09-22,80.7585566055299,80.8479535806223,78.76194079737718,78.83147430419922,5864000
2025-09-23,78.97053835348436,79.68574444171192,78.23546879773205,79.6162109375,5400400
2025-09-24,79.29834588660367,80.83801856988052,79.23874032424685,80.58968353271484,6406300
2025-09-25,80.71882045606141,80.96715548662398,78.76193920265497,79.16920471191406,6060000
2025-09-26,79.26854461781848,79.42747509617578,78.65267101504766,79.0599365234375,4263400
2025-09-29,79.0798081197029,80.03341373222838,78.51360455043516,79.86454772949219,4714000
2025-09-30,79.74534768189925,79.95394820829178,79.06987606275887,79.4076156616211,6643900
2025-10-01,79.71554238755719,79.86454491708241,78.33480026588494,78.48380279541016,7014300
2025-10-02,78.07652931245504,78.78179986470444,77.65932829482865,77.78845977783203,5667200
2025-10-03,77.80833384541508,78.34473842258852,77.39113281158588,77.48052978515625,6725800
2025-10-06,77.4805289372258,77.89772996648924,76.80505735616818,76.93418884277344,7520900
2025-10-07,77.03352934990296,78.94074056175161,76.57658622547537,78.58313751220703,7362700
2025-10-08,78.41427192822671,78.90100646769413,77.31166378268972,77.48052978515625,5928500
2025-10-09,77.48053087487911,77.98713646798755,77.13286334179834,77.29179382324219,6468300
2025-10-10,77.52026492797782,78.24539898142784,77.29179336269534,77.4407958984375,5100900
2025-10-13,76.93418677853842,77.38119436525578,76.16931824541109,76.46732330322266,5758000
2025-10-14,76.6163224279348,77.9474021591438,76.3977939626945,77.87786865234375,5515100
2025-10-15,77.14279790282903,77.7785349778412,76.95406085354664,77.11299133300781,5321200
2025-10-16,77.2023945129333,78.01693309947466,77.0831909715186,77.55999755859375,7215300
2025-10-17,78.01000213623047,79.27999877929688,77.75,79.12000274658203,5949700
2025-10-20,79.2300033569336,79.3499984741211,78.69000244140625,78.75,4087500
2025-10-21,78.81999969482422,79.05000305175781,78.22000122070312,78.62000274658203,4447200
2025-10-22,78.63999938964844,80.43000030517578,78.5,79.86000061035156,6773600
2025-10-23,79.75,79.80999755859375,77.94000244140625,78.44000244140625,6198600
2025-10-24,79.20999908447266,79.5,77.87999725341797,78.0,4247500
2025-10-27,77.87000274658203,78.05999755859375,77.37999725341797,77.83000183105469,8337400
2025-10-28,77.47000122070312,77.79000091552734,76.7699966430664,77.13999938964844,6814500
2025-10-29,76.69999694824219,76.7699966430664,75.37999725341797,75.7300033569336,8658100
2025-10-30,75.94999694824219,76.7699966430664,75.83999633789062,76.51000213623047,8657900
2025-10-31,75.55000305175781,77.16000366210938,74.62000274658203,77.05000305175781,17696500
2025-11-03,76.56999969482422,76.80000305175781,74.55000305175781,74.9800033569336,10824100
2025-11-04,75.80000305175781,76.58999633789062,75.0,76.55000305175781,8928100
2025-11-05,76.76000213623047,77.13999938964844,76.01000213623047,76.91000366210938,7515000
2025-11-06,76.5999984741211,77.62999725341797,76.44999694824219,77.2699966430664,6823200
2025-11-07,77.8499984741211,78.98999786376953,77.08999633789062,78.76000213623047,8565900
2025-11-10,78.38999938964844,78.98999786376953,78.04000091552734,78.47000122070312,6801100
2025-11-11,78.79000091552734,79.66999816894531,77.91999816894531,79.47000122070312,8253200
2025-11-12,79.43000030517578,79.73999786376953,78.52999877929688,78.55999755859375,5936600
2025-11-13,78.62999725341797,79.3499984741211,78.4800033569336,78.79000091552734,6161100
2025-11-14,78.87000274658203,79.68000030517578,77.87000274658203,78.05000305175781,6950900
2025-11-17,78.27999877929688,79.37999725341797,78.0,78.80999755859375,6463200
2025-11-18,79.22000122070312,79.6500015258789,78.54000091552734,79.33000183105469,5844000
2025-11-19,79.25,79.36000061035156,78.33000183105469,78.47000122070312,3832000
2025-11-20,78.08000183105469,79.20999908447266,77.62999725341797,78.86000061035156,5984600
2025-11-21,79.38999938964844,81.3499984741211,79.0999984741211,80.93000030517578,7633100
2025-11-24,80.91000366210938,81.0999984741211,79.11000061035156,79.18000030517578,7111300
2025-11-25,79.77999877929688,80.06999969482422,79.20999908447266,79.81999969482422,6097700
2025-11-26,79.4800033569336,80.30000305175781,79.30999755859375,80.04000091552734,4049300
2025-11-28,80.0,80.44000244140625,79.91000366210938,80.38999938964844,2568000
2025-12-01,80.30000305175781,80.69000244140625,79.61000061035156,79.94000244140625,6578100
2025-12-02,79.45999908447266,79.45999908447266,78.16000366210938,78.44999694824219,1657202
