Ticker,EMR,EMR,EMR,EMR,EMR
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,123.29976147225321,123.39808513937196,119.20943090590205,120.1336898803711,1837700
2025-01-03,120.55648842103473,121.50040912844284,119.74038773074133,121.37258911132812,1621100
2025-01-06,122.05102314587599,122.52298723290964,119.7108869476047,120.0451889038086,2311000
2025-01-07,120.51715080955145,121.60856070829915,117.77387788850571,118.65880584716797,2622200
2025-01-08,118.48182647193087,118.48182647193087,116.6038121777002,118.2851791381836,2562500
2025-01-10,116.45632460289524,117.10526677309223,115.25675642284206,115.9646987915039,3736100
2025-01-13,114.77496880840302,116.61364459932865,114.54881762739808,116.48582458496094,2254900
2025-01-14,117.41008137359563,118.57031110171584,116.6529734134998,117.7837142944336,2074200
2025-01-15,120.02553126181502,120.44832978070167,117.99020060150369,118.6981430053711,2405500
2025-01-16,118.5604940284487,121.43158724635543,118.49166670821174,121.22510528564453,2872000
2025-01-17,122.51315562440308,123.30959457197812,121.6282276279946,122.44432830810547,4240200
2025-01-21,124.11585633575179,127.4294170235634,123.52589935750514,127.31141662597656,4432800
2025-01-22,129.0026246957112,129.42543074365216,127.6260782673168,127.76373291015625,2860500
2025-01-23,127.56707138969693,129.8482073608974,126.76079785462915,128.97311401367188,4078000
2025-01-24,129.14027058306075,129.60240006766819,128.03903351500722,128.4126739501953,2725900
2025-01-27,125.85621128442973,127.82271458574895,125.26626179435692,126.81979370117188,4261800
2025-01-28,127.43922539260956,128.56995859748613,125.1679168659549,127.82269287109375,3647900
2025-01-29,127.82270412966643,128.34382626162912,126.58381255234109,126.69197082519531,2188900
2025-01-30,127.52774416623059,129.50408971128516,126.91813290524844,128.25535583496094,2441400
2025-01-31,128.74696881110103,129.36642212930755,127.06560194878138,127.77354431152344,4718900
2025-02-03,124.74513496540148,126.92794724706651,124.12568164756489,125.7087173461914,3850900
2025-02-04,126.8886220073678,127.77354244626265,125.27608998315736,125.55139923095703,3209600
2025-02-05,124.90246454956407,124.92213378483056,120.32051544407344,122.67048645019531,4814900
2025-02-06,123.96837110233328,125.856212489285,122.92611924155831,125.34492492675781,3931500
2025-02-07,126.0921967721624,126.0921967721624,121.71672243650119,122.2870101928711,3012400
2025-02-10,123.51607222070768,124.6763094419134,122.75896426617751,124.62714385986328,2444500
2025-02-11,124.03718867171062,124.95161294378781,123.39807364256176,124.78446197509766,1920600
2025-02-12,122.62130737735004,123.51606994318443,121.82487597380275,122.41482543945312,2078000
2025-02-13,122.43449628956718,123.25059698699887,121.85438139726284,123.2014389038086,1951800
2025-02-14,123.69315910161438,123.9202672886143,121.53073087480027,121.7874526977539,2151800
2025-02-18,122.73537753873428,124.10788031973642,122.02443932890536,123.43643951416016,2296100
2025-02-19,122.73537809928413,122.98223122697107,121.39249648199848,122.86373901367188,1781200
2025-02-20,122.88347601135615,123.22907639448093,121.41223357471998,123.17970275878906,1438900
2025-02-21,123.37718503410919,123.64379061951958,119.36829281915263,120.31620788574219,2334300
2025-02-24,120.4939474602423,120.74080058788628,118.3808852902786,119.16094207763672,2758800
2025-02-25,117.9661672109429,119.4472858935277,116.74177787601336,118.21302032470703,2529100
2025-02-26,119.06219549634676,119.87187340719053,118.1340253790286,118.35125732421875,2173300
2025-02-27,118.85483964323794,120.59268013596738,118.38087835126498,118.48949432373047,2575400
2025-02-28,118.62773372375942,120.29646321127528,117.62057631750397,120.07923126220703,2590400
2025-03-03,121.29374887801222,121.48135966522477,114.93481744858407,115.69512176513672,2585400
2025-03-04,113.6709261477593,115.20141095475392,111.21226367583394,112.59464263916016,4194500
2025-03-05,113.29570659715291,115.13229442480056,112.25892800629339,114.3818588256836,2853700
2025-03-06,113.07847415873704,115.39889951883815,112.16018024886026,114.87556457519531,3488600
2025-03-07,113.87827756485098,117.40333964496061,113.49318731912666,117.11698913574219,3986800
2025-03-10,111.67635093873902,113.7005495534364,109.4053067352848,110.4223403930664,5156100
2025-03-11,110.71855686079971,110.82717283449323,107.64770349552117,109.32630920410156,5095000
2025-03-12,111.04441234294995,111.57761601374447,109.01034493956921,109.4448013305664,2263700
2025-03-13,109.1683287486533,110.17549376493355,107.31199587293186,107.82544708251953,2256900
2025-03-14,109.50404636039548,110.73831196965746,108.64499478433974,110.52108001708984,2058300
2025-03-17,110.68893666346088,112.88099355780547,110.00762718010247,112.1601791381836,2616800
2025-03-18,111.42949775402374,111.88370659445943,109.64228356158083,110.44208526611328,2724800
2025-03-19,110.48158214948243,111.52823697106483,109.50404590039399,110.97528839111328,4095400
2025-03-20,109.47441400392216,110.79754298582796,108.33888825276861,110.39270782470703,3573700
2025-03-21,109.26706833548266,111.70597082597781,108.5462539124979,111.68622589111328,9228700
2025-03-24,113.14759754752784,114.2436260522084,112.86125454482726,113.91778564453125,2781900
2025-03-25,114.15475879189388,114.78670218404481,113.13772513056847,113.84866333007812,1656200
2025-03-26,113.55243434045732,114.64846278762961,111.60723056424418,112.1601791381836,1986300
2025-03-27,112.17005306582546,112.17992929968824,109.9187538800952,110.669189453125,2719200
2025-03-28,110.1656103290303,110.44208461868699,106.73928781072905,107.27249145507812,3085400
2025-03-31,106.61091841875184,108.86221749355322,105.15942098016706,108.25989532470703,3372400
2025-04-01,107.97354450759383,109.01033054165045,106.81827380680532,108.61536407470703,2490600
2025-04-02,106.97626194656034,110.58031892031167,106.8972746753746,110.135986328125,2036500
2025-04-03,104.65584980552578,105.87037050727152,100.17299610698075,100.60746002197266,3730000
2025-04-04,95.82837902850201,96.08510083543607,91.06905143294752,93.37959289550781,5816500
2025-04-07,92.81677336961329,98.65238475811957,88.92636577727576,95.7493896484375,6936700
2025-04-08,98.63262714228244,99.18557569303687,90.78270132819225,92.96488189697266,4819900
2025-04-09,92.11571166104027,103.74742953296611,91.197417748343,103.11548614501953,4978100
2025-04-10,100.25199318931824,101.03204999376244,94.80147932623134,98.47465515136719,3565900
2025-04-11,97.94144310596795,100.07425007582589,96.38132963046944,99.2250747680664,3621100
2025-04-14,100.87406264943377,100.87406264943377,98.4845187206656,99.76815795898438,3388000
2025-04-15,99.59042402190138,100.3606045562724,98.62275647015356,99.17571258544922,2972500
2025-04-16,98.26728523386883,99.09671562208361,96.4899473163102,97.42798614501953,2460400
2025-04-17,97.95132030004613,99.77803951352601,97.95132030004613,98.31666564941406,2879200
2025-04-21,96.65781170757555,97.2996313570778,94.1102855787966,95.20631408691406,2721600
2025-04-22,96.42082771986139,98.8498614547159,96.38133031766547,98.53388977050781,2797700
2025-04-23,102.00958482903985,105.44578370653107,99.52130859823285,99.79778289794922,3838100
2025-04-24,99.77803410161857,103.91528726948215,99.42256500620584,103.7276840209961,2762700
2025-04-25,103.30309986649456,104.63610525294588,103.20435258846439,103.95478820800781,2636100
2025-04-28,103.79680693459098,104.96195401087444,102.1182011286316,103.18460845947266,2676500
2025-04-29,102.99699323906717,104.07327675816094,102.4934182989658,103.76717376708984,1635300
2025-04-30,102.58228183982335,104.004158220247,101.54549572353787,103.78692626953125,3842100
2025-05-01,104.31025295483126,105.67287945438335,103.20434827401843,104.47811126708984,2687200
2025-05-02,106.64054838668099,108.01305113824822,105.16930589327944,106.9565200805664,2569800
2025-05-05,105.75187555462155,107.87481390239316,105.39640645762913,107.01576232910156,2551500
2025-05-06,105.71236781333441,107.19348639484024,105.1890404532064,105.91972351074219,4424700
2025-05-07,113.5129368017756,113.55243420463249,107.00589223162694,108.47713470458984,5066000
2025-05-08,109.12882807019945,112.01207834535231,108.15129178765608,110.96541595458984,3481500
2025-05-09,111.83433985147646,112.11081414117514,110.590198014473,111.1332778930664,2581400
2025-05-12,117.2354882217543,118.6277359149437,115.53713753406042,117.90692901611328,4028400
2025-05-13,118.34139081044158,121.07652775101212,117.52183659840348,119.96074676513672,3944200
2025-05-14,119.82250205396345,120.70129855198664,119.57564893579156,119.94099426269531,3305100
2025-05-15,119.40778413003798,119.72375580278107,118.08464757124206,118.73634338378906,2496500
2025-05-16,119.21040675427467,119.71621011242087,118.32773460831172,119.61703491210938,2712200
2025-05-19,117.94095005528888,119.13107519938873,117.79218346645352,118.59552001953125,2651900
2025-05-20,117.70292987253268,118.39716387571833,116.49297269562355,117.01860809326172,2770600
2025-05-21,116.10618006646801,117.5442394088042,115.14416471933181,115.19375610351562,2243600
2025-05-22,114.83671866050226,117.2764649299126,113.8846231090189,116.38387298583984,3058500
2025-05-23,114.00363325681661,117.46490613084809,113.96396922857768,117.26654815673828,4430900
2025-05-27,118.98230815108762,120.02365913574778,117.89136578147951,119.97407531738281,2592000
2025-05-28,120.25176667891508,120.48978867576002,118.39715938843331,118.75419616699219,2372400
2025-05-29,119.48811112617902,119.6269579236708,117.89136538844052,118.9327163696289,1988700
2025-05-30,118.46658679114769,118.66494476737681,117.18721378573967,118.39716339111328,4057200
2025-06-02,118.03020578868612,118.17897236838786,116.1954381499181,117.88143920898438,2102100
2025-06-03,117.9706947971232,120.03357220346378,117.50457061099989,119.39884185791016,2626500
2025-06-04,120.00382423320538,121.16418997386063,119.47818885837434,120.60880279541016,2481100
2025-06-05,121.37246318229009,122.65184373580281,120.55921440795444,121.4914779663086,2823500
2025-06-06,123.04855125084903,123.42542004771688,121.10468852504448,122.4931640625,2668600
2025-06-09,123.15764853812588,125.43871607548198,122.97913014331904,124.56595611572266,3303700
2025-06-10,124.71472261555881,126.033774778089,124.13949583642163,125.89492797851562,3314500
2025-06-11,125.40895969054343,126.9462018805743,124.67505407956466,125.4486312866211,3488600
2025-06-12,124.407274178266,125.81558172050423,123.7229524209239,125.6767349243164,3605600
2025-06-13,124.87340340171657,125.89492233849285,124.21883346169523,124.5064468383789,3368300
2025-06-16,126.2122826875678,127.86852435443275,125.40894619496477,127.6205825805664,2853600
2025-06-17,127.07512574398477,127.80902372649501,126.30154103557686,126.32138061523438,2788000
2025-06-18,126.12303803749478,128.9991721120878,125.97427143824568,127.60077667236328,2429500
2025-06-20,128.384257668817,128.7710462614141,126.79743170347221,127.27348327636719,5780000
2025-06-23,127.55117249467854,128.50327560777555,125.75607639238868,128.34458923339844,1901100
2025-06-24,129.21732186035743,130.24876806353254,128.5726793332461,129.65370178222656,2723100
2025-06-25,129.8619946150875,129.91158599982126,127.9677157036858,128.3743438720703,2589400
2025-06-26,129.18757170160674,131.91493111479,128.94955729259047,131.63723754882812,3019100
2025-06-27,132.31165321054687,133.04555118357888,131.24054292035316,132.07362365722656,4287000
2025-06-30,132.24222728697228,132.4604172692032,131.37939471471,132.23231506347656,2277900
2025-07-01,131.8455296524077,134.84067073517278,131.50833244745934,134.3943634033203,2724800
2025-07-02,134.75138764515478,136.98286356402926,133.55135795891002,136.65557861328125,2874600
2025-07-03,136.97296521369074,138.74822179924342,136.72502341981564,138.609375,1476000
2025-07-07,137.92505634893195,138.51019529955784,136.3679747550821,137.26055908203125,5800800
2025-07-08,137.7564434387988,138.50026876003028,137.18123184089828,137.5878448486328,3312500
2025-07-09,138.5498650852599,138.7581428412292,136.88370357016728,138.6490478515625,1939700
2025-07-10,138.84740440586015,141.14831151421984,138.44077623242597,139.5118865966797,2237600
2025-07-11,138.4903746563109,139.46230229926195,137.9250752074602,138.94659423828125,2107700
2025-07-14,138.4506966907389,138.91682845009996,137.77628717655395,138.7482147216797,1636100
2025-07-15,139.68048899676373,139.93835815432394,138.13333458406862,138.5399627685547,2311500
2025-07-16,138.89698620205112,139.7003151364897,137.29031320000885,139.14492797851562,3253700
2025-07-17,139.8391732714288,143.3698620334292,139.3432896782677,143.20126342773438,3394400
2025-07-18,143.77648516152342,144.08393055717744,142.3185862381863,143.04257202148438,1918400
2025-07-21,143.74673027759135,143.74673027759135,141.68385283072234,141.7334442138672,1986200
2025-07-22,141.8623719915336,143.7467387296775,140.73175800191376,143.15167236328125,2684500
2025-07-23,144.3417967706447,145.80962317480635,143.9748477361878,145.6707763671875,2996600
2025-07-24,145.57158792740077,146.3550924874016,144.9864489132819,145.61126708984375,3024500
2025-07-25,146.27573606174187,148.6063796833306,145.38313658552835,148.3981170654297,2594100
2025-07-28,148.27909567481876,148.59646841502246,147.53527033977716,148.2493438720703,2528600
2025-07-29,148.7650831852611,149.03286457228128,144.93686110596704,146.39476013183594,3428100
2025-07-30,146.43441962871964,146.43441962871964,144.0343448436132,144.85751342773438,3814900
2025-07-31,144.95668468005215,146.03770719986056,143.75663981628574,144.31202697753906,4561600
2025-08-01,140.9400321722293,141.30698118001203,138.66889202702097,140.6127471923828,4078700
2025-08-04,141.31691185513364,141.96155447310494,140.4441518883831,141.44583129882812,4189900
2025-08-05,141.42599041173239,141.96153797160824,138.2225718757568,139.41270446777344,5765000
2025-08-06,129.71321393385807,133.28358159070868,122.69150853074456,132.82736206054688,12875800
2025-08-07,134.63239325539246,134.87042282400475,129.92149920041558,131.73643493652344,5119500
2025-08-08,132.11331808352216,133.0654061404999,130.71492267084633,131.64718627929688,2443700
2025-08-11,131.88520313757837,132.22241549987316,130.6454940894615,130.8736114501953,2259000
2025-08-12,131.11161287744414,132.26206639176945,130.06034213038208,131.85543823242188,3713000
2025-08-13,132.40091434054904,134.0274118589565,131.93478257004517,133.88856506347656,3274200
2025-08-14,133.15465317624597,133.94806992922614,131.76618520840506,133.2637481689453,3193400
2025-08-15,133.34140902244445,133.41111388639945,130.8721278904172,131.1807861328125,3316400
2025-08-18,130.46390549865774,131.76824343104005,130.1054602109685,131.2604522705078,2781700
2025-08-19,131.4297166867543,132.25613263754977,129.98598420111696,131.021484375,1714700
2025-08-20,130.6730026213342,131.45958285928646,129.58770025720386,130.3245086669922,2062200
2025-08-21,129.84657886265413,130.7526509350355,129.33877254877245,129.5279541015625,3035800
2025-08-22,130.3742873284219,133.95872471973854,129.6573968115856,133.1920623779297,3643200
2025-08-25,133.2020203631119,133.56046563944872,131.80807495117188,131.80807495117188,2123200
2025-08-26,131.7782004103741,132.93317719342687,131.66867504726355,132.7738800048828,3381400
2025-08-27,132.3955216350511,133.23188887808038,131.97733801353644,132.87344360351562,2520300
2025-08-28,133.4210621636588,134.50634924691153,133.1920601169322,133.96868896484375,3487700
2025-08-29,133.1422728283479,134.06824753248262,131.06130618095455,131.42970275878906,2345700
2025-09-02,129.70718820381947,130.84226236161334,128.52232702650917,130.81239318847656,2771700
2025-09-03,130.78251928689758,130.78251928689758,128.08422093246398,128.9405059814453,2060000
2025-09-04,129.3885634630327,132.56478387880938,129.0102155389244,132.52496337890625,2958700
2025-09-05,133.0028895227183,133.88904380385398,130.23490131005343,131.9773406982422,3207900
2025-09-08,132.59465665093347,133.24185753663224,131.0812193348255,132.15655517578125,2152400
2025-09-09,132.0470216504431,132.21628535668455,131.0812112379336,131.4794921875,1590100
2025-09-10,132.08686778872664,134.87477388473107,131.83794787288457,133.09249877929688,2499300
2025-09-11,133.43102508322127,137.0851675935468,132.57473997229582,136.87608337402344,2678500
2025-09-12,136.75660611866465,136.94577249031514,134.4466220361632,134.51632690429688,1821900
2025-09-15,135.42237706005417,136.02974222436745,134.20764673142762,135.0738983154297,1770900
2025-09-16,131.0115201312074,132.29594009642602,127.44698543420083,128.4725341796875,6082400
2025-09-17,128.96043460310494,131.94747360130836,128.6517763374825,130.4340362548828,5107000
2025-09-18,130.9916092030685,131.9773375025212,130.25481600305216,131.34010314941406,3261500
2025-09-19,131.5591500455129,132.0868590166228,130.26476353052325,131.7682342529297,3774200
2025-09-22,131.89768615014293,133.4210748188392,131.21066475193365,132.26608276367188,3109300
2025-09-23,132.81369836120874,132.9730107400476,130.10544869240618,130.8920440673828,2634300
2025-09-24,132.30591098708203,132.6643562531736,130.2846826011078,131.3500518798828,3712600
2025-09-25,129.51801290549764,130.12537811007755,128.7812044824916,129.54788208007812,1746600
2025-09-26,129.8963677462363,130.5336020847066,126.00325685060041,128.04440307617188,6874700
2025-09-29,128.96042710367584,129.55782575285642,127.96474749550974,128.69158935546875,3018200
2025-09-30,128.70154760505508,130.70287344855518,128.35306883917113,130.61325073242188,3589100
2025-10-01,129.3885664956308,131.06131619520883,129.01021856265479,130.6232147216797,1926600
2025-10-02,131.6686759042524,132.76391434962161,130.66302978381964,132.4751739501953,2424900
2025-10-03,132.6942272406737,135.21329546440018,132.57473535509897,134.1777801513672,2711900
2025-10-06,132.62451987378253,134.90463466909395,132.21628759090285,134.187744140625,2218300
2025-10-07,135.1834284020185,135.1834284020185,130.32450691776108,130.9219207763672,2625400
2025-10-08,131.64875584620873,133.4608847892712,130.28467967749006,132.3656463623047,1699000
2025-10-09,132.87344936544304,133.65007829520022,130.254822155771,130.9617462158203,1851000
2025-10-10,131.52928428533494,131.8279760179651,125.34610714117932,125.46559143066406,2712800
2025-10-13,128.02448640507583,129.1695118823645,127.10846298467183,127.62620544433594,2028800
2025-10-14,125.45563410513854,130.75265705993095,125.17684502255636,129.2093505859375,1981400
2025-10-15,130.5833715418529,131.87775804138428,127.9050062192607,129.70718383789062,2636000
2025-10-16,130.37429139365975,130.8820825285587,127.88509235282422,128.33314514160156,2430900
2025-10-17,127.84526309625166,129.2890107669107,127.4569486340471,128.72146606445312,1971800
2025-10-20,129.4881430385123,130.54356104902197,128.73141677221034,129.78684997558594,1813700
2025-10-21,129.41842779081765,132.4950892452152,128.71150379573047,131.59896850585938,1779100
2025-10-22,132.60461075745405,132.9630560452859,129.32883133791054,129.54788208007812,1913400
2025-10-23,129.9063133704481,132.67430133100538,129.86647768005574,132.61456298828125,1800600
2025-10-24,133.63016955530736,133.98861482909277,132.08686309337392,132.1067657470703,1251200
2025-10-27,133.1124117885379,134.31717562942094,132.6046054552423,133.87908935546875,2325500
2025-10-28,134.26740361430146,135.28298589373944,133.2518061419981,133.93882751464844,2525800
2025-10-29,134.16782647301062,137.22457014608412,133.4210667709345,135.84056091308594,3356600
2025-10-30,134.5262782072514,138.9769674610933,134.1379637512119,136.22889709472656,3160200
2025-10-31,136.01979216678515,139.67393451333453,135.8604797828542,138.96701049804688,4636900
2025-11-03,138.75791477710712,140.45056712091036,137.2643953220692,139.42501831054688,3373100
2025-11-04,137.1847332186181,138.89730333538682,136.53754755979273,137.14491271972656,3866100
2025-11-05,128.93055869127102,134.74532399096793,127.95478173065037,131.8777618408203,4780300
2025-11-06,130.9020029296495,133.5505144070761,130.7128213679954,130.9219207763672,3634500
2025-11-07,129.44829970562986,130.7626040740537,127.92491112859815,128.93055725097656,4631000
2025-11-10,129.8565407272066,129.9959352732801,127.41712857448739,129.42840576171875,2509100
2025-11-11,129.66735540059508,130.43403297820984,128.70154493334246,128.9703826904297,1689900
2025-11-12,130.05566888454842,133.46089140845882,129.64745178133316,131.86781311035156,2564900
2025-11-13,130.85221728288784,132.12668601461823,127.33746934716588,127.90501403808594,2346900
2025-11-14,126.76000213623047,129.3699951171875,125.79000091552734,127.58000183105469,1955500
2025-11-17,127.22000122070312,129.89999389648438,126.68000030517578,126.93000030517578,2827200
2025-11-18,126.16000366210938,127.83999633789062,125.83000183105469,126.75,2235800
2025-11-19,126.66000366210938,128.97999572753906,126.51000213623047,128.1699981689453,2349100
2025-11-20,129.9600067138672,131.19000244140625,123.37999725341797,123.72000122070312,2930200
2025-11-21,124.0999984741211,129.35000610351562,123.66999816894531,128.22000122070312,3667900
2025-11-24,128.8800048828125,130.2100067138672,127.23999786376953,128.6199951171875,2982700
2025-11-25,128.94000244140625,132.38999938964844,128.6300048828125,130.89999389648438,2357300
2025-11-26,131.52000427246094,132.3800048828125,130.82000732421875,131.44000244140625,1484500
2025-11-28,131.80999755859375,133.86000061035156,131.80999755859375,133.3800048828125,1136000
2025-12-01,132.1699981689453,133.77999877929688,131.8699951171875,131.94000244140625,2517800
2025-12-02,132.5,132.60000610351562,130.22999572753906,130.22999572753906,269404
