Ticker,GD,GD,GD,GD,GD
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,259.56843604329765,260.47971105253225,255.25699942334512,255.75674438476562,1749000
2025-01-03,255.92325878695792,258.8432915009061,255.03157064373863,258.0691833496094,1287600
2025-01-06,257.04036870348256,258.97072028162194,252.37616227230401,252.79750061035156,1897900
2025-01-07,253.55200066097362,257.6380551890665,252.86607745459935,254.424072265625,1303700
2025-01-08,253.55201037581156,257.2167267420329,253.55201037581156,256.20745849609375,1120500
2025-01-10,255.27658593073122,256.68760590031525,253.4442276113943,254.1595458984375,1722900
2025-01-13,254.15952513531755,259.54882794173784,253.7871685205185,258.3631896972656,1360000
2025-01-14,258.21619336921356,259.9505881954247,256.9521783812145,259.78399658203125,1095800
2025-01-15,262.1455170917616,262.45908374171955,258.70615205155923,260.7344970703125,1013500
2025-01-16,260.6462833951696,263.97784645037603,260.35233338275896,263.4193115234375,1753000
2025-01-17,264.41425256127144,264.79841677151467,262.15841891447275,262.69036865234375,1544000
2025-01-21,265.27127940153724,270.05873712805237,264.8476736268887,267.57635498046875,2444300
2025-01-22,267.5763752000835,267.62561700771295,262.72978485563,264.8280029296875,2028900
2025-01-23,266.09873193170324,266.95574371597655,260.73991312151014,264.5521545410156,2210900
2025-01-24,264.55216692377854,265.01515412412175,261.7742437217193,262.4539489746094,1546500
2025-01-27,263.7641033454065,266.1578321170195,262.493346194415,265.81304931640625,1694200
2025-01-28,265.9608012710877,265.9903523643413,257.3709327736304,258.65155029296875,2042600
2025-01-29,250.03216694740607,257.410381566727,243.32378221595798,247.69752502441406,3497600
2025-01-30,250.06171082181487,253.25334951227603,248.73185134673827,253.09573364257812,2299300
2025-01-31,253.15484985592013,254.88859445646045,250.98768413632226,253.14501953125,1902800
2025-02-03,252.17962685513612,254.21874277157707,250.04201229060112,252.7608184814453,1414600
2025-02-04,252.14022326323405,255.06588705399497,252.03186423164462,253.58827209472656,1356000
2025-02-05,254.8491646244026,255.36142370795037,252.99721576390502,254.72109985351562,1098100
2025-02-06,253.86408885799003,253.86408885799003,249.35245113845397,251.7166290283203,1154700
2025-02-07,252.19931293717522,253.3715565548413,250.13066099224403,251.02708435058594,1290600
2025-02-10,251.67723550282486,253.52916936002174,251.3029015706649,252.51454162597656,1410900
2025-02-11,252.05154992825442,253.84439659142026,250.55424428835533,253.1548309326172,1095600
2025-02-12,250.68230060729724,251.81514776858083,247.224686991826,247.57931518554688,1560900
2025-02-13,247.8453002914637,248.19006811303058,239.23572464180708,242.48648071289062,2825100
2025-02-14,242.08257673227052,243.3631793305588,236.2903214597188,238.32943725585938,2765000
2025-02-18,240.6837773783962,240.82168750682388,237.5118293934829,238.97959899902344,2113500
2025-02-19,238.95988195180524,242.6046623430172,238.42793217369712,240.53599548339844,1900100
2025-02-20,238.7234522294099,243.5897328873907,238.7234522294099,242.52584838867188,1566900
2025-02-21,241.54078739228603,241.6688521645136,238.04376233911037,239.43272399902344,1947400
2025-02-24,240.9497419995096,244.6240735031215,239.7873437971491,242.59481811523438,2204400
2025-02-25,243.481380926089,247.0769195274665,243.02825410840757,246.1804962158203,1711600
2025-02-26,246.75185361574842,246.87005800291573,244.18080297732263,245.5205078125,1372100
2025-02-27,246.40706578279864,248.72200185840381,245.83571953794552,247.86497497558594,1410300
2025-02-28,248.57423849285644,250.85962353797356,246.21006054301102,248.8303680419922,1755500
2025-03-03,251.36199697095472,252.1106497839659,248.53483190793858,250.2488555908203,1333100
2025-03-04,249.20468028572253,253.64737045153657,246.67304117662863,247.05722045898438,2013300
2025-03-05,251.6871026671199,260.0996662969588,247.30351425701969,259.0357666015625,4141800
2025-03-06,257.58765790264727,262.1781182413571,255.37123566116307,260.60198974609375,2075700
2025-03-07,258.54321214008996,268.4432506246993,258.54321214008996,267.5074157714844,1978800
2025-03-10,265.97069329463926,275.08265223158526,264.1680162674342,267.8817443847656,2274400
2025-03-11,266.7291898959873,268.15756304298776,258.3462081662484,260.1784362792969,1827900
2025-03-12,259.1342321638218,259.77452590228404,254.22854017307324,256.1297607421875,1122800
2025-03-13,255.45006645636363,259.2524476330093,254.79005191908416,257.2626037597656,1044500
2025-03-14,257.59753949331946,258.8387456706141,255.56828403459673,258.11962890625,956600
2025-03-17,258.1196402153855,263.0253328843474,258.0999495042407,261.2226257324219,974400
2025-03-18,260.73006552556836,264.6506811896656,259.7449889321707,263.5276794433594,1569900
2025-03-19,263.5474020599933,266.26619303454066,262.5623254596996,263.9709777832031,1496000
2025-03-20,262.1781297116494,263.4587473222688,260.6020011474304,261.73486328125,1251500
2025-03-21,260.58231542123474,261.3309832675403,256.3070865252078,259.4790344238281,3313600
2025-03-24,261.0452981948855,262.23723245980676,259.6661969715694,261.91217041015625,1023200
2025-03-25,261.94171418073665,264.0005206033569,260.56261299598515,263.5473937988281,911900
2025-03-26,265.1334005319243,266.53222274048437,264.56206924582074,265.5569763183594,1139900
2025-03-27,265.97066036376947,267.25124781473517,264.68021252771723,265.46826171875,802100
2025-03-28,265.00528990020075,266.17753343170574,263.57694690096,265.06439208984375,1240400
2025-03-31,265.0053060905642,269.86175675870913,264.778757703809,268.5121765136719,1853700
2025-04-01,268.5121421457916,270.6891828798877,267.3202079848623,270.04888916015625,1470300
2025-04-02,267.674884852242,274.11726440042344,267.20203724506456,271.9205627441406,1350000
2025-04-03,269.8420526752367,274.9250520445074,264.9757713820178,265.59637451171875,1416700
2025-04-04,261.00589981563576,261.76442807315044,246.0228924411286,246.2790069580078,3232200
2025-04-07,241.00884414399,249.47064851580424,235.63031930367768,243.9837646484375,2328400
2025-04-08,253.1843810314948,257.0951363996484,247.9043847993689,250.60348510742188,2277200
2025-04-09,246.19034156287287,268.6796420984343,246.19034156287287,267.4679870605469,2676600
2025-04-10,264.9856263580614,270.51189209130797,259.1047173884465,267.7635498046875,2094300
2025-04-11,267.7635382353414,275.1430639933586,264.70276459613575,274.0336608886719,1568500
2025-04-14,274.21195359318807,277.73831381774727,271.29978553392476,276.1435241699219,1244600
2025-04-15,275.2817500336168,278.2731783730467,273.7067906270683,274.51904296875,1544800
2025-04-16,274.93505251398426,278.1345165864661,272.6072709274397,274.01385498046875,1964500
2025-04-17,272.9341838046733,275.7770369314099,270.76489255716285,273.46905517578125,1722000
2025-04-21,272.4091762578273,273.6473547176313,268.04087902416285,270.5964660644531,1423100
2025-04-22,269.11068291987476,273.0629695746524,264.36600428007523,272.201171875,3048600
2025-04-23,269.0611459445676,270.29932444615037,261.1070884595589,263.2169494628906,2245700
2025-04-24,262.42450175638754,269.69508241964195,260.3542708923614,269.140380859375,1835000
2025-04-25,270.74504236014377,270.9332479049952,265.64375313409136,269.3979187011719,947600
2025-04-28,270.3488528460695,272.4983441317175,267.0800735320462,269.36822509765625,1031000
2025-04-29,269.427666841979,270.8144208461069,268.3578938185003,269.50689697265625,1002000
2025-04-30,270.26961593397357,270.4479063875786,265.7527430688382,269.5465087890625,1388800
2025-05-01,268.9422607421875,270.69551045565726,266.6937094449801,268.9422607421875,1319900
2025-05-02,272.3992463321734,273.6275096241843,264.4551046488405,270.4478759765625,1637700
2025-05-05,271.1115896396941,271.56723088574773,269.10078886703826,269.56634521484375,1156500
2025-05-06,268.67479748215135,269.427619622011,265.911205060442,268.0507507324219,994500
2025-05-07,267.54561067662746,268.9125645483993,265.6833854153132,266.9017639160156,861600
2025-05-08,267.37720607220103,271.9733390937118,267.37720607220103,269.4078369140625,1339500
2025-05-09,270.7648707844598,271.08185172412493,266.8621298731103,268.9917907714844,1029100
2025-05-12,271.507787089454,273.86528378630004,266.9512841709833,273.6275329589844,1158900
2025-05-13,273.350186573647,274.3803595646433,270.38847323212144,270.43798828125,1100700
2025-05-14,270.0219757931546,270.6361074981315,264.86125622210864,268.1300354003906,1000700
2025-05-15,269.9724414861056,276.2525097521829,268.7342629244761,275.8760986328125,1396800
2025-05-16,277.51048087301217,278.0651824354825,275.7176007819977,278.0552673339844,1173800
2025-05-19,278.06519858371644,280.23448991002164,276.6586143928591,278.70904541015625,802100
2025-05-20,277.5204115433712,280.2047742797362,277.5204115433712,278.90716552734375,734700
2025-05-21,278.3524553949519,279.29345296318826,274.2813085705321,275.0737609863281,997100
2025-05-22,274.35063454887757,276.1534296605588,272.6072695855844,274.4100646972656,1034800
2025-05-23,272.1516418457031,273.02332437050626,270.6757427060517,272.1516418457031,835900
2025-05-27,274.4298577395762,277.1736805130493,273.6968657753248,276.5892639160156,1053300
2025-05-28,277.0052963942742,277.35199243060606,270.6261981500528,271.0521545410156,1006100
2025-05-29,270.36866036586855,272.8450172835667,268.62529542253986,272.5973815917969,992200
2025-05-30,272.9539789789886,276.31193367229025,271.52759488984765,275.85626220703125,1657500
2025-06-02,275.2124000024014,275.2124000024014,271.2700288894562,273.1025390625,1001600
2025-06-03,273.15209258414495,274.2416654824983,270.99268630310297,273.429443359375,1051000
2025-06-04,273.9345997721535,274.69733707615086,272.2110649701278,272.4289855957031,772500
2025-06-05,273.36009731250164,273.36009731250164,270.0714879665139,271.82476806640625,871000
2025-06-06,272.87475256970583,275.44025489899616,272.58748668186405,273.86529541015625,647000
2025-06-09,273.6176659733764,275.4402612141162,271.22053894378047,274.68743896484375,789600
2025-06-10,275.10346782312286,276.2128709430414,273.5582234448123,274.7468566894531,1008300
2025-06-11,273.8454518249206,274.39026849792606,265.56452859332035,273.2214050292969,970000
2025-06-12,272.6172054313186,277.3123688850489,272.28042448850374,277.28265380859375,753700
2025-06-13,281.8094225772278,284.0876588931195,279.1943751126528,280.3236083984375,1649100
2025-06-16,280.5514532802146,281.30424526634584,275.5987391892323,276.6487121582031,927500
2025-06-17,277.4312155238187,279.16466543256973,274.7369378850584,278.6396789550781,984200
2025-06-18,278.6396974101681,281.1853998425808,275.62846884838075,275.8959045410156,731900
2025-06-20,276.80720115530784,277.43121773509927,272.88462985138386,276.1435241699219,1518700
2025-06-23,277.43121846918507,280.70002789777095,276.995407441008,279.6500549316406,1205600
2025-06-24,277.87695745914783,279.3033414426537,275.5987212174468,278.39202880859375,1127300
2025-06-25,280.86841882929036,284.5334395416055,278.47132201098344,283.20611572265625,2205900
2025-06-26,284.7711663986622,290.13992217500777,283.6518480938671,288.6343078613281,1857700
2025-06-27,287.0890198627954,288.842300047411,285.89047148279843,287.99041748046875,2268300
2025-06-30,288.81258816875345,290.3677477097254,287.9012754392569,288.9017333984375,1184100
2025-07-01,288.87201546999654,291.61580827530366,286.6630940375133,291.59600830078125,1468700
2025-07-02,291.33844076255565,291.5464462844908,287.554560047149,291.1403503417969,1086600
2025-07-03,291.7874860532749,294.13714373111833,291.0606697118937,293.4700927734375,646600
2025-07-07,293.71900557595785,296.41713773743015,292.43464228503103,293.3605651855469,978700
2025-07-08,295.57084510121734,300.23035738942326,294.2068452991767,295.351806640625,1427200
2025-07-09,296.62622354977543,298.68717233102683,295.5409971363897,298.6473388671875,1134400
2025-07-10,298.6174537314807,302.8886885511197,297.61189430515344,302.0523681640625,1362800
2025-07-11,301.5744819963956,302.0424264583544,299.89187512577973,300.8775634765625,952500
2025-07-14,300.77799488986415,304.3921146119228,300.1208794509416,303.5159606933594,1147100
2025-07-15,303.0678998493253,303.993822755947,299.40401130112383,299.533447265625,1146900
2025-07-16,299.82219011534005,300.6784120686849,296.5864125020181,298.6871643066406,1142900
2025-07-17,298.687161413675,300.2204306831268,297.2036915682098,298.7767639160156,1227400
2025-07-18,299.28453664169325,300.1905579950756,296.46690411932303,297.671630859375,1636200
2025-07-21,297.66167225136854,298.68716363114095,295.6604585321504,295.75006103515625,1065800
2025-07-22,293.8882453334881,297.60193329014663,292.663647424671,296.29766845703125,1597400
2025-07-23,308.6434072922895,317.37501790872705,307.2794074182813,315.55303955078125,2415400
2025-07-24,317.6040170278457,321.08870060025157,312.62589763869454,312.8648376464844,1641400
2025-07-25,312.66574491249713,313.6016338297203,309.6390396826685,312.64581298828125,1218100
2025-07-28,312.2973713304112,312.2973713304112,309.7186786150987,311.7298583984375,1153600
2025-07-29,314.6171443422235,315.572934754216,312.0583836925897,313.3228454589844,1140800
2025-07-30,313.7210777523515,313.98988525063703,309.11133451623937,310.8138427734375,1518000
2025-07-31,309.9874963469463,311.9389106142037,308.942073058608,310.246337890625,1647900
2025-08-01,308.2949310780372,309.9875038425428,304.6907774621672,309.3801574707031,891100
2025-08-04,309.6688826401687,311.8293997482226,308.97193379653106,311.4112243652344,852300
2025-08-05,310.83379204578114,313.2929842807889,310.61475357360933,312.386962890625,1017700
2025-08-06,313.6016366874573,315.6127860895877,311.6302903660598,313.611572265625,893400
2025-08-07,312.62591215820936,313.3228610586712,308.37460894067846,311.3614807128906,954400
2025-08-08,311.6103791679496,314.42798143604597,311.45107569786205,312.7553405761719,1157300
2025-08-11,312.6159299768633,313.72108827493975,311.82940899415615,313.55181884765625,1004600
2025-08-12,313.10380869673793,313.9799321884862,310.84372304353167,312.6358642578125,1034400
2025-08-13,313.3726167423078,316.33958684780885,312.5462622895298,316.1006164550781,813500
2025-08-14,318.2312783886727,319.5952782975319,314.4578552246094,314.4578552246094,843100
2025-08-15,314.57731603609915,314.57731603609915,311.93891880223094,312.3172607421875,900500
2025-08-18,312.3770025884178,314.7366263999117,311.7796221640323,312.2077331542969,818300
2025-08-19,311.31165891265294,315.085081821218,311.29175737385293,315.015380859375,748400
2025-08-20,316.0110008023376,317.24559502532355,315.05521042327456,316.0906677246094,798900
2025-08-21,315.48334491061087,316.7079732636365,314.45785349408766,315.14483642578125,717500
2025-08-22,316.82743283272316,319.47579600398484,316.2200864652238,318.2113342285156,917200
2025-08-25,318.4403433970247,320.79003159236106,318.4303774351705,318.4901428222656,804100
2025-08-26,317.60403427274326,321.437192487324,317.60403427274326,320.7701110839844,952100
2025-08-27,321.39733890641946,324.39417647672616,321.39733890641946,324.0357360839844,846900
2025-08-28,324.0954751634352,324.59328710448597,321.715949884908,323.4881591796875,801100
2025-08-29,323.727106699168,324.5733930953946,322.29340584495674,323.149658203125,670200
2025-09-02,322.9604930222546,323.4583049837824,320.6108047641471,322.970458984375,874200
2025-09-03,322.74143716775404,323.02021063583953,319.754565559397,321.3973388671875,658000
2025-09-04,321.8553156198979,322.3431919744626,319.5056578848789,321.0289611816406,943800
2025-09-05,322.58213885073326,322.7912113591267,318.95805332375494,321.4471130371094,860900
2025-09-08,321.0887007891998,321.72591465572026,318.3308335842377,321.3077392578125,810300
2025-09-09,320.4913104927688,320.98912241661094,317.41483644950773,319.9237976074219,789700
2025-09-10,319.3762361697456,322.35314193342447,319.24680020018906,321.63629150390625,709100
2025-09-11,321.51682482170963,328.5558932201388,320.70040591608614,328.17755126953125,834100
2025-09-12,328.55587523975925,328.7350802431776,324.3443753552537,324.72271728515625,578800
2025-09-15,325.0711923890667,326.8334356943956,324.254773526428,325.5491027832031,694800
2025-09-16,326.41528538885126,328.01822520345723,324.53354172750124,324.97161865234375,1350700
2025-09-17,325.349972696275,327.03257949663646,323.1197849114772,323.8565368652344,1343800
2025-09-18,322.5522777831986,323.99594459935156,321.0688078873394,323.149658203125,1096300
2025-09-19,323.93617103275926,324.28464546758704,320.5112528386519,322.6617736816406,2654500
2025-09-22,321.5865248427516,322.86092223977033,319.50567450455867,321.2480163574219,1354900
2025-09-23,321.1981997143973,324.31450726563776,319.71472988208023,321.78564453125,1250600
2025-09-24,320.4614545902158,324.0258051089756,319.8541386054833,322.20379638671875,1452400
2025-09-25,323.8963737597229,327.0823520026117,321.088707075454,323.01025390625,1014000
2025-09-26,325.0014857660864,329.18311808587333,324.7824473039256,328.8943786621094,1043600
2025-09-29,333.534002379704,336.0429636384588,329.88004934286965,330.7164001464844,1693100
2025-09-30,330.6765722925843,339.5276530046846,330.6765722925843,339.50775146484375,1622800
2025-10-01,336.4213158542226,339.6969270523492,334.83827747050356,339.25885009765625,1162500
2025-10-02,338.074055717413,340.1847735655748,336.5905858000604,339.5575256347656,942900
2025-10-03,340.47349865135885,343.7092762536836,339.756648244098,342.11627197265625,710200
2025-10-06,343.0123268826199,345.84986100653333,341.8872974251234,344.9836730957031,885900
2025-10-07,343.05215332436006,345.84985392844095,341.349645038467,341.9270935058594,740600
2025-10-08,343.70928780839836,345.72043717058745,341.92711249998473,344.9239501953125,773900
2025-10-09,344.76463858202993,345.80009593266004,340.7323739908705,341.2699890136719,798300
2025-10-10,340.8599853515625,342.0,332.79998779296875,332.94000244140625,927300
2025-10-13,333.1000061035156,336.79998779296875,332.239990234375,334.3900146484375,839200
2025-10-14,333.6300048828125,338.7799987792969,333.0,335.5,862600
2025-10-15,335.92999267578125,339.989990234375,327.3299865722656,332.0400085449219,1018300
2025-10-16,332.44000244140625,333.3800048828125,329.510009765625,330.5899963378906,787800
2025-10-17,328.9200134277344,332.1600036621094,328.2099914550781,331.1499938964844,916700
2025-10-20,333.0,337.94000244140625,331.760009765625,337.19000244140625,823600
2025-10-21,337.9100036621094,341.7699890136719,337.9100036621094,340.69000244140625,946500
2025-10-22,341.239990234375,342.2799987792969,338.0899963378906,338.239990234375,1171900
2025-10-23,339.55999755859375,342.70001220703125,339.25,341.5,1198900
2025-10-24,357.0,360.5,343.5199890136719,350.7699890136719,2098000
2025-10-27,353.7799987792969,355.8399963378906,346.3299865722656,353.7699890136719,1674900
2025-10-28,352.0299987792969,352.6499938964844,346.6000061035156,346.67999267578125,926600
2025-10-29,345.260009765625,346.0799865722656,339.7799987792969,343.4800109863281,1712200
2025-10-30,344.1000061035156,349.25,343.8599853515625,344.6600036621094,1303800
2025-10-31,344.55999755859375,345.42999267578125,341.3500061035156,344.8999938964844,1520300
2025-11-03,344.0,344.04998779296875,339.44000244140625,341.8699951171875,1352400
2025-11-04,340.7900085449219,345.2300109863281,339.0,343.4700012207031,1254500
2025-11-05,342.3800048828125,346.5400085449219,341.04998779296875,342.9100036621094,1088700
2025-11-06,343.1099853515625,344.2900085449219,339.739990234375,340.29998779296875,899000
2025-11-07,341.80999755859375,347.1499938964844,338.82000732421875,346.3399963378906,1209000
2025-11-10,345.9100036621094,349.9800109863281,344.3399963378906,349.489990234375,923900
2025-11-11,349.4599914550781,353.489990234375,348.0899963378906,352.4200134277344,670600
2025-11-12,351.8999938964844,353.739990234375,349.3800048828125,349.45001220703125,941400
2025-11-13,349.5799865722656,350.0,342.75,344.05999755859375,975500
2025-11-14,341.8299865722656,345.5899963378906,339.1000061035156,344.25,1081500
2025-11-17,345.6700134277344,346.7699890136719,341.239990234375,341.7799987792969,909100
2025-11-18,343.57000732421875,344.8999938964844,340.5400085449219,341.2900085449219,1208700
2025-11-19,339.2699890136719,343.3800048828125,336.2900085449219,343.05999755859375,1253500
2025-11-20,347.1300048828125,349.4700012207031,338.92999267578125,339.44000244140625,892300
2025-11-21,339.010009765625,342.2099914550781,335.45001220703125,340.3399963378906,1358300
2025-11-24,337.19000244140625,339.92999267578125,334.3500061035156,338.1300048828125,1476500
2025-11-25,338.7900085449219,343.05999755859375,338.7900085449219,341.07000732421875,1498700
2025-11-26,341.1400146484375,342.29998779296875,338.7900085449219,340.0400085449219,693400
2025-11-28,340.4700012207031,342.0899963378906,339.6000061035156,341.6300048828125,361400
2025-12-01,339.6300048828125,340.30999755859375,332.0799865722656,332.3800048828125,1193600
2025-12-02,334.3399963378906,335.6799011230469,332.9599914550781,334.6300048828125,93031
