Ticker,GS,GS,GS,GS,GS
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,570.5382887416675,575.4625804951856,561.1131871121161,566.2639770507812,2219000
2025-01-03,572.2027081963419,573.3254611554115,563.0730519470919,571.3458862304688,1422600
2025-01-06,576.1224096453847,584.6611746908179,571.0405670849765,574.5565185546875,2257000
2025-01-07,578.2202102814701,579.3725379082811,559.7935477862628,571.3360595703125,2021900
2025-01-08,572.2420634510614,572.3996744462945,563.9988040230342,571.237548828125,1513400
2025-01-10,567.5246395383563,567.5246395383563,549.5608323662143,551.5206909179688,2817900
2025-01-13,549.4327862956515,557.6169568570024,548.3297497421132,554.426025390625,1871200
2025-01-14,561.0344191268993,564.9049656016361,556.6419890600879,562.8761596679688,2221900
2025-01-15,588.945299939269,600.1825073906151,584.0210081337568,596.745361328125,5119800
2025-01-16,600.7537379253632,607.5000537189495,596.8241627094396,603.7083129882812,3224500
2025-01-17,608.4454580866761,617.506166653064,603.7181501727724,616.4622192382812,3425200
2025-01-21,607.4705239379705,625.8085830393647,599.7787820277357,625.1290283203125,5076700
2025-01-22,623.84862403797,625.9758914492186,620.1751219317727,623.1493530273438,2835700
2025-01-23,625.306226602516,635.7654171336247,624.8827447389792,629.81689453125,2582700
2025-01-24,620.4607401842076,630.9002143079938,619.436509173698,627.2562866210938,3183500
2025-01-27,615.5364453923895,626.0842995605866,615.0046435435237,623.6911010742188,3351700
2025-01-28,622.6275169828593,629.4033478501525,622.2434077651201,628.1427001953125,2338000
2025-01-29,627.3546919351586,639.1729906843295,626.7735991311616,627.7289428710938,1918900
2025-01-30,634.7313344506553,639.6852006957621,631.2941885023077,635.9230346679688,1812800
2025-01-31,640.1579241719224,640.1579241719224,627.7881057646705,630.7033081054688,1995100
2025-02-03,616.5213180512993,628.8123308433892,613.0545974746659,622.7948608398438,2102600
2025-02-04,622.4305304749911,628.0146609663719,619.564618880025,624.5775146484375,1743400
2025-02-05,628.3396122931961,636.6222443700472,625.9070410800658,635.6768188476562,1908200
2025-02-06,640.1579113887664,648.873883522513,639.1139639684793,648.25341796875,2439200
2025-02-07,649.4156322193636,653.8179202731916,643.2700655068285,645.9686279296875,2616700
2025-02-10,649.0413694190902,652.4587990422483,634.4949923458598,640.679931640625,2351600
2025-02-11,636.9867009038769,639.2124302412502,633.8547985100611,637.439697265625,2711400
2025-02-12,634.0124473524938,640.6208086844953,629.43283179035,639.173095703125,2295800
2025-02-13,641.960237198129,642.1276462870978,630.8116334265749,639.1238403320312,2031800
2025-02-14,640.4730752752569,653.2171444479357,640.4730752752569,650.5481567382812,2246000
2025-02-18,652.5573464008438,662.011962890625,651.0111115168323,662.011962890625,2350100
2025-02-19,658.9490531580227,660.879337086707,653.2368866504529,658.0331420898438,1953600
2025-02-20,657.914976078286,660.1309074455245,622.0956212977522,632.53515625,3929000
2025-02-21,634.987442450265,637.695803003562,613.9902545110225,616.1273803710938,3000800
2025-02-24,623.9175804236636,627.6501716759376,605.490860310477,616.6591796875,3274100
2025-02-25,619.013069671919,621.7608029265341,596.8241814012051,605.5992431640625,2885900
2025-02-26,607.3325743516535,613.6947808539168,605.8848614483315,608.4159545898438,2001200
2025-02-27,608.1894114137149,615.7629746242279,598.1143296029186,598.7938842773438,2396300
2025-02-28,601.5552359163656,617.2525890987472,597.8140427713015,615.906494140625,3337200
2025-03-03,616.0153996257261,622.3299579537078,592.1823971052667,599.0512084960938,3152300
2025-03-04,589.866386575042,593.8451685351248,561.7478444248878,575.1786499023438,4061000
2025-03-05,576.118919780966,590.9947099161467,570.8633924289123,586.9862670898438,2600600
2025-03-06,574.6343113809752,580.691527346029,558.8281008603386,561.8468017578125,4332300
2025-03-07,562.3416391691933,562.3416391691933,539.320232878602,553.9288330078125,4069600
2025-03-10,536.7369833113368,540.864189835471,517.7636493099809,526.2061157226562,5272100
2025-03-11,527.0078254243033,534.4507036303345,518.8227012235518,525.978515625,4190500
2025-03-12,538.4195993356783,539.4093412462219,523.1677030741855,530.2146606445312,3078100
2025-03-13,530.1750353487298,532.6197292945083,514.7251785346587,519.4264526367188,2529100
2025-03-14,528.5122720896939,537.9940164882904,521.2970753235066,535.8561401367188,2808100
2025-03-17,535.6780495597602,551.4446325540599,534.4606862164991,545.6843872070312,2695600
2025-03-18,544.6450458440465,548.0695745492106,541.0424312558571,546.1198120117188,2641000
2025-03-19,543.3683283251887,557.224715568454,539.013439599398,551.622802734375,2769800
2025-03-20,547.4262147709914,562.6088819318035,546.3375228564557,556.907958984375,2531300
2025-03-21,549.6334074403809,561.1836789443297,545.5556754878307,559.3427734375,3565600
2025-03-24,569.1016321144469,576.7424111179671,567.1716231932911,574.1492919921875,1877700
2025-03-25,578.6922049257056,580.8696492288993,572.27869662271,579.9293823242188,1875500
2025-03-26,582.3543130750802,586.5607165981718,565.142685102421,568.03271484375,1944200
2025-03-27,559.2041710779707,560.193912973684,546.8818723945309,553.1865234375,2100900
2025-03-28,550.2470511990623,554.7503650062404,532.1941676304097,537.5486450195312,2773100
2025-03-31,528.3440433435021,541.7748485578225,523.1677123900827,540.6860961914062,2455100
2025-04-01,537.6773044819023,546.2979784556454,527.7699780785543,542.823974609375,1869600
2025-04-02,534.262694016177,561.5004118869349,533.5501088065386,557.3236694335938,2560700
2025-04-03,520.04009612135,524.5533169152521,504.33289649203584,505.98577880859375,5193900
2025-04-04,482.0043323928916,486.95304217105274,455.2812995908217,465.98040771484375,8105200
2025-04-07,442.31568815318275,484.9537898873233,434.8728392811438,460.73480224609375,6353800
2025-04-08,483.2414968283758,486.8738629977533,448.18482441363017,457.478515625,4240900
2025-04-09,446.72992538419857,516.6453133166391,442.52352197117995,511.56793212890625,7024100
2025-04-10,497.9391592098673,497.9391592098673,469.13766368930237,484.77557373046875,5374500
2025-04-11,482.0043289607766,493.4061453348432,473.67068846370097,489.3680114746094,3770200
2025-04-14,504.7683857080756,506.7478695735974,492.05019583119224,498.8101501464844,4392600
2025-04-15,502.2049362123572,513.3296555990863,501.79913841276635,502.6800231933594,2501200
2025-04-16,496.57331880441956,504.2240347426646,487.63595044811433,493.9306945800781,2765600
2025-04-17,498.07772372104245,509.5488593741313,493.9999917650529,504.26361083984375,2593500
2025-04-21,500.21554567743135,504.0458419629304,489.6055113975832,496.21697998046875,2859300
2025-04-22,504.9960233302055,515.6555327790921,503.709340730306,514.6558837890625,2514600
2025-04-23,528.1559410058929,546.1296261754477,522.8410321769974,523.8802490234375,3048100
2025-04-24,521.6929096043324,541.2304646404385,518.0506668130729,539.7755126953125,2223600
2025-04-25,539.01340939615,543.457401228044,535.6680769735765,539.270751953125,1612700
2025-04-28,539.2707417658064,548.8118679080425,536.9052441940543,540.7949829101562,1459700
2025-04-29,538.2117425993442,545.2290394660513,535.747294858031,543.2891235351562,1695600
2025-04-30,530.2641312234493,543.882989464077,525.9983460410452,541.9331665039062,2438300
2025-05-01,542.4774808284178,552.6223347349465,539.9041761962346,548.1487426757812,2583000
2025-05-02,555.8193150673516,563.9352113417143,553.9585953221884,560.2929077148438,2883000
2025-05-05,552.6322439891413,560.7481392280466,551.7810804976663,553.8199462890625,2197200
2025-05-06,543.962137771532,551.7217410428756,541.4482150294983,543.724609375,2902500
2025-05-07,544.5659417384747,549.6828907212415,542.1212477017167,546.2583618164062,1954900
2025-05-08,553.0876042366666,566.2907280322593,552.4838761448065,559.8970336914062,1994600
2025-05-09,564.4003652154054,566.2313637184176,559.97624755237,561.2826538085938,1522500
2025-05-12,590.1435614687956,597.1806124342148,582.0474793378277,585.2740478515625,3527700
2025-05-13,587.2138912297108,601.4761066645781,586.9763628253893,597.6160888671875,2765800
2025-05-14,597.6061362424076,608.6912574021097,596.3194838776766,605.3261108398438,2874400
2025-05-15,603.4752805242413,612.8580743661205,603.4752805242413,609.58203125,2428100
2025-05-16,610.6212516604885,614.4218265679185,607.2660122621276,612.679931640625,2021800
2025-05-19,602.9408382521234,613.0263100904497,592.2021633746915,606.0189208984375,2842100
2025-05-20,601.5157031782719,605.2767107132064,596.8243357428327,600.29833984375,1601600
2025-05-21,595.6266670868503,603.6138915192051,585.9272084876156,587.3722534179688,2635900
2025-05-22,586.4715955813798,596.0226298098909,586.4320276496145,592.0933227539062,1939600
2025-05-23,578.9990617427519,595.7851075706227,576.5247067780393,592.400146484375,1530600
2025-05-27,599.6846379965249,611.3338590157679,598.7443711150097,609.4137573242188,2364700
2025-05-28,610.9478920967882,612.2840194611388,601.0801342145523,602.1985473632812,2001900
2025-05-29,602.2777626344964,603.7425613212316,592.1625689648994,598.6552734375,1736100
2025-05-30,596.8051915814686,600.385998446892,590.6680618602184,597.2528076171875,2129500
2025-06-02,595.4126262394919,595.9795984608935,589.0168711744502,595.531982421875,1221200
2025-06-03,596.8051837073951,603.0915389276659,590.5685501104008,600.6148071289062,1730300
2025-06-04,602.2559820362635,603.1014924685114,595.5319672854878,596.0194091796875,1294900
2025-06-05,596.8051740662441,606.4733887452396,589.743003790525,602.6538696289062,2086700
2025-06-06,609.7359765267139,618.0713606384926,606.7519505404495,610.7306518554688,1675900
2025-06-09,611.476666105911,615.8034795567954,607.7565900428215,610.2532348632812,1610700
2025-06-10,609.7359703117819,613.267055550837,606.0656159576813,611.5960083007812,1376400
2025-06-11,613.8937255949987,626.4863495312239,611.3175504346503,620.8464965820312,2063600
2025-06-12,617.6933930181427,622.6767262406595,612.5210690505148,621.781494140625,1634700
2025-06-13,612.7697160448917,616.8180518646795,606.3441523604992,610.2730712890625,1674800
2025-06-16,615.7040443703293,628.9034057504001,614.7093690159345,624.5068969726562,1870400
2025-06-17,621.3737039715654,628.3065620278236,619.6827437326695,621.3140258789062,1479300
2025-06-18,621.1846971318364,636.4728520252561,620.329290922497,631.8575439453125,2423100
2025-06-20,635.4284581935005,639.2181687731738,633.2998384164232,637.387939453125,4115400
2025-06-23,635.8561864510123,643.9727107540523,626.6554392826914,643.4356079101562,2020800
2025-06-24,650.9652862890885,660.2356677129751,649.7617072759414,658.58447265625,2307800
2025-06-25,661.0612031797957,666.5518304547771,657.2714925828678,666.3031616210938,1566400
2025-06-26,667.0491899144998,685.6595878910199,666.9397901945446,683.5010986328125,2849500
2025-06-27,687.3206435705367,690.503616724763,681.7405296164742,687.1316528320312,3650500
2025-06-30,710.4667477117583,710.4965564015475,699.2070160027487,703.9814453125,3976400
2025-07-01,704.2301424294715,709.2134756085945,696.8794770785887,702.6983642578125,3301000
2025-07-02,705.0258503123566,714.9029688936326,701.3256872857261,712.078125,2906500
2025-07-03,712.098013150481,722.1343142860203,709.6014289833046,719.82666015625,1502000
2025-07-07,717.8572040749491,720.1150758108645,702.5790054431029,707.14453125,2863700
2025-07-08,706.935639232918,707.4031682190993,690.0759405321742,693.5672607421875,3100700
2025-07-09,700.5896777485052,700.5896777485052,691.0109490658733,692.85107421875,1763400
2025-07-10,693.0300915927525,706.5974778970082,692.7416575977662,705.3441772460938,1733500
2025-07-11,699.8436672060151,702.2408081246757,696.50151183782,701.1964111328125,1681800
2025-07-14,700.9874737973406,709.631204737979,698.3913857881568,709.5018920898438,1909300
2025-07-15,709.501934647537,710.8845479927388,696.3125294279104,698.7694091796875,1981200
2025-07-16,704.7274729756133,706.0006865419103,687.6190451170235,705.0457763671875,3323200
2025-07-17,702.5193246147882,713.6298311058379,700.5299739451559,702.0816650390625,2046100
2025-07-18,703.2951469752713,706.5079289122223,694.6713287333603,704.48876953125,1925200
2025-07-21,705.3640788012098,708.9647986426443,700.5995451111779,702.2407836914062,2006500
2025-07-22,699.9132369112923,702.7281851781592,688.1959927430236,696.6805419921875,1978900
2025-07-23,698.2620823270257,715.1815194201145,697.7647446615506,713.699462890625,2395700
2025-07-24,715.1019171086871,721.9055229774806,710.9242686425972,715.3505859375,1974700
2025-07-25,716.9221867576148,726.0035772024344,714.5249852607892,725.098388671875,1851400
2025-07-28,724.1236272888921,728.6195791273335,718.3246532198621,719.7968139648438,1464800
2025-07-29,722.9797689870402,730.2210348273956,718.573364379585,728.0824584960938,2136000
2025-07-30,727.2469467442818,733.9510488599243,719.329309137735,726.8590087890625,1816200
2025-07-31,722.7212087476124,730.1314917367006,716.6039308961746,719.7371826171875,2358100
2025-08-01,706.7268063575833,710.7154643021178,690.3544279231849,705.7918090820312,2999100
2025-08-04,711.3918333658536,722.9200868513597,711.3918333658536,722.1641845703125,1753700
2025-08-05,724.1236247489605,725.5161944652352,710.7452297046292,717.0713500976562,1977300
2025-08-06,720.6422690822241,724.4220231548394,718.1555807831136,720.8809814453125,1477100
2025-08-07,726.7296649254672,729.0373189133431,713.7889295215132,715.9075927734375,1400400
2025-08-08,721.9950302232559,724.1236500286699,714.823459851516,717.4295043945312,1275400
2025-08-11,718.3545391679361,719.9858212879774,711.9289146473816,715.4102783203125,1273500
2025-08-12,721.4181537101359,744.1564172221656,720.4930522267182,739.4217529296875,2418100
2025-08-13,741.8090153297996,744.9222933373328,728.7190536614181,740.7247924804688,1862600
2025-08-14,738.7652486846615,744.1762850307907,733.075734809112,743.221435546875,1371200
2025-08-15,745.011857636528,745.0615792633622,725.2973843721945,726.8291625976562,1645900
2025-08-18,725.6156842294149,727.7144346949228,720.0156570254986,727.0679321289062,1157800
2025-08-19,725.2774217306826,726.1129757028671,713.9082902319517,717.5388793945312,1856400
2025-08-20,717.3598409170245,718.404237843508,701.7931481355542,716.8425903320312,1872700
2025-08-21,712.7246418320678,715.3903644414571,709.1736436051489,712.1378173828125,1162000
2025-08-22,716.3055087759294,740.8740016395936,714.753817685075,737.939697265625,1948600
2025-08-25,737.9397312719359,742.5251701972888,734.3986893521813,734.856201171875,1381200
2025-08-26,733.7819562230844,745.1709401318168,729.9524197938485,744.9620971679688,1511600
2025-08-27,741.997911867181,748.9905084374285,741.0530188908019,745.67822265625,1534800
2025-08-28,746.9912148049547,749.318781784772,743.0125134932537,747.219970703125,1411200
2025-08-29,746.7100219726562,748.9199829101562,738.9000244140625,745.25,1467000
2025-09-02,736.3900146484375,736.3900146484375,721.1599731445312,730.8499755859375,2296400
2025-09-03,728.5599975585938,732.02001953125,722.2999877929688,730.5599975585938,1485600
2025-09-04,733.75,748.9099731445312,731.1699829101562,748.9000244140625,1778200
2025-09-05,752.1900024414062,757.3499755859375,727.1500244140625,738.2100219726562,1822800
2025-09-08,739.4199829101562,743.5399780273438,733.5700073242188,741.8499755859375,1400100
2025-09-09,740.1300048828125,765.6199951171875,738.5399780273438,763.9199829101562,2611300
2025-09-10,761.8599853515625,774.469970703125,761.6300048828125,769.5800170898438,1996200
2025-09-11,772.0,793.1699829101562,771.3499755859375,784.72998046875,2075700
2025-09-12,783.5,787.030029296875,776.260009765625,780.0599975585938,1099400
2025-09-15,782.9500122070312,792.3800048828125,781.4400024414062,786.760009765625,1292000
2025-09-16,789.530029296875,790.010009765625,779.6900024414062,785.530029296875,1529500
2025-09-17,788.8599853515625,798.5700073242188,785.22998046875,794.219970703125,1945300
2025-09-18,795.5700073242188,807.280029296875,792.4000244140625,804.3099975585938,1501600
2025-09-19,804.0900268554688,809.6599731445312,797.3699951171875,805.0,3789800
2025-09-22,801.1400146484375,806.030029296875,797.5399780273438,805.5599975585938,1151000
2025-09-23,807.0999755859375,825.25,802.0,806.3200073242188,1758800
2025-09-24,809.5499877929688,812.8400268554688,792.3400268554688,792.4299926757812,1402500
2025-09-25,786.0,798.1799926757812,782.010009765625,794.760009765625,1413100
2025-09-26,797.1599731445312,809.5,795.1300048828125,802.510009765625,1376200
2025-09-29,807.7999877929688,808.8400268554688,797.989990234375,804.1199951171875,1059000
2025-09-30,805.5,809.6199951171875,786.4500122070312,796.3499755859375,2463900
2025-10-01,793.6199951171875,796.280029296875,783.22998046875,785.510009765625,1788900
2025-10-02,788.8800048828125,791.0,772.4400024414062,779.3800048828125,1553700
2025-10-03,783.0,794.9199829101562,777.8599853515625,789.97998046875,1470500
2025-10-06,795.0,802.5,780.0499877929688,796.780029296875,1632600
2025-10-07,798.0,805.3200073242188,781.3900146484375,789.6500244140625,1547200
2025-10-08,791.75,795.0,774.3400268554688,776.510009765625,1939300
2025-10-09,778.8499755859375,782.9099731445312,771.3499755859375,779.9600219726562,1575000
2025-10-10,783.1199951171875,791.6599731445312,764.0,764.3599853515625,2457900
2025-10-13,777.8800048828125,791.0499877929688,777.8800048828125,786.780029296875,2766000
2025-10-14,764.4500122070312,786.5700073242188,742.4600219726562,770.760009765625,4710800
2025-10-15,778.6199951171875,782.489990234375,762.6599731445312,767.9299926757812,3217400
2025-10-16,770.6599731445312,781.4400024414062,752.4099731445312,758.0900268554688,3160900
2025-10-17,758.1500244140625,758.9400024414062,740.010009765625,750.77001953125,2884700
2025-10-20,757.0,766.4199829101562,752.8800048828125,763.3200073242188,1925400
2025-10-21,759.0,765.2999877929688,758.27001953125,758.97998046875,1782200
2025-10-22,760.6099853515625,760.6099853515625,743.1099853515625,744.5999755859375,2141400
2025-10-23,749.3400268554688,755.0,744.6599731445312,750.780029296875,1615400
2025-10-24,759.8499755859375,784.6099853515625,756.0,783.8800048828125,2505600
2025-10-27,789.0,796.7100219726562,787.010009765625,789.989990234375,1645300
2025-10-28,792.0499877929688,798.3599853515625,787.3499755859375,792.0900268554688,1242000
2025-10-29,788.0,800.489990234375,778.8200073242188,783.0599975585938,2251500
2025-10-30,783.5599975585938,807.1400146484375,780.5999755859375,790.1599731445312,1829500
2025-10-31,784.97998046875,791.719970703125,783.0,789.3699951171875,1328100
2025-11-03,789.5700073242188,796.0,781.4400024414062,785.52001953125,1569100
2025-11-04,777.0,806.0,773.0,790.8300170898438,2046000
2025-11-05,790.4400024414062,797.3599853515625,775.5800170898438,793.0900268554688,1832700
2025-11-06,794.0,798.2000122070312,777.0,787.5800170898438,1572500
2025-11-07,783.0,787.0599975585938,762.7999877929688,786.3400268554688,2098400
2025-11-10,796.0800170898438,806.3599853515625,788.7999877929688,797.2000122070312,1698200
2025-11-11,798.47998046875,812.0,795.6099853515625,810.3099975585938,1521500
2025-11-12,814.1300048828125,840.0,814.1300048828125,838.969970703125,2954100
2025-11-13,833.0599975585938,841.280029296875,805.02001953125,805.5,2557400
2025-11-14,795.5499877929688,800.6099853515625,778.0,790.9099731445312,2552000
2025-11-17,790.0,796.72998046875,770.5,775.5599975585938,1850600
2025-11-18,772.0599975585938,787.7000122070312,766.5399780273438,776.2999877929688,1673500
2025-11-19,776.2999877929688,787.8699951171875,775.0,785.989990234375,1521100
2025-11-20,795.25,816.0,772.1900024414062,773.7000122070312,2599000
2025-11-21,776.8300170898438,780.3699951171875,754.0,774.030029296875,2284700
2025-11-24,778.6400146484375,793.989990234375,775.3599853515625,790.7100219726562,2319500
2025-11-25,797.0,805.260009765625,777.989990234375,802.3200073242188,2252900
2025-11-26,805.8400268554688,819.5800170898438,805.0,816.010009765625,1862500
2025-11-28,820.0,830.5700073242188,818.9500122070312,826.0399780273438,868300
2025-12-01,818.5900268554688,824.72998046875,809.6099853515625,810.8599853515625,2132600
2025-12-02,811.1199951171875,816.2999877929688,808.2999877929688,813.1900024414062,359189
