Ticker,KO,KO,KO,KO,KO
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,60.56318147989654,60.951719821466746,59.85410215610072,60.06779861450195,12991000
2025-01-03,60.1260838245069,60.300925717409136,59.85410548811652,59.98038101196289,10403200
2025-01-06,59.73754657572117,59.80554023474309,58.921618962081624,59.06732177734375,17924200
2025-01-07,59.358721268550696,59.951240591768816,58.88276196953695,59.096458435058594,17799600
2025-01-08,59.24216066188867,59.999806369832584,59.18387879767132,59.941524505615234,14412400
2025-01-10,59.815256609978874,59.88325026999886,58.989613487001584,59.31986999511719,22425000
2025-01-13,59.37814899305665,60.07751284879735,58.97018334727955,59.88324737548828,18016200
2025-01-14,59.89296242778528,60.29121259835322,59.54327862818872,60.2620735168457,16658300
2025-01-15,60.54376224128491,60.82544866848746,59.91238831728034,59.99980926513672,16187200
2025-01-16,59.65983719033204,60.51461937880853,59.56270445078138,60.4660530090332,12585500
2025-01-17,60.52433005244411,60.97114654737006,60.388339040384025,60.912864685058594,17948900
2025-01-21,61.097427337560745,61.41796834450558,60.514619780260965,60.63117980957031,19817100
2025-01-22,60.33977798914287,60.50490809421507,59.89296145486179,60.009521484375,18191900
2025-01-23,60.02894832933634,60.20379022500067,59.61127087918005,59.766685485839844,16528400
2025-01-24,59.95124233496952,60.232928759539305,59.67926399674921,60.1455078125,19244600
2025-01-27,61.06828860200471,62.340748333073456,60.679753910075625,62.03963088989258,20742900
2025-01-28,61.68994403222078,62.20475793907842,60.49519352166236,60.57290267944336,14956000
2025-01-29,60.76717135686382,61.544244401247944,60.7574558595347,61.02943420410156,11325600
2025-01-30,62.02019322344307,62.44758613005156,61.417962143212016,62.2144660949707,13201000
2025-01-31,61.874497398437754,62.09790565443927,61.573379989717616,61.66080093383789,12096800
2025-02-03,61.36940042970065,61.80650516032914,60.640893780445296,61.53452682495117,12067900
2025-02-04,61.7870760043204,61.80650329235856,60.56318279555019,60.8740119934082,15678000
2025-02-05,60.922588210467545,61.47625300657736,60.79631267817226,61.31112289428711,10686800
2025-02-06,61.796790202466255,61.91335393523509,61.10713812444476,61.54424285888672,13423400
2025-02-07,61.61224023658528,62.0881958719744,61.456825622220734,62.01049041748047,13184700
2025-02-10,62.26303347075756,62.79727464448304,61.835644237153616,62.70014190673828,16154300
2025-02-11,65.56560224195857,65.73072864680198,64.50684274069445,65.66273498535156,30589100
2025-02-12,64.95365494713461,66.84776925432391,64.95365494713461,66.74092102050781,26033800
2025-02-13,67.02262197810111,67.61514140294175,66.78950188971014,67.50829315185547,24393100
2025-02-14,67.37229501547061,68.02309250538978,66.7894911825467,66.8963394165039,20779100
2025-02-18,66.58551114824901,67.38201146029208,66.45923191865798,67.07118225097656,15569100
2025-02-19,67.22658822583823,68.12022121081665,67.1877336511758,68.06194305419922,16032300
2025-02-20,67.71226929562654,68.06195310849213,67.43057914577629,68.0328140258789,13398000
2025-02-21,68.30478601261842,69.54810289395681,68.12022861559835,69.30526733398438,21662300
2025-02-24,68.80988268606336,69.67438412220139,68.31450346528342,68.56704711914062,21418400
2025-02-25,68.82930316543575,69.71322064039444,68.70303135779943,69.44124603271484,21555600
2025-02-26,69.22755119299245,69.2372666894222,68.50876008299183,68.77102661132812,14531200
2025-02-27,68.69332458623636,69.48982492878281,68.40191894913877,68.83902740478516,16789500
2025-02-28,69.40239341665962,69.51895714213325,68.53789949896621,69.16927337646484,22167400
2025-03-03,68.2270660927648,70.28631398437818,67.731686964304,70.2474594116211,21717600
2025-03-04,70.00463327307857,70.56801353744137,67.8773914467018,68.17851257324219,25411900
2025-03-05,67.89682101104853,68.71274489886963,67.83853543995214,68.07166290283203,23933600
2025-03-06,68.39220272095953,68.508759033321,67.45970775755394,68.44076538085938,21694000
2025-03-07,67.65398481005975,69.76179557737375,67.65398481005975,69.38297271728516,28393300
2025-03-10,69.89778375227331,71.1216769980508,69.27612533775999,69.40239715576172,25251200
2025-03-11,69.82007427689159,69.97549258518207,68.58647295053534,69.004150390625,28076400
2025-03-12,68.35334634535661,68.70303009473085,67.74139607857563,67.9356689453125,18923300
2025-03-13,68.23679033729879,68.23679033729879,67.29458720670743,67.62484741210938,15746600
2025-03-14,67.03773398485316,67.77161661397149,66.91052288459095,67.67376708984375,14205100
2025-03-17,67.75205009159949,68.66206495591886,67.59549232791669,68.61314392089844,15634800
2025-03-18,68.60335384932253,68.68163646059993,67.8107629401008,67.8890380859375,12657600
2025-03-19,67.07687522729312,67.88903299571948,67.0670880352571,67.79118347167969,14780000
2025-03-20,67.8205390102382,68.30979410617803,67.60526557355422,68.21194458007812,16295300
2025-03-21,68.2119493572048,68.46636411523437,66.71482985325075,67.19429779052734,47479500
2025-03-24,67.32151402904789,67.5954957283564,66.86161297716231,67.4682846069336,12575400
2025-03-25,67.46828204317914,67.59549315976801,67.12580493205745,67.33129119873047,12513900
2025-03-26,67.43892193842554,68.8381918385244,67.41935501900281,68.5152816772461,14478200
2025-03-27,68.67184715464153,69.46443803947344,68.5642104338075,69.21981048583984,11663400
2025-03-28,69.28831228470301,69.78735463040796,68.03582028919669,68.85777282714844,17412900
2025-03-31,69.21003616724889,70.39403272350637,68.97518832229123,70.0809097290039,24016900
2025-04-01,70.13961928749734,70.36467994348904,69.66015132613907,70.3255386352539,15309100
2025-04-02,70.4135931382239,70.80499871154586,69.5231527377208,69.79713439941406,14606500
2025-04-03,70.92242195089243,72.36082566114725,70.76585673687158,71.60737609863281,24959600
2025-04-04,70.86371167778125,71.44103661679749,68.29023236555052,68.4272232055664,26517300
2025-04-07,64.80673784603908,67.8890391946576,64.63060570050881,66.90074920654297,34258400
2025-04-08,67.47806531016575,68.47614993643519,66.30385600737418,66.94966888427734,22774400
2025-04-09,66.46041047701569,68.9556144538461,65.8341645511063,68.44678497314453,27918700
2025-04-10,68.68164453519904,69.67972181728297,67.49764789583374,69.23939514160156,22450200
2025-04-11,69.38616695712712,70.30596153612429,69.0241154690004,69.89498901367188,19988200
2025-04-14,69.76778556284995,71.09856013349723,69.40573407370118,70.89306640625,13930200
2025-04-15,71.05942003369738,71.0691997614917,70.17875927853916,70.31575012207031,14965500
2025-04-16,70.80500521606305,71.10834101716941,69.85584903983097,70.13961791992188,15276200
2025-04-17,70.35488418017336,71.85200357695798,70.17875204729043,71.43124389648438,20754500
2025-04-21,71.80308390329476,71.89115371327699,70.27661020772067,71.20619201660156,16037200
2025-04-22,71.43124423859419,72.78158562020361,71.35296163128457,72.31190490722656,15613500
2025-04-23,71.71501291761317,72.36082576275518,70.82456505885999,71.72480010986328,16353900
2025-04-24,71.45081825648467,71.85201105972553,70.7462971170235,70.96156311035156,16893900
2025-04-25,71.08878064997823,71.35297516796928,69.60144069068704,70.36468505859375,16316000
2025-04-28,70.53102995330039,70.70716212024612,69.77757278036074,70.24726104736328,15997500
2025-04-29,69.66014383696945,71.1474760627952,68.76969596759507,70.79521179199219,16244100
2025-04-30,71.77372473459234,71.90093584389358,70.14940161542246,70.99092102050781,21074700
2025-05-01,70.45273697702824,70.4918782823128,69.69928738026223,69.75799560546875,18034200
2025-05-02,69.96348198105291,70.27660495843439,69.57207639296588,70.11026000976562,12629600
2025-05-05,70.12982557541245,70.25703668171249,69.48401271316501,70.1591796875,11932700
2025-05-06,70.13960778265779,70.3548812099196,69.63078578994438,70.17874908447266,12705500
2025-05-07,70.17875943044922,71.12791560942759,70.12983092960744,70.84414672851562,15018200
2025-05-08,70.64843594125327,70.91263788520205,69.60143028900733,69.64057159423828,14371100
2025-05-09,69.46444818158986,69.62101342218601,68.94583888663786,69.00454711914062,11228900
2025-05-12,68.64249908126463,68.81863123399306,67.22365466610749,68.03582000732422,21539000
2025-05-13,68.09452425652164,68.19238125321668,67.39000315222596,67.47806549072266,14389100
2025-05-14,67.39977797066983,67.8498917540096,67.1062293982866,67.67376708984375,16286800
2025-05-15,68.20216301180405,70.18854513608719,68.10431347763544,70.07112121582031,19817100
2025-05-16,70.31574506719578,70.7071506486221,69.89498537361457,70.4527359008789,18441200
2025-05-19,70.48209636398528,70.6190872100123,70.10047794070415,70.38424682617188,13282800
2025-05-20,70.2570355232174,70.5799382162964,69.89498406074652,70.14939880371094,12137800
2025-05-21,70.1494038472651,70.53102225642887,70.04176712001986,70.30596160888672,12094400
2025-05-22,70.29617552912048,70.4429535654559,69.43508916296227,69.61122131347656,11101800
2025-05-23,70.00262321784437,70.43317011086249,69.17089100987447,70.22767639160156,12822100
2025-05-27,70.19832359873485,70.66801180589773,70.02219145422886,70.23746490478516,10666100
2025-05-28,70.15918601617217,70.35489255681024,69.5231602890617,69.62100982666016,8710900
2025-05-29,69.47422926197852,70.12004962444517,68.94583281962605,69.95369720458984,10291100
2025-05-30,70.07112256268587,70.9126420105047,70.07112256268587,70.55059051513672,28019500
2025-06-02,70.4820900130338,70.4918772055656,69.826489956773,70.4527359008789,10202700
2025-06-03,70.16897453955643,70.23746996371773,68.95562382636714,69.63079833984375,20139800
2025-06-04,69.72864409556387,70.30596157281869,69.16110634591475,69.8362808227539,13565900
2025-06-05,69.84606300678597,69.9243456230302,69.30788681734951,69.38616943359375,13531400
2025-06-06,69.5525093176465,69.94391490485923,69.41551848193814,69.81670379638672,9524000
2025-06-09,69.81670388396098,70.28639208229353,69.5622891321375,70.22767639160156,12281300
2025-06-10,70.35488518620862,71.12790914350188,70.21789435483416,70.79521179199219,12265000
2025-06-11,70.71693166654556,70.80500147005831,70.21789681992239,70.52123260498047,12718500
2025-06-12,70.69736348648132,70.84414151275935,70.0613303495702,70.68757629394531,12806900
2025-06-13,70.72699270838764,70.8353947249705,69.70211321827284,69.9878921508789,17467200
2025-06-16,70.16528114698137,70.57918320016967,69.21923327408842,69.49516296386719,15045900
2025-06-17,69.35719569034912,69.43603488995957,68.56882624980415,68.60824584960938,15437000
2025-06-18,68.98272092587185,68.98272092587185,68.08594194494596,68.2042007446289,16227600
2025-06-20,68.0859435875848,68.54911449936756,67.78045107918342,67.8395767211914,40859400
2025-06-23,68.13521490375908,68.79547625217107,67.96768725150879,68.72649383544922,21822800
2025-06-24,68.92360145249675,69.32763923015649,68.67723457000258,69.1896743774414,15216100
2025-06-25,68.91373863846626,69.00242709950942,68.4210049166178,68.61809539794922,12540400
2025-06-26,68.68707963825112,68.90388368457222,68.14507704096846,68.4604263305664,14454100
2025-06-27,68.578678640776,69.53458330375038,68.46042735448324,69.30792999267578,23470700
2025-06-30,69.11083209790806,69.76124424766502,69.07141249623913,69.7218246459961,15429000
2025-07-01,69.9583303371469,71.3971118742231,69.86964187786046,70.62844848632812,21729300
2025-07-02,70.64816476020833,70.78612960341357,69.71196616014988,69.87950134277344,13050200
2025-07-03,70.0076102113457,70.36237910324517,69.4261804924193,70.31310272216797,9440500
2025-07-07,70.33281147016692,70.33281147016692,69.77109534950942,69.97804260253906,16984700
2025-07-08,69.65283872995008,69.65283872995008,68.86446177314531,69.21923065185547,17115500
2025-07-09,69.14040169240519,69.22909015631363,67.96769299059243,68.47028350830078,33704100
2025-07-10,68.28304517075573,68.83490457447527,68.15493710018383,68.75606536865234,14608400
2025-07-11,68.55897101188518,69.1404007239369,68.24362172487206,68.8546142578125,12916700
2025-07-14,68.78563240004807,69.06156208863126,68.26332832549261,68.4604263305664,13983200
2025-07-15,68.49984952499625,68.53926912807891,68.14508061577283,68.3520278930664,12639800
2025-07-16,68.3421677545375,68.48998937920383,67.79030837553799,68.2633285522461,13178300
2025-07-17,68.79547694898942,69.6626930748704,68.49984123940966,69.56414031982422,20464700
2025-07-18,69.41632960767303,69.67254573142631,68.8151938614858,68.83489990234375,14928000
2025-07-21,69.16996320823776,69.59371451546089,68.9137395642489,69.05170440673828,17811700
2025-07-22,68.44071214807785,69.2389459039536,67.69176229117227,68.64766693115234,22339900
2025-07-23,68.64767150740877,68.72650319545606,67.60307081668631,68.15493774414062,21030000
2025-07-24,68.25348071500177,68.5392671903811,67.98740028134638,68.0958023071289,12511400
2025-07-25,68.12536768903092,68.22392045691508,67.75089273404109,68.16478729248047,12574800
2025-07-28,67.74103451097986,67.89871292142024,67.0709163036491,67.10047912597656,13668800
2025-07-29,67.34684748430298,68.41115422261753,67.15961376593845,68.37173461914062,16223400
2025-07-30,68.10566155118867,68.32246561059728,67.53408857975155,67.75089263916016,10448200
2025-07-31,67.15961263607977,67.65234639347064,66.75556734612942,66.90338897705078,17193400
2025-08-01,67.60306742742068,68.03667552328437,67.2778613555229,67.85929107666016,16107500
2025-08-04,67.7213298638087,68.0760987760864,67.31728456762333,67.95783996582031,10701500
2025-08-05,67.89871005333244,68.4801322506007,67.75088842941877,68.0465316772461,11993400
2025-08-06,68.11551569205884,68.78563388675316,67.63263120808126,68.49984741210938,10783000
2025-08-07,68.45057416866871,69.6922653695833,68.32246609561808,69.40647888183594,15790800
2025-08-08,69.33749310115948,69.84008362554407,69.06156340730763,69.31777954101562,9232700
2025-08-11,69.27836728463107,69.83022667095558,68.9433044297053,69.7218246459961,10909400
2025-08-12,69.79080558711044,70.0273156735809,69.19952661167423,69.68240356445312,11061100
2025-08-13,69.66269597636938,69.74152765776226,69.20938185465056,69.43603515625,10356500
2025-08-14,69.35719309441275,69.43603229107238,68.38158247093855,68.53926086425781,10722400
2025-08-15,68.72650043929167,69.36705580955595,68.55897277094385,68.90388488769531,12381100
2025-08-18,68.9630196086551,69.03200203356498,68.04653452426938,68.1253662109375,14094900
2025-08-19,68.29289991353782,69.19952819789006,68.23376675167466,69.11083221435547,13862200
2025-08-20,69.71196598732539,70.66787062610618,69.38676743973072,69.67254638671875,17530800
2025-08-21,69.5739997755638,69.87949979462438,69.30792687485418,69.63313293457031,8840400
2025-08-22,69.92877203369336,69.98789767703626,68.90388494413509,69.11083221435547,12999600
2025-08-25,69.09112802963632,69.20938683802069,67.72132878622944,67.92827606201172,13634600
2025-08-26,68.03667843815792,68.0760980411544,67.5833642814793,67.73118591308594,17964200
2025-08-27,67.8198703930519,67.8691467735301,67.47495828526468,67.82972717285156,11562700
2025-08-28,67.87899401680035,67.89870757581357,67.28771506124066,67.3665542602539,16209900
2025-08-29,67.67204696175304,68.13521785919872,67.43553688252202,67.98739624023438,14601100
2025-09-02,67.95783598206798,68.33231091484431,67.26801175892203,68.05638122558594,24770100
2025-09-03,67.66219770073666,68.09579825957357,66.39094380727508,67.98739624023438,33581500
2025-09-04,68.10565846097646,68.45057057687627,67.12019097639397,67.2581558227539,16736000
2025-09-05,67.02165034743324,67.58336655158995,66.88368549157165,66.97237396240234,23978000
2025-09-08,66.873824564207,66.89353060588499,66.18400032767306,66.4500732421875,21671700
2025-09-09,66.30225211946602,67.12019194795396,66.30225211946602,66.87382507324219,14120600
2025-09-10,66.80484117035142,67.1004769023495,66.23326822922692,66.83440399169922,16041900
2025-09-11,66.9329495762758,67.17931644678788,66.59789424126909,66.63731384277344,15128700
2025-09-12,66.61760079889063,66.73585960431994,65.96719616533017,66.03617858886719,18712400
2025-09-15,66.21492253242528,66.31422354002852,65.63896608167268,65.74819946289062,15986100
2025-09-16,65.88721799307102,66.04610565558093,65.59923978690733,65.77798461914062,18555900
2025-09-17,65.94680743241825,66.66177921528677,65.94680743241825,66.5724105834961,17372300
2025-09-18,66.33408483122071,66.57240875228796,65.88721895601613,65.99645233154297,17722900
2025-09-19,66.02623862919148,66.26457011472462,65.58931272474169,65.96665954589844,31192900
2025-09-22,65.69855274717962,66.12554632225547,65.61910891062452,65.74819946289062,13298700
2025-09-23,65.88722313721227,66.29436712204614,65.44036480983097,66.24471282958984,15072800
2025-09-24,65.94680452049731,66.31421898098806,65.49993865273242,65.98651885986328,14759300
2025-09-25,66.28443197726769,66.45324444267168,65.49000878826624,65.51980590820312,14395000
2025-09-26,65.60917141444838,65.86736007500325,65.0431473815039,65.21195983886719,17821600
2025-09-29,65.21196180577135,65.6389629365686,64.89419405095812,65.57938385009766,14818500
2025-09-30,65.60917320988517,66.17519725831927,65.49993983420659,65.85742950439453,13815000
2025-10-01,66.04611076217434,66.3638785355828,65.82764399742202,66.31422424316406,14877500
2025-10-02,66.06596291534362,66.18512866238848,65.40063787408324,65.63896179199219,14350700
2025-10-03,65.63896039949117,66.52275217016083,65.57938131532308,66.18512725830078,12249200
2025-10-06,66.02624099966201,66.0361733726276,65.38077312815206,65.63896179199219,14333300
2025-10-07,65.75812605805034,66.79087311397086,65.41056877388972,66.32415008544922,13328300
2025-10-08,66.20498804784562,66.40359763290064,65.59924207174456,65.65882873535156,12606700
2025-10-09,65.82763777411702,66.33408271942011,65.65882531774287,65.9070816040039,12705200
2025-10-10,66.0560332347687,66.92990026302088,65.91701031230697,66.5724105834961,17991700
2025-10-13,65.76805952035286,66.3340835571289,65.53966040058889,66.3340835571289,13690000
2025-10-14,66.40359566358465,67.09871025020986,66.2844299160857,67.03913116455078,14245600
2025-10-15,66.80079883906086,67.2476647044907,66.45324155006921,66.61212921142578,11193700
2025-10-16,66.71143203537027,67.63494575775452,66.6915748652482,67.11856842041016,15707200
2025-10-17,67.52571297603451,68.02222557144653,67.32711096834208,67.962646484375,15541800
2025-10-20,67.95271411113609,68.16124849206741,67.44626914248516,67.962646484375,17786800
2025-10-21,70.07778348964236,70.89206379747803,69.74015858023319,70.72325134277344,33651300
2025-10-22,70.86227556857779,71.12046422985016,70.01820570323501,70.31610870361328,18293000
2025-10-23,70.31611368051625,70.4352794348104,69.233719823024,69.45218658447266,13989400
2025-10-24,69.4223949850019,69.56141790613931,69.16420631309774,69.22378540039062,15688200
2025-10-27,69.293296626926,69.63092913153434,68.76699448780037,69.57134246826172,13800000
2025-10-28,69.5614209146597,70.40549085126584,69.46211232996849,69.670654296875,12730500
2025-10-29,69.43231732459905,69.5415506982238,67.68459849896472,67.8732681274414,19789600
2025-10-30,67.97256878321876,68.8067138524675,67.91298969833696,68.4988784790039,14751700
2025-10-31,68.07187631032893,68.58824604910015,67.42640845472948,68.41943359375,16742700
2025-11-03,68.32013866015963,68.40950729403845,67.18809050727384,67.49592590332031,15660400
2025-11-04,67.99243698349116,68.25062565806472,67.68460159438723,68.18111419677734,12743800
2025-11-05,68.18111319170669,68.34992565574737,67.70445776691898,68.03215789794922,12850100
2025-11-06,67.8236220614044,68.65775956665289,67.44626764849417,68.57831573486328,15906700
2025-11-07,69.32308589924251,70.37569774955632,68.92588188527753,70.05792999267578,25108300
2025-11-10,69.52169221080935,70.167160067399,68.95566818374654,70.02812957763672,15318000
2025-11-11,70.48493152388181,71.24955758887697,70.16716376520863,71.11053466796875,16160200
2025-11-12,70.99136572312494,71.38857729763905,70.84241043565959,71.01123046875,13612600
2025-11-13,70.92185998801403,71.17011629509292,70.504791210405,70.57430267333984,14002800
2025-11-14,70.91192968869619,71.14032123082693,70.10757416436533,70.6636734008789,13172000
2025-11-17,70.70338910324199,71.0310892277631,70.12744026229734,70.18701934814453,14772300
2025-11-18,70.49485222815271,70.84240951024466,70.07778348964236,70.72325134277344,12838900
2025-11-19,70.70338993108669,70.95164622659779,70.31611071618387,70.61402130126953,12401500
2025-11-20,70.45513682015593,70.98144655442066,70.11751187956699,70.71332550048828,15396500
2025-11-21,71.18004633250936,72.67951649938256,70.99136912094397,72.4411849975586,26492500
2025-11-24,72.64972608592737,72.64972608592737,71.07081210401583,72.08369445800781,39818600
2025-11-25,72.29223861642276,72.42132916682961,71.63683833855463,72.10356140136719,17451200
2025-11-26,72.09362774118988,72.58020796608025,71.885093359094,72.37167358398438,11795100
2025-11-28,72.49083486670732,72.71923398131365,72.25251095559938,72.61000061035156,7423000
2025-12-01,72.5999984741211,72.91000366210938,71.93000030517578,71.94999694824219,14385100
2025-12-02,71.80000305175781,71.76000213623047,70.87069702148438,70.96869659423828,3306614
