Ticker,LMT,LMT,LMT,LMT,LMT
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,472.0258118324619,475.6975758024151,467.6352461804614,468.44146728515625,953700
2025-01-03,467.6352325561065,470.063648593625,467.13982619845257,468.0237731933594,817200
2025-01-06,465.0416597685589,466.2558677575107,452.5207327574875,452.65673828125,1698600
2025-01-07,452.38478534044646,459.8643188804842,449.68438778886497,450.6751708984375,1276600
2025-01-08,450.2282940677305,455.7845106624716,448.0329966753815,455.42510986328125,998700
2025-01-10,454.5994537936927,458.0866554482364,452.39446284127195,454.64801025390625,1127400
2025-01-13,455.5708270752487,470.93785014780906,455.376541943943,469.32537841796875,1435200
2025-01-14,471.1127114477456,471.306996588317,464.28400673354173,470.5881652832031,1162000
2025-01-15,473.7936694545886,473.7936694545886,466.6152577613282,470.1121826171875,882200
2025-01-16,468.0043219571509,473.0554391194168,467.7129238932222,472.91943359375,956400
2025-01-17,473.5799980156921,477.96084046124923,470.32591454346505,476.2803955078125,1337600
2025-01-21,480.8263859717394,494.9597557624992,480.55440455532363,491.7931213378906,1615900
2025-01-22,488.8304374424494,491.05487488876554,481.00122631294937,485.0421142578125,1324800
2025-01-23,489.1023934405625,491.51139275665327,479.83557943446056,483.04107666015625,913000
2025-01-24,480.82635481782086,483.0507921130864,480.43781419722296,482.730224609375,759400
2025-01-27,485.7706529151191,492.5896348415728,482.55543228091324,489.267578125,1948600
2025-01-28,460.1362661789608,465.99360426608064,444.1766940223066,444.3515625,4023900
2025-01-29,446.8285575117601,449.24725043489957,436.53206743165197,441.35003662109375,2396800
2025-01-30,443.5064539719052,446.7217039999046,438.3970869105484,446.4885559082031,1911800
2025-01-31,446.82851870402175,450.93740901515815,444.06011869199716,449.6940612792969,1473800
2025-02-03,445.6628932440388,448.1204490545985,440.59235944139687,442.37969970703125,1476300
2025-02-04,441.0003279926674,442.3699581192337,438.3387936489315,440.6894836425781,1234200
2025-02-05,443.91446442453673,444.0116069975812,435.92010792737284,436.9886169433594,1139700
2025-02-06,437.114848416045,439.2227263949892,431.8986159679465,435.6772155761719,1291800
2025-02-07,437.0177360328739,438.5719281966508,431.07297842689604,431.66552734375,1347400
2025-02-10,432.0637477253719,436.0852187094818,428.0908628458099,435.3858337402344,1427800
2025-02-11,435.0750079255898,438.86333098552456,432.2580512730101,436.4931945800781,906100
2025-02-12,434.45332513312695,436.279498622307,428.42111872910687,429.3147888183594,1282800
2025-02-13,429.8296292604268,432.54944330559175,419.64000527537166,422.27239990234375,2400000
2025-02-14,421.13588174021976,422.6997970250936,407.6824811066357,411.0725402832031,3252800
2025-02-18,417.38644412906586,420.53366187966526,411.37368354937075,416.2693786621094,2812500
2025-02-19,418.65889384196953,425.45845824311516,413.39407521954746,420.5530700683594,2802100
2025-02-20,417.2795649483648,425.45848307725515,417.01730669219046,423.7974548339844,1358000
2025-02-21,423.89461283442364,431.02443891067526,423.19522781541457,428.1006164550781,1652400
2025-02-24,429.34395724281126,435.4441371690179,425.9830377329706,427.6634826660156,1946200
2025-02-25,429.10112748523545,438.7370956720141,428.3726026507953,435.6189880371094,1715500
2025-02-26,433.06424912465855,435.1721271588335,426.7600909649866,428.8582458496094,1466900
2025-02-27,429.52854534133235,434.278512004698,428.80974363350765,433.67626953125,1458100
2025-02-28,434.2007737100924,437.89195411232043,432.28718074758876,437.4742736816406,1433600
2025-03-03,443.1498083654679,444.67632287646467,439.1965126475352,442.2397766113281,1579400
2025-03-04,441.1046601427959,453.78648418495953,438.8638033087144,439.1867370605469,2268700
2025-03-05,441.44716847072317,453.53210001148676,439.7249347041667,450.53778076171875,2060100
2025-03-06,451.4184140740517,453.5516162347432,443.6781876546937,451.59454345703125,1395800
2025-03-07,448.16970531288075,467.24137164452,448.16970531288075,463.4837951660156,2168700
2025-03-10,465.2549232801158,483.59271630984017,463.53271946751175,468.88531494140625,2284400
2025-03-11,466.4781201777024,468.37648335076085,456.5264208317572,458.8161926269531,1456900
2025-03-12,455.15643024649614,456.8003642127596,446.2125933183234,451.59454345703125,1271500
2025-03-13,450.175693951292,458.4736940203688,449.9897696318004,457.8865661621094,1159200
2025-03-14,455.9197335538213,458.93361279683967,452.04470756093,456.16436767578125,972400
2025-03-17,453.88435354441367,462.13340883554866,452.89602215177047,457.57342529296875,1051600
2025-03-18,458.0724747095382,461.50714717891645,455.4010893334105,459.20758056640625,881600
2025-03-19,461.1157448683781,465.4800091002133,456.7514507739801,460.4503173828125,1122700
2025-03-20,459.09014767794986,459.8142550684514,454.24638048254695,456.7220764160156,922000
2025-03-21,467.8284798372652,471.16529265849954,423.2268023446546,430.2624816894531,7141700
2025-03-24,416.49447698241005,426.4168211281312,415.193006771529,425.643798828125,3015400
2025-03-25,427.3953430406173,434.47996705494114,423.70627147368964,432.58160400390625,1600200
2025-03-26,434.7441700181751,441.51565534819446,433.49164456472533,435.6150817871094,1349700
2025-03-27,436.45662114273904,438.52134862591976,430.771326632927,432.787109375,1559300
2025-03-28,432.7381753492737,436.19240774596494,430.12546994671897,432.0140380859375,1595700
2025-03-31,432.0923474521933,441.3786488079343,431.28014547554795,437.12200927734375,1690000
2025-04-01,438.38431196277594,441.56455529732733,434.93987454787623,439.0105895996094,1042400
2025-04-02,436.64254917341634,446.1343649716878,435.45852839447764,443.1498107910156,1270300
2025-04-03,443.77606830588087,451.9664134909067,441.12421306531087,445.018798828125,1813800
2025-04-04,440.3414247228472,445.1656024977955,422.85498225686354,422.8745422363281,2392700
2025-04-07,413.138109997672,429.4894460664237,409.88936174696477,421.5730895996094,1968100
2025-04-08,438.8149153034973,441.7016099554576,428.04121876329026,433.84393310546875,2151500
2025-04-09,429.8221508442774,458.27797867584013,426.03521942702895,452.3186950683594,2291600
2025-04-10,450.1267483110031,459.0314356087983,440.7132328308567,453.7473449707031,1832600
2025-04-11,454.36380257504015,467.9165379590632,450.4398918389714,464.7069396972656,1452300
2025-04-14,462.6520516189027,468.474355819016,457.5538847452937,465.1375427246094,1079600
2025-04-15,464.090467450933,465.1375086105588,457.95505471204405,459.5011291503906,1224300
2025-04-16,467.0847830343507,472.4569683650787,464.3448929633974,466.84014892578125,1529700
2025-04-17,451.7316000953784,459.5892469245818,438.765991588018,454.11920166015625,3052800
2025-04-21,449.4026763741441,453.28746742029483,443.0715441115902,448.49261474609375,1532900
2025-04-22,448.2185784272106,460.66556241733537,432.85557512687967,452.1620788574219,2878000
2025-04-23,456.9765488321422,461.2723384324966,447.82722651791516,453.6005859375,1352700
2025-04-24,455.7729021304571,457.5538455996026,450.28332709363366,456.79058837890625,1105000
2025-04-25,459.90232552357867,468.1905302503354,457.8571879757506,467.3881530761719,1521700
2025-04-28,469.0223080291381,473.40616211836283,464.1100657528116,466.067138671875,1159700
2025-04-29,465.76378368840545,469.0125019612892,463.1902280829939,465.6659240722656,897100
2025-04-30,468.0046473280402,468.3373461589568,461.0179121536634,467.4958190917969,1095000
2025-05-01,465.7833467878895,469.1593094606838,462.8477374593944,467.4664306640625,986400
2025-05-02,474.34553023647896,480.5298875862572,457.4755718888847,462.6520080566406,2090500
2025-05-05,463.8262603903501,464.30573367734996,459.26627711608523,461.4386291503906,1150200
2025-05-06,459.6870368658563,461.047216804728,453.512474530721,458.1605224609375,1135400
2025-05-07,458.346456877588,464.7069436592397,457.03522164764723,461.20379638671875,1204400
2025-05-08,462.84775006416646,468.7189688810481,461.6050194984493,464.34490966796875,1093100
2025-05-09,465.06900616413816,466.3998312598723,458.0333267250008,463.3565673828125,978800
2025-05-12,463.33700178277195,465.4799989635494,455.7826993131628,463.0043029785156,1364500
2025-05-13,462.66183302539,462.66183302539,449.2852560001657,449.9604187011719,1859400
2025-05-14,450.94870890187696,451.88809548000484,435.5074057759659,439.5389709472656,2129700
2025-05-15,449.1189106343108,455.4206882521814,445.2634743319935,455.156494140625,1758700
2025-05-16,456.2034914589554,458.4345534754322,452.7296988430263,458.2682189941406,1319200
2025-05-19,459.3348114529477,464.2568487399076,457.73979221673,462.9064636230469,1199700
2025-05-20,461.11572965106336,466.85973367967904,460.7830308505413,465.6072082519531,1058500
2025-05-21,470.51943816830084,470.6075028606393,459.96102206927856,460.18609619140625,1435100
2025-05-22,458.72810396090154,462.72051947822587,457.09393497408445,460.35247802734375,885000
2025-05-23,457.91592591972966,459.4717953499565,455.56744432434135,458.8161926269531,866700
2025-05-27,460.69494886275095,466.6151123046875,458.6008963876118,466.6151123046875,1548000
2025-05-28,467.2903114042171,468.6994063014549,458.9336016397078,459.892578125,956500
2025-05-29,457.8865393717601,464.3742406076848,455.3325736522214,463.5229187011719,851000
2025-05-30,463.50338391158624,472.02642822265625,460.9493881906935,472.02642822265625,2196300
2025-06-02,471.2184805651351,472.6668386287501,467.0211918770548,471.7702331542969,1154200
2025-06-03,471.94758523322207,474.0462296193981,469.5238127344361,473.1003723144531,1032300
2025-06-04,474.893528440832,479.69182137543464,474.59795744479777,475.11029052734375,1273700
2025-06-05,477.2385029022952,477.9873228671864,464.80431491155537,470.9918518066406,1063100
2025-06-06,470.7751130860444,474.86400585912673,469.9474841687281,474.5979919433594,714400
2025-06-09,473.2087201619296,475.7310262571215,469.60260361921127,473.7506103515625,1064100
2025-06-10,472.9328429616859,474.55854359571464,468.6370507375489,469.87847900390625,1150400
2025-06-11,457.31623899891906,457.31623899891906,436.881606971381,449.8774108886719,3618200
2025-06-12,450.57690782348504,462.3608093261719,449.77883606200123,462.3608093261719,1700600
2025-06-13,471.9180517233267,481.1106714585229,466.38080066451636,479.2879333496094,2729700
2025-06-16,474.9132803246419,475.6226808238725,457.6807686340756,460.1833801269531,2766600
2025-06-17,463.8289008184064,474.4895725938262,460.61688893362475,472.2825622558594,2191200
2025-06-18,471.405696596944,475.2581024216836,461.07012252708466,461.7007141113281,1871200
2025-06-20,462.094806576948,467.3266238365694,454.3209584045407,463.6318359375,2419400
2025-06-23,465.9669570383383,475.2679725801293,461.63174506471825,465.5038757324219,2666400
2025-06-24,460.9617696743135,461.7992609911862,450.94149111045533,453.4244079589844,1970200
2025-06-25,457.3753404395549,458.03548913357275,449.7788646388102,451.64105224609375,1265500
2025-06-26,452.54747751701814,457.2374046334319,449.9168053404331,451.1582336425781,1590100
2025-06-27,448.9315252781546,452.4193834209316,444.8130454968281,451.83807373046875,1996400
2025-06-30,452.68543220440847,456.99108695638563,451.1385404311032,456.32110595703125,1205600
2025-07-01,456.1831786932105,462.5283639729356,453.227348161721,459.07989501953125,1242800
2025-07-02,459.1389936344243,460.0552938516895,451.85778357299245,455.7397766113281,1127300
2025-07-03,456.8826868508007,458.49855520140835,454.1830380977126,455.710205078125,707900
2025-07-07,457.6610708881457,463.62198346551986,454.5771497114975,462.1539306640625,1224100
2025-07-08,457.3655054865339,459.74985851942165,453.8677547834047,456.1930236816406,1243000
2025-07-09,458.5281284774337,459.1291329011649,453.43423411938284,456.2422790527344,892700
2025-07-10,451.92676365694786,459.6119408781877,449.2862290011311,457.473876953125,1253300
2025-07-11,457.9073964082591,461.3164457440088,455.0205425778939,460.62677001953125,1209200
2025-07-14,463.0800888416776,467.77001595902414,461.1095352721385,466.5975341796875,1488000
2025-07-15,466.3216744892164,466.9620984084709,461.6120524930306,463.1983337402344,1039500
2025-07-16,462.75495621484646,465.64180994965403,459.54294430601317,464.5284423828125,935000
2025-07-17,463.5727484863815,467.4153221094918,460.82381771173766,462.2919006347656,926200
2025-07-18,462.3115631895724,464.27225432292664,454.18302990797434,457.1289978027344,1845300
2025-07-21,457.7990148970926,460.4789388579717,453.74951171875,453.74951171875,1577800
2025-07-22,416.52578081210015,431.0093622727296,404.0718672203395,404.6925964355469,8886500
2025-07-23,407.6681274326871,417.13662279343066,404.94875391593365,413.2152404785156,4578600
2025-07-24,414.8015408928302,420.5949734007827,413.9443548710283,414.358154296875,3083900
2025-07-25,415.33360279148013,419.4028009049544,412.3482152032341,414.96905517578125,2461800
2025-07-28,419.62939558062914,422.5458065762117,414.96905542177916,415.13653564453125,2423700
2025-07-29,416.5158938852845,417.4124993579587,411.205267708074,413.9443359375,2428800
2025-07-30,413.94431880829137,416.57499084820597,411.00818331822825,412.5156555175781,1632100
2025-07-31,410.9885384543075,416.35827926156577,406.4759536298726,414.7818603515625,2178000
2025-08-01,414.5650821635193,417.7179499295146,410.86043171850616,414.8114013671875,2006300
2025-08-04,413.8162558065867,418.3485350981207,412.8309790070472,417.4617919921875,1548200
2025-08-05,417.0972237204643,423.7380099454629,415.6488655897645,421.9349365234375,1643900
2025-08-06,421.4718551016044,430.19156098538963,421.3634890840071,428.4476318359375,2032300
2025-08-07,424.09266320879345,428.4475996627651,421.74769973882877,424.407958984375,1490000
2025-08-08,424.8414785361735,427.20613669078546,417.66866509517007,419.36334228515625,1477600
2025-08-11,419.72791875076246,421.5211297514795,417.8755935472316,419.9841003417969,1462100
2025-08-12,419.64910915420313,425.2356117888588,418.7426412654287,425.2060546875,1492100
2025-08-13,426.15190532238745,436.92100346208235,425.0681249107021,436.053955078125,1890600
2025-08-14,429.6201030060185,437.36436419808797,428.4377588222505,430.8812561035156,1733600
2025-08-15,431.39358259503996,434.93072263400194,430.03389582504536,431.1177062988281,1501700
2025-08-18,434.06367289741144,437.23626532805605,432.65473432003097,434.1523742675781,1154400
2025-08-19,433.3838576064977,437.95555658948945,432.1424292310881,434.6056213378906,1248100
2025-08-20,433.659733699785,440.49752684789314,433.659733699785,439.4334411621094,1282800
2025-08-21,438.43833074672796,441.886799681513,438.1526221127093,440.6158142089844,1026000
2025-08-22,443.3647011341727,445.89686974668206,438.31022629907613,439.6305236816406,1890300
2025-08-25,440.4876889117454,442.14294665442566,438.54669248916156,441.12811279296875,985200
2025-08-26,443.8868807289394,449.65075586180507,440.4187173142601,448.754150390625,2051500
2025-08-27,450.14340585997667,452.7051315482505,447.31566626083554,447.77874755859375,1293900
2025-08-28,447.1875750162482,449.8281096156647,443.72924383714496,449.46356201171875,1385800
2025-08-29,450.7838188444353,453.12878237762544,448.1827037964064,448.9216613769531,1373200
2025-09-02,450.3805853955242,452.3357425724233,444.2173864927616,449.09039306640625,1645600
2025-09-03,447.6711642546715,448.59414937262477,443.3241630054388,445.6763000488281,1541800
2025-09-04,447.56199013523496,453.7252193474265,446.1129997733476,453.4076232910156,1449200
2025-09-05,453.3282001065311,460.48389413680366,453.3282001065311,460.40447998046875,1465200
2025-09-08,459.4417971507174,459.4417971507174,449.35834951191504,455.65057373046875,1477600
2025-09-09,454.16187143973093,454.4199220188898,449.0110062114851,453.61602783203125,1008400
2025-09-10,452.7724399618816,460.8808921735445,452.276207471973,460.3747253417969,1076900
2025-09-11,460.354880620253,468.8404439660436,459.50134499977185,467.18304443359375,1623700
2025-09-12,465.39659549532547,469.41609683425014,463.6498777272646,467.7586669921875,1041100
2025-09-15,467.91746506179754,470.7162235728113,465.45614100927344,469.6840515136719,1148300
2025-09-16,470.0214613790689,474.83492233495747,468.1159456793441,470.7459716796875,1156900
2025-09-17,471.3513823715313,473.5943629026171,469.0786593903871,469.5550231933594,1016500
2025-09-18,467.57007666907236,470.78565337563293,464.46365656761355,470.0512390136719,1107700
2025-09-19,470.65666155000014,473.40577854281435,467.82813040055237,469.3763732910156,2839100
2025-09-22,470.10089783125767,478.43759756012247,469.445867313526,476.770263671875,1409800
2025-09-23,477.27638755206254,483.1120862937459,475.72814465581513,483.0029296875,1135500
2025-09-24,483.47930250045073,491.5083404470379,481.8516757045276,482.5860900878906,1424200
2025-09-25,485.89096674237976,487.0422296948408,480.41257123638934,480.6904602050781,1205700
2025-09-26,484.2335801019466,487.0521769412226,480.91875078489034,483.7671203613281,913900
2025-09-29,493.2550818639381,495.2300774292602,485.5337057376133,488.2729187011719,1391100
2025-09-30,488.8683777476469,496.12332448585266,487.43925606671405,495.44842529296875,1312700
2025-10-01,492.43135820931474,500.271825426219,491.27016086616595,495.2400207519531,1187000
2025-10-02,495.47819908936583,499.8053620833172,493.2650216030391,495.5972900390625,915500
2025-10-03,495.6568549105056,502.99115508602375,495.4881225437248,500.6886291503906,1006500
2025-10-06,502.8125295026857,511.54620906988555,502.8125295026857,510.36517333984375,1389700
2025-10-07,510.3255059334905,512.0920621025741,505.30363554685215,507.2190856933594,922400
2025-10-08,511.36756308462043,512.1119117936228,507.36793056641943,510.1468505859375,798400
2025-10-09,510.017836085721,511.3080284269,500.01377226403685,503.93402099609375,1186000
2025-10-10,504.9959316156351,509.58114516649806,496.7684189149915,501.2444152832031,1313800
2025-10-13,498.5151296993507,503.6064797126174,496.2324724411719,500.0335998535156,926700
2025-10-14,497.4730635612331,503.1797371083196,495.2400173906341,501.3734436035156,1078000
2025-10-15,499.2098878027887,501.1948177741716,481.8219121570209,495.6469421386719,1678500
2025-10-16,496.9669087867687,497.5326210994007,488.29277447692283,489.5333557128906,1099700
2025-10-17,486.7842120637866,492.9374764862066,484.4221406732358,491.41900634765625,1915500
2025-10-20,492.68936839705236,502.0880126953125,492.68936839705236,502.0880126953125,1433300
2025-10-21,479.07273910025305,502.7827408764173,479.07273910025305,485.81158447265625,2870000
2025-10-22,487.76675078131206,488.699670258457,478.9040460360621,483.4693908691406,1725700
2025-10-23,484.4419773728082,490.2578376192236,482.85402742535814,484.37249755859375,1445700
2025-10-24,486.5857103077631,488.11411479821055,480.43241555540436,481.7524108886719,1368400
2025-10-27,480.43242657482466,483.63809931294617,476.25415755580474,483.2411193847656,1423200
2025-10-28,482.70516519381783,485.71233273289505,479.9758866248075,482.10968017578125,1220600
2025-10-29,481.34550404120705,485.13672744516,480.0255389752375,481.6730041503906,971500
2025-10-30,481.911214248839,490.7342119268952,481.8417344331343,486.0299377441406,1081000
2025-10-31,485.3153715701848,489.8906205555154,482.3875877861522,488.1736755371094,1185000
2025-11-03,487.30030712714347,487.8064739610068,481.097400977358,484.26336669921875,846600
2025-11-04,480.8095519280395,484.8191187292838,477.37563174776966,481.3256530761719,1169300
2025-11-05,479.3804185922982,482.18911141663233,469.57489013671875,469.57489013671875,1708000
2025-11-06,469.5450886025901,470.60703339219833,462.59783379507275,465.3866882324219,1093600
2025-11-07,465.36682526046695,465.8729920946963,452.76253812756585,454.8963317871094,2514500
2025-11-10,452.5640277478426,453.6557452758124,445.1007020534415,448.69342041015625,1630100
2025-11-11,448.36589398566286,458.2905438050225,447.6017068531181,453.6259765625,1322100
2025-11-12,452.702979004487,456.3056013486768,451.78989791954757,453.59619140625,935400
2025-11-13,454.55888909542387,457.43703144136083,451.6708124077791,452.4151611328125,819600
2025-11-14,452.4151707755955,462.875760228224,450.5791044905205,462.2604064941406,1177300
2025-11-17,463.7590385563129,468.04649457512306,461.2183306090834,467.232666015625,1822400
2025-11-18,471.6392073417635,481.34551360038574,467.6495090397969,471.1429748535156,1242100
2025-11-19,468.4434497416582,468.8602983412889,464.7713173638023,466.36920166015625,861300
2025-11-20,470.30930724962667,473.8325457962048,461.5160518206142,464.7316589355469,1044900
2025-11-21,465.069097356532,465.86305722833373,456.4941853604609,457.3080139160156,1575300
2025-11-24,455.96818198298485,457.71493005319775,446.6687898952148,447.6612548828125,1411200
2025-11-25,447.6612343857987,450.6088564755066,445.1006881615923,449.0010681152344,1615900
2025-11-26,449.88434891644295,453.8145319185147,449.5667831516064,450.7378845214844,1299800
2025-11-28,451.1150429292877,454.4100036621094,449.1995624889322,454.4100036621094,748000
2025-12-01,453.2799987792969,454.0899963378906,438.5,439.19000244140625,1657300
2025-12-02,440.9800109863281,441.7699890136719,437.25,441.12750244140625,261513
