Ticker,MDLZ,MDLZ,MDLZ,MDLZ,MDLZ
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,58.69803164185596,58.93282541046833,57.993654067939175,58.20888137817383,6158900
2025-01-03,58.580635946677056,58.82521107569233,58.228447163787806,58.56106948852539,7035800
2025-01-06,58.29692807574318,58.39475663487381,56.85882511861703,56.95665740966797,9337400
2025-01-07,56.55555883115501,57.827348860310806,56.55555883115501,57.025142669677734,11236800
2025-01-08,56.937095466709685,57.11318987264578,56.418593612822015,57.025142669677734,8332500
2025-01-10,56.27184578203182,56.956656885403724,54.99027077046326,55.02940368652344,11668000
2025-01-13,55.078321476764756,55.45007673919445,54.75548422848884,54.951141357421875,17172000
2025-01-14,54.892446424730274,55.8707470097886,54.76526630373493,55.8609619140625,10313600
2025-01-15,56.08597183975175,56.55555565187676,55.33267997490942,55.41094207763672,8839500
2025-01-16,55.06853543432452,56.8196942057041,54.79460875963484,56.74142837524414,10572800
2025-01-17,57.15231520803976,57.47515617446919,56.565336382430345,56.604469299316406,12663200
2025-01-21,56.213147623090805,56.927306562985535,56.00770540721431,56.3501091003418,11346900
2025-01-22,55.90009174823645,56.50663703256219,54.912009853900635,55.088104248046875,14606200
2025-01-23,55.31311079283145,55.763128124137324,54.89244128211329,55.723995208740234,8942300
2025-01-24,55.62616535536223,56.36967207097256,55.577251078216314,56.17401123046875,7383400
2025-01-27,57.16210239810854,57.99365638685021,56.4675098915671,57.064273834228516,11645300
2025-01-28,56.99578738662827,57.31862835370463,55.381593747007564,55.67508316040039,10769000
2025-01-29,55.6555184177193,56.34032955802814,55.6555184177193,55.89031219482422,9170600
2025-01-30,56.25227903834623,57.1914466274995,55.99792254908732,57.14253234863281,9024200
2025-01-31,55.84139418801654,57.19144618756933,55.84139418801654,56.73164749145508,10121600
2025-02-03,56.73165026902308,56.73165026902308,55.61638451246902,56.16423416137695,8130400
2025-02-04,55.45007514261632,55.792478840310785,54.66743545365725,54.902225494384766,12538200
2025-02-05,53.072800155829356,56.31097603417396,52.7793107631028,56.18379592895508,25658800
2025-02-06,56.800131512857845,57.328410975796686,55.978358898161325,56.57512283325195,14019100
2025-02-07,56.790345618986116,57.53385611950205,56.42837546400674,57.18166732788086,15972800
2025-02-10,57.31862903312492,57.357761950553254,56.26206265408242,57.25992965698242,9511900
2025-02-11,57.15231859907089,59.18718561483674,56.927309911506114,59.13827133178711,12175900
2025-02-12,58.609985261708985,59.35349203081989,58.25779646984367,59.285011291503906,10929200
2025-02-13,59.24588022610435,59.87199195536554,59.07956719881418,59.83285903930664,9058900
2025-02-14,59.891562046413675,60.840511060923234,59.32414592490112,59.500240325927734,10040900
2025-02-18,59.2165315808187,60.106784939311254,58.5219390803079,59.8524284362793,10760300
2025-02-19,59.88177355883989,60.62528403926289,59.72524562589614,60.586151123046875,7674400
2025-02-20,60.38070967377689,61.25139654502366,60.282877382000635,60.82094192504883,9533500
2025-02-21,60.82094547171092,63.45257642918558,60.41984238183955,63.26669692993164,16291500
2025-02-24,63.11017268201504,64.34282604229368,62.679718037183136,63.94172668457031,16269900
2025-02-25,63.804757399264496,64.83196840724223,63.58953010316244,64.45043182373047,12045100
2025-02-26,63.98085649838137,64.07868505913862,61.90685667666017,62.07316970825195,9542900
2025-02-27,61.809027501256615,62.816675848333404,61.720980304682506,62.59166717529297,6944600
2025-02-28,63.305826566356956,63.305826566356956,62.268830390271404,62.836246490478516,8634600
2025-03-03,62.65037432077903,64.57762778931415,62.65037432077903,64.35261535644531,8668900
2025-03-04,64.87111241286468,65.95702670970712,63.7558502913251,63.87324905395508,13041600
2025-03-05,63.83410958295637,65.00806723342848,63.76562884440951,64.861328125,9321500
2025-03-06,64.69500626978474,65.7809203697199,64.26455914587685,65.31134033203125,10713500
2025-03-07,65.2232992227659,68.16798611918719,65.1841663030977,66.27008056640625,13950500
2025-03-10,66.79836474736292,69.06802187388922,66.38748028069624,66.67118835449219,14133200
2025-03-11,66.84728074099542,67.00380495334329,65.84940996489334,66.37769317626953,10840600
2025-03-12,65.27221777507896,65.44831218311336,63.45257804667058,63.569976806640625,8773100
2025-03-13,63.325395428349445,64.08846863352507,63.256914691060366,63.28626251220703,8727900
2025-03-14,62.865594456447006,63.43300309411496,62.67971496640501,62.91450500488281,6784700
2025-03-17,62.75797302958058,63.843887085859436,62.51339792616355,63.67757034301758,7012100
2025-03-18,63.78519216587441,64.0884704084171,63.090599678751545,63.24713134765625,6062000
2025-03-19,62.58188493642774,63.031902276211895,62.10251604358268,62.61123275756836,8181800
2025-03-20,62.7286337427698,62.934075961920435,62.1905654565366,62.562320709228516,6013600
2025-03-21,62.51340454440757,63.29604047989525,62.3177436945755,63.11016845703125,25429800
2025-03-24,63.14930464041617,63.658017651609434,62.85581148452401,63.540618896484375,7514400
2025-03-25,63.35474324949611,63.47213453408278,62.74819424504956,63.28626251220703,7459100
2025-03-26,63.27647353770251,65.09611297563868,63.27647353770251,64.89067077636719,9110100
2025-03-27,65.44830712292223,66.15268470060029,65.04720032191749,66.03528594970703,9020800
2025-03-28,66.45596103218324,66.89619332310973,65.56570389046972,66.25051879882812,11578500
2025-03-31,66.84159088134766,67.02876944789955,66.22095684131304,66.84159088134766,12950700
2025-04-01,67.1863906426039,67.26520346538808,66.25051279905618,66.64456939697266,8847000
2025-04-02,66.64457713383175,66.70368299977935,64.69400088150266,65.14716339111328,11356900
2025-04-03,66.68397585887409,67.97450388992368,66.21110643781527,66.89085388183594,13777300
2025-04-04,67.39327332168841,68.09272018320813,64.97968145936971,65.32447814941406,13787000
2025-04-07,64.21128392544337,65.69884415010667,63.66945511367706,64.26054382324219,15963400
2025-04-08,64.34919726471821,65.4328472820607,62.74342168658147,63.1079216003418,12421600
2025-04-09,62.54639570602834,65.65943076134573,62.20159524807099,65.20626831054688,13380300
2025-04-10,65.46239806037214,65.96482039877439,63.74826054324029,64.9993896484375,10703600
2025-04-11,65.60031212520998,66.68396954672572,65.05849093045586,66.05348205566406,8840600
2025-04-14,65.70868567834643,67.58044892818937,65.53136058065596,67.284912109375,6728400
2025-04-15,67.48193667112994,67.59030242618877,65.88601079154009,66.03378295898438,5782500
2025-04-16,66.25051135187975,66.75293369114844,65.14715440501627,65.49195861816406,6266300
2025-04-17,65.49196116132353,66.8415950734086,65.38359540715551,66.31947326660156,10777600
2025-04-21,66.29977484517711,66.8514495905714,65.91557171663398,66.75293731689453,7637100
2025-04-22,66.96966464750713,68.06316058785703,66.7923395595577,67.27505493164062,6720500
2025-04-23,66.72338240768602,67.5213415716111,65.88600931625335,66.37857818603516,6369500
2025-04-24,65.94512011986139,65.94512011986139,64.50681997810814,64.54621887207031,8277000
2025-04-25,64.91072529860206,64.9205787805154,63.649750189858345,64.61518096923828,6454700
2025-04-28,64.61518459401539,64.76295676698699,63.80737189990956,64.1324691772461,6660800
2025-04-29,64.10291183046873,64.74325285856926,63.33450560314984,64.6742935180664,8194000
2025-04-30,67.0583257812406,67.83658549915475,66.39828529809974,67.117431640625,15854800
2025-05-01,66.21110312549362,67.19624081374558,65.90571284725682,66.86129760742188,9414200
2025-05-02,67.38342115661126,67.56074624581304,66.11259260333257,66.74308013916016,7395000
2025-05-05,66.75293672732478,66.92040834269683,66.00422992518467,66.79234313964844,6310600
2025-05-06,66.74307613538802,66.93025469498487,66.16184852654028,66.50664520263672,5436100
2025-05-07,66.57560564406793,66.67411790801752,65.91556520800134,66.18154907226562,6841600
2025-05-08,66.02393045955428,66.59531217364051,65.72839363627175,66.22096252441406,7143600
2025-05-09,65.86630605822265,66.11259047886631,65.32447732640496,65.38359069824219,5136200
2025-05-12,65.2161120406461,65.66928199191463,64.38859998912082,64.85161590576172,7069800
2025-05-13,64.40830581201602,64.46741919012274,62.51684306470801,63.186737060546875,10361300
2025-05-14,62.940450243218194,63.11777533884992,62.48728778016035,62.59565353393555,7455300
2025-05-15,63.009404616682765,64.21127377941689,62.85178273943911,64.17186737060547,7310000
2025-05-16,64.36889683560993,64.41815672940332,63.373913121823676,64.34919738769531,8015200
2025-05-19,64.27038617736328,64.84176788928947,64.03395521643009,64.74325561523438,6356200
2025-05-20,64.83191597923982,65.31463891102376,64.68415132257628,64.89102935791016,6235700
2025-05-21,64.98953937753154,64.98953937753154,64.05365399380078,64.29009246826172,6250400
2025-05-22,64.0339548259213,64.82206804556529,63.974848965049645,64.51667022705078,6956600
2025-05-23,64.60533061644462,65.44269613810982,64.15216818726114,65.1570053100586,6737500
2025-05-27,65.26537491174592,65.99437473080721,65.0486434075915,65.90571594238281,6600500
2025-05-28,66.01407827840521,66.16185043413682,65.49195650869038,65.62987518310547,4550200
2025-05-29,65.61017443762199,66.61501917901168,65.47225575013788,66.46724700927734,6967400
2025-05-30,66.69382413608851,66.98936847399331,66.3096210064151,66.48694610595703,12140800
2025-06-02,66.17169449156887,66.56575105682359,65.66927969897284,66.50664520263672,5004500
2025-06-03,66.19140466596674,66.28991693306035,65.83675449162637,66.04363250732422,5156100
2025-06-04,66.14214708195651,66.28006576390007,65.20626923791035,65.63972473144531,5978000
2025-06-05,65.71853390263564,65.8170461676923,64.79250207589415,65.38359069824219,6266000
2025-06-06,65.62987842448457,65.80720351691956,64.87131816173319,65.16686248779297,6279500
2025-06-09,64.99939394143944,65.85645899860963,64.68415015291613,65.70868682861328,4182000
2025-06-10,65.7086863228048,66.49679954604873,65.46240188004165,66.24066162109375,4827900
2025-06-11,65.86630490188872,66.22095506266977,65.82689849335706,65.95496368408203,6854400
2025-06-12,66.01408616109704,67.12728917066097,65.51166377801734,67.10758972167969,6146800
2025-06-13,66.95980866664588,67.41297109315676,65.84659828873502,65.93526458740234,6528800
2025-06-16,66.05348721959388,66.57560900932239,65.62987769879453,66.21110534667969,5516000
2025-06-17,65.99437919300325,66.1914112628316,64.92058259745743,65.3638916015625,7817700
2025-06-18,65.40329801552816,65.96482626153025,65.00924139187646,65.3638916015625,7003100
2025-06-20,66.26036395067186,67.68881061237866,65.79734802810361,67.29475402832031,12997700
2025-06-23,67.40312839305729,67.77748557796913,66.79234774989402,67.48194122314453,4783400
2025-06-24,67.48193083328977,67.5902965789739,66.92040265838284,67.41297149658203,6374600
2025-06-25,67.0090595701473,67.41296961387216,66.12244169895342,66.28005981445312,5384700
2025-06-26,66.68397428142767,67.30460833563174,66.34902355026685,66.74308013916016,6805800
2025-06-27,66.62486424583477,66.84159575638535,66.21110818896807,66.77263641357422,9119500
2025-06-30,66.86192212546064,67.15952257225509,66.24686909250747,66.90160369873047,9028300
2025-07-01,67.01072254259144,68.86578869052097,66.95119640163306,68.40946197509766,12038700
2025-07-02,68.4293129050026,69.25268098518163,68.04241944251402,69.00467681884766,8959600
2025-07-03,68.91539554914843,68.9649918388745,68.25074623262716,68.43922424316406,3342900
2025-07-07,68.40946582902927,68.47890669032125,67.48689006130084,68.27058410644531,7336000
2025-07-08,67.94321506402335,68.00274120681217,67.30832504317361,67.64561462402344,6727800
2025-07-09,67.75473565448655,67.80433194255102,65.6218984870815,66.3163070678711,11457400
2025-07-10,66.01870605875779,66.85199634844425,65.37389377165137,66.6139144897461,7360000
2025-07-11,66.21710930896288,66.8222400519469,65.48301913018196,66.6436767578125,6171100
2025-07-14,66.64367934931329,67.11985067501678,66.48495305124996,67.10000610351562,5324800
2025-07-15,66.86191840770813,66.99087783729985,66.16750226682721,66.20718383789062,5092700
2025-07-16,66.26670906039415,66.98095462417994,65.959178781036,66.93135833740234,5336200
2025-07-17,67.75473484763005,69.29235599206369,67.7150532765595,69.24275970458984,9140000
2025-07-18,69.33204106362854,69.93717180815673,68.82611046754234,69.25267791748047,10412200
2025-07-21,69.29235876628024,69.93717107714261,68.65746874070422,68.86579132080078,6118100
2025-07-22,68.89554845327973,70.4331771796668,68.68722587969901,70.18517303466797,6728700
2025-07-23,70.18517368425287,70.58198183362074,69.21299409672588,69.60980224609375,5627400
2025-07-24,69.51060565251498,69.97685468420877,69.34196464017487,69.6197280883789,6015200
2025-07-25,69.68916560606772,70.04629218475918,69.30227974056629,70.01653289794922,4520800
2025-07-28,69.6494886438535,69.66933321536418,68.63763498291628,69.02452087402344,7984000
2025-07-29,69.02452108851087,69.76853358425757,68.72691306281759,69.15348052978516,7926100
2025-07-30,66.97104002976722,67.40752216923842,64.51083563285428,64.58027648925781,22047700
2025-07-31,64.22314975353424,65.12588845289126,63.65770061902553,64.17355346679688,12174500
2025-08-01,64.84812681670267,65.76078025748932,63.40969822890058,63.419620513916016,10650300
2025-08-04,63.459305446310644,63.7668281817025,62.82441540444508,63.0228157043457,8291500
2025-08-05,63.062496765056416,63.181537700877115,61.67367197159019,61.802635192871094,9069800
2025-08-06,62.199442042284204,62.298642189329314,61.49511115923205,61.57447052001953,7727900
2025-08-07,61.58439139091815,62.13991825640133,61.33638724475803,61.90183639526367,6067300
2025-08-08,61.891914503288426,62.080400077482594,60.99910184198791,61.336387634277344,6419700
2025-08-11,61.5843915600073,61.78279185008577,59.778917889500896,61.06854248046875,13278900
2025-08-12,61.05862103384077,61.316547469273225,60.66181666399218,60.899898529052734,7373300
2025-08-13,60.94949950117792,61.802634396087385,60.70149534727368,61.693511962890625,7656700
2025-08-14,61.564553527661694,61.70343525062538,60.870141128600146,60.96934127807617,5695700
2025-08-15,61.18758439260112,61.852233700357196,60.83045780994406,61.58439254760742,5849700
2025-08-18,61.53478763623445,61.85223264110587,61.14790177306259,61.34630584716797,5063900
2025-08-19,61.4256655781233,62.20935959425025,61.276865359825685,62.159759521484375,5990300
2025-08-20,62.72520992008022,63.578341027601084,62.19944232669954,62.665687561035156,6805400
2025-08-21,62.41768210225032,62.50696374682858,61.8125551603787,62.437522888183594,5687300
2025-08-22,62.84425190143741,63.409701076939896,62.4077659472273,62.90377426147461,6390600
2025-08-25,62.685527247225195,62.72520881922548,61.385987930281495,61.46534729003906,5851900
2025-08-26,61.32646691191981,61.61415263884166,60.96934032460207,61.554630279541016,8456900
2025-08-27,61.197504024481006,61.35622653256807,60.82054043292616,61.266944885253906,6463800
2025-08-28,61.266942807182666,61.47526916667838,60.53285265127025,60.790775299072266,7242500
2025-08-29,60.79077852646758,61.15782740815346,60.52293357938998,60.949501037597656,5866800
2025-09-02,61.08838457373364,61.56455209175021,60.71141720287938,61.29670715332031,7815300
2025-09-03,60.87014171505301,61.276868386612314,58.89602693381828,60.81061935424805,10566600
2025-09-04,60.909822861845065,61.05862308644937,60.403892259158226,60.413814544677734,4612500
2025-09-05,60.542773775478516,62.01095793516462,60.46341441280953,61.247108459472656,6149600
2025-09-08,61.09830275208306,61.47527012094649,60.51301280473313,61.44550704956055,6540800
2025-09-09,61.346308659601775,62.35816607810935,61.227267723378276,62.07048034667969,5785000
2025-09-10,61.7927175264473,61.97128082471222,60.88006024817736,61.77287673950195,6678900
2025-09-11,61.832397505367624,62.695450901890105,61.50503020557868,61.554630279541016,6423900
2025-09-12,61.48518753051758,61.97127732260073,61.197501812432506,61.48518753051758,4853600
2025-09-15,61.5050311275589,62.17960273943932,61.07846367345089,61.10822296142578,6760500
2025-09-16,61.12806403411324,62.44744797607125,60.96934152376611,62.19944381713867,8403200
2025-09-17,62.18952177927805,63.09225677001809,62.12008091723983,62.328407287597656,7039900
2025-09-18,61.7728764867613,62.85417477327782,61.61415397609113,62.745052337646484,6596000
2025-09-19,63.09225543511732,63.51882288389436,62.477206191116316,63.201377868652344,17133800
2025-09-22,62.8045716465927,63.15177593923721,62.47720435560533,62.9930534362793,7358100
2025-09-23,62.88393364448957,63.36010117334277,62.725211134871834,63.31050109863281,6698200
2025-09-24,63.3105006862737,64.18347259136375,63.27081911306694,63.87594985961914,6188700
2025-09-25,64.16363634331061,64.4314775049972,62.04072134695243,62.06056213378906,8679400
2025-09-26,62.06055923771451,62.95337189824047,61.772873518373075,62.85417175292969,5295200
2025-09-29,62.92361359574406,63.06249531504873,60.73125780559347,62.130001068115234,10956700
2025-09-30,62.45000076293945,62.869998931884766,62.150001525878906,62.470001220703125,6603800
2025-10-01,62.54999923706055,63.33000183105469,62.119998931884766,63.16999816894531,6259200
2025-10-02,62.13999938964844,62.70000076293945,61.619998931884766,61.779998779296875,5529500
2025-10-03,61.65999984741211,63.380001068115234,61.52000045776367,62.66999816894531,6205900
2025-10-06,62.54999923706055,62.54999923706055,61.439998626708984,61.779998779296875,7883300
2025-10-07,61.709999084472656,63.2400016784668,61.61000061035156,62.599998474121094,6638300
2025-10-08,62.13999938964844,62.41999816894531,61.41999816894531,61.65999984741211,6881500
2025-10-09,61.63999938964844,61.810001373291016,60.880001068115234,61.0,6642600
2025-10-10,61.20000076293945,62.34000015258789,60.869998931884766,61.45000076293945,7697800
2025-10-13,60.790000915527344,61.290000915527344,60.40999984741211,61.16999816894531,6417600
2025-10-14,61.310001373291016,62.189998626708984,60.84000015258789,62.130001068115234,5632000
2025-10-15,61.63999938964844,62.369998931884766,61.27000045776367,61.65999984741211,5711800
2025-10-16,62.20000076293945,62.7400016784668,61.310001373291016,61.599998474121094,7346400
2025-10-17,61.970001220703125,62.70000076293945,61.560001373291016,62.459999084472656,5991800
2025-10-20,62.81999969482422,62.959999084472656,62.5,62.810001373291016,4069100
2025-10-21,62.880001068115234,63.2400016784668,61.540000915527344,61.75,9149800
2025-10-22,61.84000015258789,62.540000915527344,60.939998626708984,61.970001220703125,7148600
2025-10-23,61.83000183105469,61.900001525878906,60.97999954223633,61.0099983215332,5212500
2025-10-24,61.25,61.369998931884766,60.54999923706055,60.77000045776367,5401300
2025-10-27,60.65999984741211,61.720001220703125,60.439998626708984,61.65999984741211,7063700
2025-10-28,61.599998474121094,62.43000030517578,60.209999084472656,60.209999084472656,15035000
2025-10-29,58.470001220703125,59.27000045776367,56.9900016784668,57.849998474121094,20841600
2025-10-30,58.2400016784668,59.2599983215332,57.630001068115234,57.779998779296875,12884300
2025-10-31,56.970001220703125,57.939998626708984,56.630001068115234,57.459999084472656,13262800
2025-11-03,57.439998626708984,57.84000015258789,56.540000915527344,56.650001525878906,8849900
2025-11-04,56.88999938964844,56.970001220703125,55.470001220703125,56.08000183105469,12649100
2025-11-05,56.13999938964844,56.2599983215332,55.439998626708984,56.02000045776367,12718900
2025-11-06,55.5099983215332,56.849998474121094,55.5099983215332,56.189998626708984,8879700
2025-11-07,56.540000915527344,57.81999969482422,56.20000076293945,57.18000030517578,8717300
2025-11-10,57.0,57.060001373291016,56.20000076293945,56.25,9205200
2025-11-11,56.599998474121094,57.5,56.220001220703125,57.119998931884766,10048300
2025-11-12,57.11000061035156,57.54999923706055,56.83000183105469,57.0099983215332,7818800
2025-11-13,57.02000045776367,57.720001220703125,56.75,56.970001220703125,8720100
2025-11-14,57.2400016784668,57.65999984741211,56.52000045776367,56.86000061035156,6854200
2025-11-17,56.779998779296875,56.869998931884766,55.529998779296875,55.56999969482422,6549200
2025-11-18,55.83000183105469,55.88999938964844,55.22999954223633,55.779998779296875,9659700
2025-11-19,55.72999954223633,56.209999084472656,55.029998779296875,56.08000183105469,10779200
2025-11-20,55.97999954223633,56.560001373291016,55.189998626708984,55.75,9746800
2025-11-21,55.72999954223633,57.09000015258789,55.45000076293945,57.0,11209100
2025-11-24,57.0,57.09000015258789,55.88999938964844,56.189998626708984,10860000
2025-11-25,55.7400016784668,56.72999954223633,55.70000076293945,56.529998779296875,9100900
2025-11-26,56.58000183105469,57.41999816894531,56.369998931884766,57.209999084472656,6893300
2025-11-28,57.060001373291016,57.630001068115234,56.86000061035156,57.56999969482422,3645200
2025-12-01,57.20000076293945,57.349998474121094,56.060001373291016,56.400001525878906,12848400
2025-12-02,56.400001525878906,56.45000076293945,55.709999084472656,55.73500061035156,1063497
