Ticker,PM,PM,PM,PM,PM
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,118.26818575349176,119.04793614399931,117.20578346858237,118.03426361083984,3388700
2025-01-03,118.43390081853586,119.22339278488606,118.07326492173,118.93098449707031,3350100
2025-01-06,119.01869824338196,119.80819013202563,117.61515049801461,117.93679809570312,4993600
2025-01-07,117.92705128294998,118.82376648980198,117.58591326546603,118.32667541503906,4933300
2025-01-08,117.8003477217062,118.8335107231617,116.96211861010039,118.77503204345703,3569400
2025-01-10,116.96212166848962,117.58591905582145,114.01857821178326,114.18427276611328,5365200
2025-01-13,114.03807071017427,114.78857439930763,113.18035114598591,114.57415008544922,5676900
2025-01-14,114.79831354928577,115.56831502445026,114.31097140826401,115.4708480834961,3942600
2025-01-15,115.0614804201474,116.17261988698421,114.21350243282424,115.50983428955078,5374200
2025-01-16,115.8314779303372,117.41046916367817,115.31489644431389,116.76718139648438,7855800
2025-01-17,116.81591506226796,119.0966802534897,116.27984314435886,118.5118637084961,5170100
2025-01-21,119.28186035199126,121.04604396790458,119.12591473294009,120.6756591796875,5963600
2025-01-22,120.33452330820863,120.42224876244015,119.27212098599561,119.7789535522461,4431200
2025-01-23,119.80819421780842,122.30339112091563,119.65224859425551,122.25465393066406,5375300
2025-01-24,122.41060424602932,124.1845369061627,122.35212556448698,124.05782318115234,3685700
2025-01-27,125.8999701439462,128.03453115576562,125.37364716209454,127.12806701660156,7645000
2025-01-28,126.11441201747755,127.77137249796597,125.07150745892147,125.69530487060547,5102100
2025-01-29,126.0364157764636,127.42046560247888,125.90970206698648,126.309326171875,3869400
2025-01-30,126.76743134091667,127.18655330266462,125.78300560123182,127.02085876464844,3241700
2025-01-31,126.69921714328522,127.83959598627439,126.23135797244191,126.90389251708984,5331200
2025-02-03,125.64654471880513,127.7226119668283,125.00324957265678,127.08907318115234,5633200
2025-02-04,127.68363114244084,127.84932567296377,126.62122892599933,127.08907318115234,5237700
2025-02-05,127.48870276789268,128.19047661710596,127.01110213169156,127.66413879394531,8403500
2025-02-06,142.245428042253,143.06415927864003,136.47529881473656,141.64112854003906,13753000
2025-02-07,141.8165526105409,141.96274929309786,140.1595924273921,140.754150390625,7207500
2025-02-10,140.35455106868778,142.98619592672497,139.77949085245993,142.8594970703125,5899800
2025-02-11,142.85948633439335,144.76985925177254,141.81656698477636,144.23377990722656,4989600
2025-02-12,142.94721728640994,146.43658921366384,142.79126421343125,146.09544372558594,5268900
2025-02-13,145.3059371000329,146.1734055313647,144.2825156114387,145.4033966064453,5758600
2025-02-14,144.9940258289565,147.39175566346168,144.39946783272768,146.6510009765625,4778200
2025-02-18,146.00771963520083,146.94340828920443,144.88682370128643,145.0330352783203,7986900
2025-02-19,145.2279553029537,146.16365874008144,143.77567039582357,146.00770568847656,7052200
2025-02-20,144.7698614821116,148.6685987788708,144.58466908091512,147.73291015625,7431500
2025-02-21,147.34303044810926,150.72518631044935,147.13835506453984,150.4912567138672,7117200
2025-02-24,150.49125809151604,152.66481490600282,150.27682634414512,152.32366943359375,8687700
2025-02-25,153.16190401450075,154.22430642718115,151.9630463825082,153.434814453125,9348100
2025-02-26,153.4153114331098,154.38025429806402,150.37430100659162,150.82266235351562,6865100
2025-02-27,150.95910922028122,151.95327649858731,149.66277731591904,150.12088012695312,6073200
2025-02-28,151.42696029687812,152.08973851207617,149.44835226812134,151.34898376464844,9654800
2025-03-03,150.90062815491774,154.8286046339908,150.10137990235106,154.77011108398438,5459000
2025-03-04,154.4679614470764,155.47188507163588,149.91618761715566,150.05264282226562,6242900
2025-03-05,149.45808696163104,151.027329279206,148.78555241517006,149.26315307617188,4239800
2025-03-06,149.09746206971408,150.20860160296397,147.80113013550547,149.66278076171875,5354300
2025-03-07,149.2436643493774,150.01367332189093,146.62176104303924,147.12860107421875,7932500
2025-03-10,147.52822106074765,147.82062933479727,145.86150430941652,146.7777099609375,11848700
2025-03-11,147.03115614865015,149.74077774675183,146.33912364093146,148.24951171875,5787200
2025-03-12,147.99605239481758,148.68808475361934,146.50478668771797,147.48922729492188,5180800
2025-03-13,147.87910965231885,148.89277482474387,146.3488480956019,146.6802520751953,6258700
2025-03-14,146.73873271953374,148.1715199121583,146.00771945278666,148.03506469726562,5541400
2025-03-17,148.98049926716843,151.7875799013733,148.2787253904917,151.76809692382812,6680700
2025-03-18,151.56339871284217,153.02542506698532,149.70174825249958,149.94541931152344,8021600
2025-03-19,150.0331462623248,150.5984649376419,148.36644444790036,150.384033203125,4202300
2025-03-20,150.1579000121132,150.48237181189802,148.92879015183516,149.92190551757812,5016200
2025-03-21,149.83340862636354,150.12838298078344,147.8373354746182,148.9484405517578,11194600
2025-03-24,149.45974946991944,150.4233673378114,148.2208122112012,149.01727294921875,6070400
2025-03-25,149.45974746459606,149.83340163446758,147.59150662280115,149.66624450683594,3797100
2025-03-26,149.4597613585928,152.18347305283157,149.4204364441102,151.75082397460938,4320300
2025-03-27,151.7803177321564,153.15691476241858,151.4361609726997,152.41944885253906,4398600
2025-03-28,152.49811821095824,153.50107607923067,150.97401895120115,152.56695556640625,4333600
2025-03-31,153.48140628413066,156.68693447342605,153.39291397313096,156.07728576660156,8395700
2025-04-01,155.85111913553925,156.02810374094435,154.12053797741444,155.44796752929688,4429100
2025-04-02,155.44796942668847,155.72328881875566,152.1342942411632,153.56005859375,3889000
2025-04-03,156.7754286769412,160.3545961127022,155.60531364921073,159.36148071289062,10581500
2025-04-04,158.57483850612456,159.2926344479483,147.5816723515155,148.10281372070312,11951700
2025-04-07,144.71047507934716,150.2758880649099,142.65540701701659,148.70262145996094,9984300
2025-04-08,150.19721555977304,150.72818438463798,144.34665599044325,146.7360382080078,9018200
2025-04-09,146.14608643472513,150.3840549137569,143.70752162237284,149.2631072998047,10278500
2025-04-10,150.24639506977954,151.16084562073993,146.58856285837243,148.6436309814453,7818200
2025-04-11,149.34175790708107,152.68493047127808,148.77144917482983,151.3181610107422,6460900
2025-04-14,152.84226646064178,155.58563297225297,151.7704863004491,154.95632934570312,5904800
2025-04-15,155.89045158902414,158.34867125268454,154.22870769956668,157.41455078125,6007200
2025-04-16,158.9484796862883,159.44996610714873,156.41161016103942,157.79803466796875,8296100
2025-04-17,158.60433841886234,162.24250058268734,158.60433841886234,160.482421875,7546400
2025-04-21,161.02321638794177,161.30837827271063,156.50992865999692,159.46961975097656,7264800
2025-04-22,160.56106736194747,161.93767936225117,159.22379527799123,161.36737060546875,9509700
2025-04-23,166.11665257042506,168.76169930012227,163.30444870588593,165.30052185058594,9084500
2025-04-24,165.5168417239472,167.6604019850514,163.67809828861638,167.22776794433594,8564900
2025-04-25,168.10291174988342,168.49622092185686,165.9593362524136,167.3949432373047,7755700
2025-04-28,167.44408154700022,167.67024855545574,165.33001866883933,166.34280395507812,6153300
2025-04-29,165.30051845618829,168.2405544826734,164.96620419336944,167.41458129882812,5346500
2025-04-30,168.6731851663905,169.1550015970531,166.1953106755635,168.49620056152344,6454400
2025-05-01,166.75579557692106,168.21107250844483,166.06749703027228,167.20811462402344,4885900
2025-05-02,167.55224336600125,168.62403852363246,166.91311226605342,168.0045623779297,4451100
2025-05-05,168.31920561419295,170.81676513532383,167.15893316229347,170.29562377929688,4545100
2025-05-06,169.8924838251262,171.2985933378605,169.28285012236768,171.17076110839844,4082000
2025-05-07,170.61027844552723,173.54048719571043,170.25629420071635,172.4293670654297,6685500
2025-05-08,171.3280890961746,172.03605758447233,167.43426241053723,169.12551879882812,5635100
2025-05-09,168.8403709063837,168.8403709063837,166.54930831255726,166.86395263671875,4733400
2025-05-12,162.87179337259474,163.81575627837492,159.65643801063956,162.07533264160156,10006500
2025-05-13,162.21298932225505,162.5276336158155,160.86588983949173,161.08221435546875,5941100
2025-05-14,160.7085752931146,162.85213569351185,160.2070888663229,161.28871154785156,4953000
2025-05-15,162.49814700231272,166.76562773492176,162.19333016507966,166.3133087158203,4959500
2025-05-16,166.5001482996882,167.7489281816902,165.5561852777834,167.5915985107422,3803500
2025-05-19,168.15204984308625,170.4922797275184,167.6604059180396,170.2759552001953,3879700
2025-05-20,170.10880536963566,171.68207199884475,169.86298339655815,171.2100830078125,3787600
2025-05-21,171.09208614575516,172.4096882657401,170.72827444194277,171.7213897705078,6245300
2025-05-22,171.72139268937744,173.2749893214704,170.26613084560992,172.30152893066406,4768900
2025-05-23,172.74400451265967,175.71353805899253,172.74400451265967,175.21206665039062,6164700
2025-05-27,175.21206739591378,176.8246588974085,174.54342384448407,176.23468017578125,5847700
2025-05-28,175.30056105609683,176.46084854991096,174.90725190783095,175.80203247070312,3286500
2025-05-29,173.56014300788775,175.20223201160042,172.006546314869,174.8974151611328,5727300
2025-05-30,175.0449032753922,178.32908101876208,174.6122542306308,177.5719451904297,8506100
2025-06-02,176.86398789327384,179.77452664802465,176.5100036528823,179.69586181640625,4627400
2025-06-03,179.15504745189503,180.86597375220074,176.42150836537888,179.32220458984375,4940400
2025-06-04,179.54837374355853,179.55820122104362,175.30056287993773,177.6407928466797,5684800
2025-06-05,178.13243408624976,179.5385285381881,176.90332424905236,178.9190673828125,3570700
2025-06-06,178.633906739338,179.46970743595097,178.01443057587704,178.69290161132812,2647300
2025-06-09,178.19143386564966,178.19143386564966,175.78238151914815,177.61129760742188,3114500
2025-06-10,177.57195156792937,178.2602500712329,175.8118728949259,176.03802490234375,3225500
2025-06-11,176.11669519119877,180.354663611248,175.6152237669146,180.3054962158203,3947300
2025-06-12,180.74798077170382,181.02330017089844,178.59457796788874,181.02330017089844,5621300
2025-06-13,180.94464908467967,182.06559672475944,180.19734065543773,181.2494659423828,5505800
2025-06-16,180.83647056382574,183.57000956338678,178.52573813437078,180.22682189941406,5188000
2025-06-17,179.56802398804655,181.4559348766485,178.59457861017265,180.3939971923828,7427900
2025-06-18,180.74798193578093,181.51494526758856,179.29270509777186,179.55819702148438,6063400
2025-06-20,179.1747117107856,180.43331894783032,178.6732403128915,180.22682189941406,10765200
2025-06-23,180.50215805089124,182.3703989667029,180.236666130002,181.8590850830078,4308700
2025-06-24,181.4854488874629,181.87875803290922,180.62997824025476,181.4067840576172,3184200
2025-06-25,180.2465004057035,180.62998208199355,176.18551662576826,176.5985107421875,5113000
2025-06-26,177.82761994537353,178.16193422525598,176.33301815960522,177.6407928466797,5847500
2025-06-27,177.15535391620543,179.61226311443784,176.54111527908972,179.3447723388672,7053300
2025-06-30,179.31505423224658,180.77137107540597,178.35408284276744,180.43453979492188,5254100
2025-07-01,181.03885596434,182.11870539021965,174.7083418768921,175.87734985351562,5176300
2025-07-02,174.7083368110209,176.46184872511108,173.49969276906185,174.27243041992188,5572600
2025-07-03,174.3120656949403,177.2147979736328,173.66812263867172,177.2147979736328,2734100
2025-07-07,177.690316011087,179.78067436278803,176.58074706803004,179.51318359375,4653700
2025-07-08,178.23519769505225,179.31504711318516,175.50088122457768,176.06558227539062,4177700
2025-07-09,177.8983759467295,177.9280954650211,174.6588124022488,176.3231658935547,3821300
2025-07-10,176.73924443223183,179.4537428468617,175.30274570000617,179.30514526367188,5212100
2025-07-11,178.28473654171503,178.54231072722416,176.43213432581635,178.23519897460938,3430700
2025-07-14,179.31505554114798,179.81040099844398,177.72994403110334,179.0673828125,5598600
2025-07-15,178.87914474218854,179.69151852830902,177.62096307876104,179.2357940673828,4323800
2025-07-16,179.14663093802213,182.27721769954638,177.58133755726,181.5639190673828,5382400
2025-07-17,181.32615801280886,181.61346684519856,176.50149806618685,177.50209045410156,6941400
2025-07-18,177.7992940639522,177.97761116693832,176.45195385777652,177.06617736816406,4650500
2025-07-21,176.34297189780432,179.62215620374195,175.88724745389263,178.7998809814453,5126700
2025-07-22,168.0409874815449,168.61559002391732,161.22504429345003,163.7314910888672,19831800
2025-07-23,161.48261770288272,163.909807399608,159.73900715008173,163.13706970214844,9895100
2025-07-24,163.4045575460744,163.4045575460744,159.0257056334976,159.5804901123047,7239000
2025-07-25,159.8578882371328,161.5321583187944,159.2337481171245,159.42198181152344,4544600
2025-07-28,158.11426612311192,159.10495697572105,154.25056272789072,156.30130004882812,8676900
2025-07-29,156.99478384824081,161.33401470918912,156.3607422942124,161.2349395751953,9429100
2025-07-30,160.95754964496308,162.96865093654264,160.5513627532123,160.66033935546875,7778700
2025-07-31,160.2838713365489,163.53335134074706,159.57058780807097,162.52284240722656,10607200
2025-08-01,163.8107437729749,166.3667129518483,161.37363754612167,161.4429931640625,7554100
2025-08-04,162.1661979006209,163.17670686415144,160.82875912192623,161.47271728515625,5187500
2025-08-05,161.39345396895197,163.57297086918112,161.2052202841459,162.61199951171875,4643000
2025-08-06,163.51352791224284,166.8026136754756,162.73087367490552,165.4354705810547,5915400
2025-08-07,165.38594657406915,166.98095957894364,164.5537698193722,166.6044921875,3475500
2025-08-08,166.52522388019568,169.21000277587967,166.40634581374601,168.59576416015625,3774200
2025-08-11,169.11093407518086,169.62609757729632,164.84105870302994,168.73448181152344,5349600
2025-08-12,168.6948404694169,169.40813910657351,166.21811328949624,167.03048706054688,5444000
2025-08-13,166.75310370468003,166.78282322308206,163.02809615302183,164.3358154296875,5021300
2025-08-14,164.2268365443527,165.79212999769612,163.1073509775975,163.7314910888672,3294900
2025-08-15,163.72156347253556,165.2670538875709,162.6615321299343,164.64291381835938,4027600
2025-08-18,164.3952431897221,165.7425833595878,163.84045872861438,165.04910278320312,3769600
2025-08-19,164.80142828207116,167.5159115254498,164.75189071642166,167.1988983154297,4114100
2025-08-20,168.4174460257322,171.5579342346735,167.6348068985089,171.2409210205078,5089200
2025-08-21,171.38952672920186,173.25203046974417,171.14185400271458,172.86566162109375,4397800
2025-08-22,173.14304416549422,173.5987534913244,168.46698214204,170.15115356445312,4760900
2025-08-25,170.1610679846859,170.33940021204853,165.27696897620444,165.8119354248047,4872800
2025-08-26,165.78221657532214,166.01998784051716,163.98906841094842,165.12835693359375,5854900
2025-08-27,164.3556178099853,164.47451099993648,162.40395548553025,162.6615447998047,5164400
2025-08-28,162.53274904274332,164.72218261554016,160.45230719197406,164.22683715820312,7297800
2025-08-29,164.86087432482634,165.7326720270117,163.63241218149452,165.5741729736328,5358000
2025-09-02,165.01938417420956,166.47568583425348,161.8590779050836,165.84164428710938,6013500
2025-09-03,164.15747059536272,165.3462965903754,159.65974079392956,161.7005615234375,7329600
2025-09-04,160.65043349316713,162.96864647765778,158.30248587547166,159.6498260498047,7839100
2025-09-05,159.96685497743854,160.55135895902683,158.5798938148997,160.04611206054688,4056700
2025-09-08,160.1550855774298,161.27455595252232,158.08454534008695,161.20521545410156,6055800
2025-09-09,160.62071709878643,163.50361606883394,159.60030670244356,163.2064208984375,3845800
2025-09-10,163.24603796119385,164.28626638282535,162.49311835303553,163.77110290527344,3979500
2025-09-11,164.35560862442455,168.27875110519255,163.6621280415659,166.3369903564453,4800300
2025-09-12,165.76240226218428,167.2286205050467,163.5630673395192,164.56365966796875,3691500
2025-09-15,163.96923793575348,163.96923793575348,159.96685353373238,160.13526916503906,5584100
2025-09-16,160.5216427809161,162.83985582226265,159.92722220361242,161.4429931640625,6281200
2025-09-17,162.26524837088965,165.52462974684147,161.81944050981292,164.75189208984375,5590800
2025-09-18,162.46340192445015,163.18660203002764,159.62010883571944,160.254150390625,6547700
2025-09-19,160.90800999710845,162.26525165760336,159.82816057209072,161.43307495117188,10489000
2025-09-22,160.6702420892379,161.93834034219583,158.42138464172467,160.47210693359375,5735000
2025-09-23,160.36313110133338,162.6417231940525,159.51113632289906,162.24545288085938,4622100
2025-09-24,162.0175866856157,163.28568497281293,161.24484897601886,161.4826202392578,6373200
2025-09-25,162.90921880542754,163.72157750661037,161.79964980215584,162.4733123779297,4295600
2025-09-26,163.11725498075967,163.43428333323638,161.48262099894035,163.3550262451172,3736100
2025-09-29,162.99837463917842,163.4540991103373,160.98727329595917,161.47271728515625,6953900
2025-09-30,161.38354409408885,162.0770398283589,160.18481655166696,160.6900634765625,6401100
2025-10-01,161.3538167712161,162.53274132235768,156.97496495036373,159.36253356933594,8633700
2025-10-02,159.04550920894124,160.62071921652682,156.0932545823811,156.44000244140625,6930000
2025-10-03,155.8000030517578,156.39999389648438,151.14999389648438,153.27000427246094,11151500
2025-10-06,152.13999938964844,153.64999389648438,150.8800048828125,153.5399932861328,7071400
2025-10-07,153.5,155.13999938964844,152.30999755859375,154.5500030517578,6789300
2025-10-08,154.4600067138672,155.33999633789062,152.1699981689453,155.27000427246094,6368200
2025-10-09,155.27999877929688,156.8800048828125,153.50999450683594,156.85000610351562,4455400
2025-10-10,157.3699951171875,161.5399932861328,156.9600067138672,160.47000122070312,6542800
2025-10-13,158.5,159.52999877929688,156.61000061035156,159.47000122070312,5684200
2025-10-14,158.42999267578125,161.14999389648438,157.94000244140625,159.07000732421875,6198900
2025-10-15,157.83999633789062,159.9499969482422,157.4499969482422,157.72999572753906,4683500
2025-10-16,158.69000244140625,158.69000244140625,155.67999267578125,155.97999572753906,5110000
2025-10-17,157.02999877929688,158.97999572753906,156.8699951171875,158.05999755859375,5371900
2025-10-20,158.16000366210938,160.6999969482422,157.17999267578125,158.05999755859375,7779200
2025-10-21,154.6699981689453,155.92999267578125,142.3300018310547,152.0,28418100
2025-10-22,151.8699951171875,156.9600067138672,151.0,156.86000061035156,12741400
2025-10-23,157.94000244140625,159.11000061035156,156.35000610351562,157.6999969482422,8147000
2025-10-24,158.0800018310547,158.6199951171875,157.3800048828125,157.6199951171875,6303600
2025-10-27,156.83999633789062,156.86000061035156,152.92999267578125,153.2100067138672,10233700
2025-10-28,153.0,153.0800018310547,148.13999938964844,149.80999755859375,7725500
2025-10-29,149.24000549316406,150.13999938964844,146.38999938964844,146.77000427246094,7637100
2025-10-30,146.77999877929688,147.42999267578125,145.0399932861328,145.75999450683594,5747900
2025-10-31,145.30999755859375,145.5399932861328,143.1699981689453,144.3300018310547,6200300
2025-11-03,143.5,145.1199951171875,142.11000061035156,144.60000610351562,5056100
2025-11-04,145.74000549316406,147.77000427246094,144.22000122070312,147.66000366210938,5712900
2025-11-05,148.19000244140625,150.42999267578125,147.25,148.39999389648438,5928400
2025-11-06,148.47000122070312,150.8800048828125,147.33999633789062,149.89999389648438,7315100
2025-11-07,151.25,153.52000427246094,149.3699951171875,153.38999938964844,7365000
2025-11-10,152.10000610351562,155.16000366210938,151.35000610351562,155.07000732421875,4976900
2025-11-11,155.4199981689453,157.50999450683594,155.27000427246094,156.8000030517578,3570100
2025-11-12,156.25,157.35000610351562,155.5,155.55999755859375,4781900
2025-11-13,155.69000244140625,156.05999755859375,153.0,155.14999389648438,5293300
2025-11-14,155.25,155.5500030517578,152.82000732421875,155.42999267578125,3529300
2025-11-17,154.9199981689453,154.9199981689453,151.77000427246094,152.75999450683594,4709000
2025-11-18,154.1199951171875,157.6199951171875,152.80999755859375,155.85000610351562,5144000
2025-11-19,155.50999450683594,156.6699981689453,154.0,155.61000061035156,4343200
2025-11-20,155.57000732421875,156.2899932861328,154.1300048828125,155.64999389648438,4021200
2025-11-21,156.38999938964844,157.7899932861328,154.41000366210938,155.24000549316406,6834600
2025-11-24,154.00999450683594,155.1699981689453,150.08999633789062,151.05999755859375,13674800
2025-11-25,152.67999267578125,158.22999572753906,152.39999389648438,157.41000366210938,7287100
2025-11-26,157.94000244140625,158.22000122070312,156.2899932861328,156.49000549316406,4172200
2025-11-28,155.3000030517578,157.52999877929688,155.3000030517578,157.47999572753906,1878300
2025-12-01,157.36000061035156,157.99000549316406,155.50999450683594,156.14999389648438,3453900
2025-12-02,156.0500030517578,156.3800048828125,155.0399932861328,155.2100067138672,390970
