Ticker,TMO,TMO,TMO,TMO,TMO
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-01-02,517.7294656309932,524.6402299720814,516.6525060811283,521.1200561523438,1816800
2025-01-03,522.8651762639605,535.300546531386,521.2895432485483,530.5438232421875,1515200
2025-01-06,528.4197905584725,543.8069714312139,527.0436146144339,535.6995239257812,1981800
2025-01-07,538.0230509773046,549.8601112472526,536.7865012573144,544.1360473632812,1839300
2025-01-08,542.8696289620067,546.2602200483218,536.7566317056433,543.4180908203125,1837800
2025-01-10,540.2568360612023,555.6140705203231,539.8080724633413,540.8052978515625,2919900
2025-01-13,542.6700756130283,560.759757801609,540.1670302831118,553.9786376953125,2269900
2025-01-14,555.953113692678,559.8423167715578,549.8500996277733,555.4445190429688,2207400
2025-01-15,556.3321294820606,562.2456689963929,542.550466692846,549.9398803710938,3251300
2025-01-16,549.590845718752,560.2511874493377,544.9038742667336,560.1514892578125,1835500
2025-01-17,560.8993686495991,563.4322990202312,557.5586273483162,558.09716796875,2140100
2025-01-21,562.5348094354957,574.7707842582424,560.9991042703841,571.469970703125,2311500
2025-01-22,569.0966030446625,577.9619517556298,568.4184970538288,572.9957885742188,1702500
2025-01-23,574.3519893576811,575.0599804474925,561.0889035248456,573.2550048828125,1246300
2025-01-24,571.7990117898456,575.9674061117557,570.2133968306563,573.2250366210938,1156500
2025-01-27,578.051631519226,582.4693934727268,571.539781499673,582.0206298828125,1727800
2025-01-28,594.2465944679143,595.3435179771623,577.4034441505164,582.6687622070312,2156800
2025-01-29,573.3547678252219,575.4290137427789,565.1276581041514,566.6533813476562,2884300
2025-01-30,588.9612862809207,609.2747624436186,588.3629753980252,605.0565185546875,3349700
2025-01-31,598.2055434577139,603.3711632735831,595.3435116795405,596.0914306640625,2165700
2025-02-03,591.4843251992402,598.744094692111,587.7247658445082,592.1026000976562,2135600
2025-02-04,583.9652585493881,590.2178205233798,575.2494572801045,578.9591674804688,2097400
2025-02-05,587.9840008533972,588.4527284140149,576.2965490692385,580.7640991210938,1348800
2025-02-06,580.3253424985182,582.449437436065,566.7929867314346,571.1209716796875,2034100
2025-02-07,573.1852740889009,575.8777341146449,564.8783690375056,569.8843994140625,1826900
2025-02-10,558.5458905175485,561.7968548757099,542.5005688263597,551.3259887695312,2972000
2025-02-11,548.962578213534,552.4030178757224,540.4761806687379,543.7171630859375,2234300
2025-02-12,537.5942656464639,540.4762007836183,530.7233680584935,536.5072631835938,2062200
2025-02-13,538.5017350053984,538.6812282798362,529.7361453417244,531.1621704101562,1915400
2025-02-14,533.6153113097535,535.968809618131,529.8358487846363,530.3743286132812,1517100
2025-02-18,530.1848401648838,531.5709981068666,519.6042930635117,521.638671875,2969600
2025-02-19,519.7737571395163,531.1221862609602,518.5571714528473,529.3870239257812,1965200
2025-02-20,532.2990177476798,541.8723575024989,532.109542481879,536.3377685546875,1967800
2025-02-21,536.8662649775815,541.114455024889,530.5239258849467,531.0723876953125,1613900
2025-02-24,530.3344127954489,542.111641785324,530.3344127954489,534.0640258789062,1375400
2025-02-25,533.306175642671,539.7482739510816,530.8330760076775,538.052978515625,1888700
2025-02-26,540.2269494049542,542.341062590864,529.476890189713,531.8103637695312,1330500
2025-02-27,528.6291314990459,531.5410733323639,517.6895986704449,521.7781982421875,1539000
2025-02-28,526.7943006508384,528.5793122089029,519.1356168666225,527.4923706054688,2229300
2025-03-03,529.4468413162467,531.0025103557342,518.1881895466475,522.1870727539062,2330300
2025-03-04,521.5688345854479,523.3937131964834,511.0381370706622,515.13671875,2720100
2025-03-05,511.45697862981814,523.4535687904291,510.7389446767046,522.735595703125,1685200
2025-03-06,521.9876665316779,532.5283463281351,519.8935175351083,526.176025390625,1852900
2025-03-07,523.2640845131375,531.501176084643,517.8591398685504,530.2347412109375,1799000
2025-03-10,524.8198630372941,534.7223049046542,523.8923897644746,525.33837890625,2174000
2025-03-11,523.7228308996467,525.2984640819901,507.99659721847286,512.7733154296875,1864100
2025-03-12,515.2563993586225,519.245300997315,510.38993449015317,511.2276306152344,1412300
2025-03-13,510.5793807552156,515.046930859766,506.93951430320914,507.48797607421875,1574500
2025-03-14,509.0150325016161,522.8882116759245,507.72751536157534,521.041748046875,1745600
2025-03-17,521.7203984052777,524.7046138790241,513.6759676388535,518.5665283203125,1670400
2025-03-18,517.6483872846441,521.1316375139376,512.1490186645024,520.4928588867188,1232000
2025-03-19,519.4448515153829,521.4908801055474,512.4283995245788,517.4087524414062,1603200
2025-03-20,517.4986224606639,519.6345041050458,512.0691262801231,517.6383666992188,1537100
2025-03-21,515.2629514735837,517.6083885273868,509.01503172951186,516.7200927734375,2192300
2025-03-24,519.7841698934407,525.7825724527788,516.1312653003677,518.8959350585938,1100000
2025-03-25,520.4728438767994,522.2294545277823,509.9332713468199,513.3466796875,1170700
2025-03-26,513.3565968670789,516.9995718853052,510.3624213109378,512.6779174804688,1216100
2025-03-27,512.9973086641601,514.3347474926472,507.07876872977965,510.6917724609375,1249700
2025-03-28,511.61999873312334,512.3785407171613,498.435519295259,499.1940612792969,1787700
2025-03-31,495.54112587047314,499.65316417651934,483.33473430234966,496.6390075683594,2915800
2025-04-01,494.6029437806032,495.5511212697873,480.2806512286721,482.0372619628906,1837600
2025-04-02,479.57201283602814,490.4110243540689,478.6737570930996,488.115478515625,2068700
2025-04-03,480.95933334571276,484.97155849522795,467.26582976600923,469.1222229003906,2813600
2025-04-04,460.5987166685959,463.21365180086536,436.37560017677146,437.06427001953125,3894200
2025-04-07,416.9631653205139,452.46447760815823,410.41583684202766,437.02435302734375,4076300
2025-04-08,450.28867721207297,453.25294246194704,412.53172132940216,418.50018310546875,3929200
2025-04-09,413.829253324761,454.1512249901552,409.0584858876847,452.674072265625,4597700
2025-04-10,445.5378766149349,447.7336400124472,414.5079233404239,426.614501953125,3902400
2025-04-11,429.1595581002237,439.87883683827783,419.1888613589506,437.3038024902344,2657400
2025-04-14,447.13480119902374,449.96931280158776,441.1463886829654,448.46221923828125,2370500
2025-04-15,446.7255847875341,449.40040170728247,437.56332104172463,440.1483154296875,2545900
2025-04-16,440.47765167688533,445.0787642819989,434.5191802423302,435.9464416503906,1823500
2025-04-17,433.7007897527202,435.1779119635491,424.22909689600533,426.67437744140625,3038300
2025-04-21,424.6782229068693,425.67629158585135,415.8153681641263,421.0352783203125,2314800
2025-04-22,428.96993977169933,436.1660374431883,425.68631548988645,433.89044189453125,3677800
2025-04-23,455.66826147077705,460.718486752168,428.5906827098747,430.806396484375,3492200
2025-04-24,429.1695443642511,431.6247848570786,416.9831339701412,425.83599853515625,3662400
2025-04-25,425.297028320743,425.895875630711,416.0150016214771,423.420654296875,2698300
2025-04-28,429.09968238248996,432.0140564799917,416.0349663434472,420.5262756347656,2531600
2025-04-29,421.00535136894644,429.5088858293294,418.0011547993255,426.7043151855469,2437300
2025-04-30,426.824079415965,428.48087713610823,422.17307555406313,428.1714782714844,2944300
2025-05-01,425.03754275266465,428.04173943338026,414.5778017585532,419.0791015625,2771900
2025-05-02,427.6425061384091,430.6067714583548,421.60420255934645,422.73199462890625,2492400
2025-05-05,421.5842215805259,424.1592559370671,417.05298105960657,421.4544677734375,2637200
2025-05-06,418.63993450691277,422.7419823036196,405.71493246986574,406.2339172363281,4070200
2025-05-07,408.5993818216945,412.55172555912935,403.7886831173231,407.0623474121094,2959400
2025-05-08,406.2838374295815,414.94706652955375,402.0320549746607,409.9866638183594,3013600
2025-05-09,409.80704592983597,411.69338007988097,400.97413116161647,402.3514709472656,2318700
2025-05-12,410.3459911921794,431.8942913611202,408.9087697880714,431.7545471191406,3716400
2025-05-13,430.3472864200597,434.13996603430155,426.47477470574535,428.1216125488281,2726900
2025-05-14,429.1296358292367,429.7184927430224,404.9963405051862,405.26580810546875,3201100
2025-05-15,402.65087658128994,406.25392067957546,389.74585469493496,404.1479797363281,4129600
2025-05-16,404.2178280099023,411.833097149249,400.89427260362237,411.2641906738281,2498200
2025-05-19,407.44159218730397,413.2703096804867,406.47346433988776,413.12060546875,1665000
2025-05-20,411.85304606438046,414.597735010047,409.0983971435138,412.950927734375,2142000
2025-05-21,408.5294902712839,411.86303609609286,396.59256661083737,397.51080322265625,2965800
2025-05-22,393.88781576953477,400.96411936648417,393.0494416965507,399.7065734863281,2891400
2025-05-23,393.0195131330791,395.5745667092367,389.9055434908021,392.8997497558594,2318100
2025-05-27,401.16375382342426,406.9625307954928,399.7265323938562,402.7706298828125,2705700
2025-05-28,403.0600825983094,405.3756094213284,399.61676366674385,401.3533935546875,1931400
2025-05-29,402.27158507445927,406.5832492513092,400.6447586474842,402.9702453613281,2499300
2025-05-30,400.93418109360425,404.6569884224851,396.55267520637307,402.04205322265625,2521300
2025-06-02,399.36724086888245,399.73652142987794,391.93161656078706,395.7043151855469,2584000
2025-06-03,394.3070238418978,401.62285429353517,390.5243347944422,399.1576232910156,3204100
2025-06-04,401.742619142658,407.69113077635325,401.41326985953606,402.88043212890625,2280700
2025-06-05,403.94836048316915,404.45735481404904,395.98376120201084,397.59063720703125,2504000
2025-06-06,399.78640139356486,405.8147449507806,399.78640139356486,401.1238098144531,2630000
2025-06-09,404.39749140637707,411.81313495632395,400.7445561029315,407.74102783203125,2164000
2025-06-10,410.61545047355315,419.1589161702727,405.9444962340517,413.7394104003906,2573800
2025-06-11,415.0368753908948,423.69014423067256,412.48182201198955,414.34820556640625,3062700
2025-06-12,413.1804941617049,416.00501519984346,409.1183472153926,414.5278625488281,2067600
2025-06-13,410.0019331279074,412.95926975842195,401.20983806845055,402.3987731933594,2385800
2025-06-16,406.51507869868516,406.51507869868516,396.84376790146064,404.7166748046875,1973200
2025-06-17,399.6412585509586,403.1980633128454,389.51033801139175,389.9100036621094,3040400
2025-06-18,389.90999129208336,395.42502950864514,385.1142780474925,392.2079162597656,2884300
2025-06-20,392.5376479222857,397.5431339281531,390.14977677866057,397.5231628417969,3812600
2025-06-23,394.7756133614065,400.24070854604366,392.64751887684696,399.8510437011719,2486100
2025-06-24,401.43962187975893,405.7957273428567,398.82197658079366,404.00732421875,2083000
2025-06-25,401.8592754177295,414.62781262050686,397.7229736878536,410.2817077636719,3100800
2025-06-26,409.1726936191294,414.9375075508992,408.91291705530585,411.7503662109375,2927700
2025-06-27,412.0301183125902,414.02832454154577,406.5850246328108,407.913818359375,3923100
2025-06-30,407.47421430695636,412.90933773904726,401.0899612014844,405.0963439941406,3919100
2025-07-01,405.9256318312931,428.7151724951233,404.4869208401962,421.0920104980469,2603000
2025-07-02,424.6188388395673,430.07393350245957,421.37175360138235,427.3763732910156,2669300
2025-07-03,428.23559158268466,432.51175188809515,425.69786101889633,428.9449462890625,1359300
2025-07-07,426.17742938748955,428.9349637876459,415.0474363560757,418.3244934082031,2497200
2025-07-08,418.2045614152457,432.7515305755542,418.2045614152457,425.78778076171875,2620900
2025-07-09,421.8213444975304,429.00489828503544,411.51059310278225,419.50341796875,2735100
2025-07-10,420.4525438889904,438.0967082825553,417.94481584293146,430.34368896484375,2932800
2025-07-11,429.86411992792443,435.92868321992063,425.2682394506419,434.469970703125,2511400
2025-07-14,428.6152477685985,430.11390248107614,421.66149843996067,424.9585266113281,2819300
2025-07-15,428.05575232809497,428.6152476480459,416.8258427759545,417.6151123046875,2090500
2025-07-16,417.9348212184271,420.17280243713657,413.4088853311789,415.9366149902344,2762300
2025-07-17,414.62778652057756,426.6170237211726,412.9193287567507,424.5988464355469,2494600
2025-07-18,425.53801656612086,427.52622202870725,411.0410204603796,414.3780212402344,2652500
2025-07-21,414.5678437686115,414.6277875155418,402.99821276775833,404.5768127441406,2733800
2025-07-22,405.9455951956246,428.60524713902703,404.78663189205446,427.2364807128906,3674200
2025-07-23,472.8355561363476,487.49238195027937,465.13244906615625,466.2914123535156,8928300
2025-07-24,466.2514556168318,484.1653668254779,464.6229126905536,474.60394287109375,6234000
2025-07-25,479.54953660142746,483.16628509347277,473.98452478831734,477.8910217285156,4205500
2025-07-28,475.01360392316036,486.67312060541127,474.44410781019263,484.5250549316406,3412200
2025-07-29,481.80748441491284,488.0818508616092,479.97913909981804,481.7275695800781,3164200
2025-07-30,483.54593171018547,484.4451184065991,473.2251795615358,476.8519287109375,2583500
2025-07-31,470.35778497959194,483.43604170002584,466.32139967134754,467.26055908203125,3413900
2025-08-01,460.6165182784835,463.68377222836807,451.04512363658284,462.6247253417969,2756900
2025-08-04,459.68735188312036,467.35045574355644,456.13054721302404,466.15155029296875,2092800
2025-08-05,466.56120431437586,469.4485965898937,464.4231089181371,466.001708984375,1992300
2025-08-06,464.81275174646055,466.0816017221556,445.8797355790275,448.537353515625,2539300
2025-08-07,454.45204081899413,456.6800518035223,450.7653782737004,454.3321533203125,1490100
2025-08-08,453.0832666388481,461.3058963384187,451.03511742759866,460.3067932128906,1689900
2025-08-11,461.3758433027839,467.2805464645523,458.91802764810143,461.9753112792969,1706700
2025-08-12,460.4966399436441,477.76114128419215,460.4966399436441,476.9818420410156,2104200
2025-08-13,480.0091198089803,486.54326294701764,478.2906611714301,484.355224609375,2054800
2025-08-14,480.3088188064387,485.46419450708794,478.8101641431176,484.60498046875,1955200
2025-08-15,486.29348768561164,491.10914170110004,485.56413140887224,488.5714416503906,2462500
2025-08-18,489.69042615545817,492.7976222809188,486.70311752818526,487.1027526855469,2211100
2025-08-19,490.4797239124116,500.48072554946083,489.45064890409765,497.8431091308594,2578500
2025-08-20,498.3226507439937,499.9212218294096,492.3180617435095,494.3662109375,2351500
2025-08-21,491.9983492338617,494.3362469061623,482.3769811850271,483.3261413574219,1360600
2025-08-22,487.09274846068314,501.9394368490746,486.45333831145734,499.54156494140625,1778400
2025-08-25,498.80225234340173,499.1319429703205,488.7412762103324,490.30987548828125,1044300
2025-08-26,489.6504420147581,491.07915215168447,486.29347018336125,488.0419006347656,1341600
2025-08-27,486.1935665352955,490.53967129804613,482.5468461675468,487.6822204589844,1294800
2025-08-28,487.212628876846,490.6995194883012,482.95647033203056,489.3007507324219,1407700
2025-08-29,489.50060114415203,493.8367051686748,485.48421744618975,492.2781066894531,1228200
2025-09-02,488.8711452540813,492.25811946650026,478.6003663991211,487.0927429199219,1303800
2025-09-03,486.5932042604684,489.1009629152571,481.0981369542646,484.11541748046875,1219100
2025-09-04,481.64763681615926,489.82032381815804,471.1870255361305,489.0509948730469,1404200
2025-09-05,489.5605289143517,501.5497663571522,488.68131329011317,492.158203125,1442600
2025-09-08,487.332533984307,489.63048953043574,480.5186736530983,487.212646484375,2223700
2025-09-09,486.0437131095805,489.5505444451566,481.08813951508245,481.97735595703125,1505900
2025-09-10,480.68848874219935,485.38428560742307,475.21342315233835,476.11260986328125,1442700
2025-09-11,480.14896491397786,491.5587359819327,479.9291610075484,490.9692687988281,1509800
2025-09-12,488.1717556140395,490.8194032459276,479.02996826171875,479.02996826171875,1543200
2025-09-15,478.7799987792969,482.94000244140625,470.739990234375,474.4599914550781,1663500
2025-09-16,470.2699890136719,484.5899963378906,470.04998779296875,480.739990234375,1799800
2025-09-17,482.9599914550781,486.57000732421875,469.1400146484375,472.6400146484375,1947500
2025-09-18,477.1499938964844,482.260009765625,473.0299987792969,481.1000061035156,1576400
2025-09-19,483.2900085449219,487.989990234375,478.0199890136719,479.5799865722656,4244100
2025-09-22,475.4800109863281,481.739990234375,470.739990234375,474.989990234375,2352200
2025-09-23,471.1199951171875,475.57000732421875,467.2799987792969,469.75,3244900
2025-09-24,467.8999938964844,471.3299865722656,462.92999267578125,468.0,2409600
2025-09-25,467.010009765625,468.760009765625,457.4100036621094,459.2200012207031,3229300
2025-09-26,461.05999755859375,465.739990234375,460.30999755859375,464.239990234375,1886400
2025-09-29,466.8399963378906,467.3500061035156,456.6700134277344,462.0400085449219,3018300
2025-09-30,464.1199951171875,486.25,460.0,485.0199890136719,4363900
2025-10-01,487.0,534.9000244140625,486.94000244140625,530.72998046875,6092700
2025-10-02,525.7100219726562,539.9000244140625,523.0,524.9600219726562,3262000
2025-10-03,525.3599853515625,545.4400024414062,525.3599853515625,543.3200073242188,3048500
2025-10-06,540.0,545.8599853515625,536.4600219726562,543.9500122070312,2560100
2025-10-07,542.6799926757812,549.4400024414062,538.3400268554688,539.1699829101562,1870800
2025-10-08,538.1300048828125,549.260009765625,535.6300048828125,536.1900024414062,2153200
2025-10-09,533.739990234375,537.5700073242188,528.8400268554688,534.6799926757812,1830700
2025-10-10,534.8300170898438,537.9299926757812,523.6500244140625,524.7999877929688,1415800
2025-10-13,527.530029296875,530.8300170898438,523.8900146484375,524.5800170898438,1686600
2025-10-14,521.739990234375,529.8499755859375,519.4500122070312,525.8300170898438,1601000
2025-10-15,524.9099731445312,532.4099731445312,522.4199829101562,527.8699951171875,1430400
2025-10-16,544.3599853515625,544.5999755859375,534.1599731445312,536.780029296875,2115900
2025-10-17,534.1599731445312,540.8699951171875,532.0,538.9199829101562,2010200
2025-10-20,541.0,550.4600219726562,540.0,543.8400268554688,1665200
2025-10-21,559.0800170898438,568.3900146484375,553.739990234375,557.989990234375,3932400
2025-10-22,555.5,571.2899780273438,550.8800048828125,567.2000122070312,3461200
2025-10-23,567.9000244140625,578.239990234375,562.3800048828125,571.9099731445312,1979300
2025-10-24,574.1500244140625,575.8200073242188,569.7899780273438,572.5,1655700
2025-10-27,572.0900268554688,572.6699829101562,561.0399780273438,563.780029296875,1563600
2025-10-28,564.1300048828125,565.6500244140625,555.5700073242188,557.6300048828125,992700
2025-10-29,558.3099975585938,571.5700073242188,555.0599975585938,558.3099975585938,1953600
2025-10-30,551.5999755859375,565.6300048828125,551.5999755859375,556.219970703125,1315100
2025-10-31,551.9199829101562,569.9199829101562,551.8699951171875,567.3900146484375,1872200
2025-11-03,563.6599731445312,565.7000122070312,554.2000122070312,564.8800048828125,1835000
2025-11-04,558.4099731445312,569.2999877929688,557.0,565.239990234375,1636000
2025-11-05,560.3499755859375,570.1599731445312,554.2000122070312,567.6400146484375,1682900
2025-11-06,562.8699951171875,570.8599853515625,559.3499755859375,565.97998046875,1277800
2025-11-07,566.8699951171875,577.3499755859375,563.2999877929688,572.4099731445312,2264000
2025-11-10,572.3699951171875,583.6599731445312,568.3599853515625,576.3499755859375,1380300
2025-11-11,575.9500122070312,587.5900268554688,574.8200073242188,586.489990234375,1377700
2025-11-12,584.2899780273438,591.1699829101562,582.0,588.02001953125,1504200
2025-11-13,586.0999755859375,598.52001953125,578.25,580.1300048828125,2745400
2025-11-14,578.1900024414062,584.3300170898438,573.0,578.7100219726562,1318000
2025-11-17,575.6500244140625,579.7899780273438,566.5900268554688,567.1599731445312,1624400
2025-11-18,562.8499755859375,578.219970703125,556.4600219726562,576.030029296875,1916000
2025-11-19,574.6199951171875,574.6199951171875,567.2100219726562,573.7899780273438,1247900
2025-11-20,573.3499755859375,580.4500122070312,568.4600219726562,572.739990234375,1167800
2025-11-21,573.0,589.8499755859375,569.5499877929688,587.47998046875,1933500
2025-11-24,586.4500122070312,587.9199829101562,579.0999755859375,586.0700073242188,1803100
2025-11-25,582.2000122070312,602.3200073242188,581.7999877929688,597.780029296875,1803400
2025-11-26,593.4299926757812,596.5499877929688,587.1900024414062,593.25,2059900
2025-11-28,589.1900024414062,594.0,587.9500122070312,590.8300170898438,746000
2025-12-01,594.8499755859375,597.6799926757812,582.75,585.1500244140625,1754200
2025-12-02,581.9400024414062,584.4500122070312,577.9600219726562,578.5800170898438,311222
